净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配,return,annual_return,net_return,industry_peers,positive_comp,negative_comp,index_peers,rolling_mean,comp_mean,rolling_SR,drawdown_duration,drawdown_amount,underwater,alpha,beta,comp_1,Upside_Capture_mean,Downside_Capture_mean,Upside_Capture,Downside_Capture,vol,comp_vol
2021-01-14,1.356,3.867,-2.16%,开放申购,开放赎回,,-0.007698229407236301,1.0777591973244163,-0.007754229407236301,0,0,0,0,0.00031021136964232853,,0.06735870673330276,0,0.0,-0.0,0.0,0.0,0.9760000109672546,2.72,25.05,,,,
2021-01-15,1.35,3.861,-0.44%,开放申购,开放赎回,,-0.0015515903801396336,1.0760869565217408,-0.0016075903801396336,0,0,0,0,0.00030400500812177,,0.06599016135507726,0,0.0,-0.15515903801396586,0.0,0.0,0.9559999704360962,2.72,25.05,,,,
2021-01-18,1.345,3.856,-0.37%,开放申购,开放赎回,,-0.0012950012950013745,1.0731978847759536,-0.0013510012950013746,0,0,0,0,0.0002932508669328464,,0.0636477253249468,0,0.0,-0.28445823635894296,0.0,0.0,0.9480000138282776,2.72,25.05,,,,
2021-01-19,1.328,3.839,-1.26%,开放申购,开放赎回,,-0.004408713692946042,1.0705521472392674,-0.004464713692946042,0,0,0,0,0.0002834089428596429,,0.06141298566816358,0,0.0,-0.7240755107318406,0.0,0.0,0.9300000071525574,2.72,25.05,,,,
2021-01-20,1.363,3.874,2.64%,开放申购,开放赎回,,0.009116957541026371,1.0755136035535833,0.009060957541026371,0,0,0,0,0.0003020295895323932,,0.06507933410839153,0,0.0,-0.0,0.0,0.0,0.9369999766349792,2.72,25.05,,,,
2021-01-21,1.381,3.892,1.32%,开放申购,开放赎回,,0.004646360351058254,1.0817120622568124,0.0045903603510582544,0,0,0,0,0.0003250570076162487,,0.06993247323247792,0,0.0,-0.0,0.0,0.0,0.9589999914169312,2.72,25.05,,,,
2021-01-22,1.417,3.928,2.61%,开放申购,开放赎回,,0.009249743062692772,1.0850828729281778,0.009193743062692772,0,0,0,0,0.00033759794762688644,,0.07232258863419602,0,0.0,-0.0,0.0,0.0,0.9589999914169312,2.72,25.05,,,,
2021-01-25,1.453,3.964,2.54%,开放申购,开放赎回,,0.009164969450101923,1.0974529346622386,0.009108969450101922,0,0,0,0,0.00038309760443281917,,0.08154080741914531,0,0.0,-0.0,0.0,0.0,1.003000020980835,2.72,25.05,,,,
2021-01-26,1.424,3.935,-2.00%,开放申购,开放赎回,,-0.0073158425832492435,1.0888212506917552,-0.007371842583249243,0,0,0,0,0.0003516193946756809,,0.07444391169513236,0,0.0,-0.7315842583249151,0.0,0.0,0.9829999804496764,2.72,25.05,,,,
2021-01-27,1.411,3.922,-0.91%,开放申购,开放赎回,,-0.003303684879288449,1.0867276253809939,-0.003359684879288449,0,0,0,0,0.00034393868946953974,,0.0727503947927121,0,0.0,-1.059535822401614,0.0,0.0,0.959999978542328,2.72,25.05,,,,
2021-01-28,1.379,3.89,-2.27%,开放申购,开放赎回,,-0.008159102498725201,1.079056865464634,-0.008215102498725202,0,0,0,0,0.0003157356405164786,,0.06637044706331136,0,0.0,-1.8668012108980903,0.0,0.0,0.9390000104904176,2.72,25.05,,,,
2021-01-29,1.386,3.897,0.51%,开放申购,开放赎回,,0.0017994858611825038,1.076816800221057,0.0017434858611825037,0,0,0,0,0.00030739960337868363,,0.06467843965645487,0,0.0,-1.6902119071644917,0.0,0.0,0.949999988079071,2.72,25.05,,,,
2021-02-01,1.405,3.916,1.37%,开放申购,开放赎回,,0.004875545291249672,1.084163898117388,0.0048195452912496725,0,0,0,0,0.0003346387284508392,,0.07031228171738828,0,0.0,-1.2108980827447142,0.0,0.0,0.9490000009536744,2.72,25.05,,,,
2021-02-02,1.436,3.947,2.21%,开放申购,开放赎回,,0.007916241062308593,1.0870283668410914,0.007860241062308593,0,0,0,0,0.0003452627181707273,,0.07233286056294765,0,0.0,-0.4288597376387584,0.0,0.0,0.9810000061988832,2.72,25.05,,,,
2021-02-03,1.442,3.953,0.42%,开放申购,开放赎回,,0.0015201418799086763,1.1005011135857472,0.0014641418799086763,0,0,0,0,0.0003943066566625455,,0.08350767142987153,0,0.0,-0.27749747729568003,0.0,0.0,0.9800000190734864,2.72,25.05,,,,
2021-02-04,1.439,3.95,-0.21%,开放申购,开放赎回,,-0.0007589172780165798,1.1237553342816504,-0.0008149172780165798,0,0,0,0,0.0004770170900003676,,0.10564560618809718,0,0.0,-0.35317860746721924,0.0,0.0,0.9869999885559082,2.72,25.05,,,,
2021-02-05,1.452,3.963,0.90%,开放申购,开放赎回,,0.003291139240506391,1.1166525781910417,0.003235139240506391,0,0,0,0,0.0004514903240605439,,0.1007541897081176,0,0.0,-0.025227043390520336,0.0,0.0,0.9959999918937684,2.72,25.05,,,,
2021-02-08,1.47,3.981,1.24%,开放申购,开放赎回,,0.004542013626040786,1.121092649957762,0.0044860136260407866,0,0,0,0,0.0004674042224643968,,0.10413290924088947,0,0.0,-0.0,0.0,0.0,1.003999948501587,2.72,25.05,,,,
2021-02-09,1.498,4.009,1.90%,开放申购,开放赎回,,0.007033408691283771,1.1232838330064445,0.006977408691283772,0,0,0,0,0.000475261878631954,,0.10565383619759934,0,0.0,-0.0,0.0,0.0,1.027999997138977,2.72,25.05,,,,
2021-02-10,1.535,4.046,2.47%,开放申购,开放赎回,,0.009229234222998262,1.132381752029108,0.009173234222998261,0,0,0,0,0.0005076957670509858,,0.11202623648029678,0,0.0,-0.0,0.0,0.0,1.065000057220459,2.72,25.05,,,,
2021-02-18,1.487,3.998,-3.13%,开放申购,开放赎回,,-0.011863568956994586,1.1176963936259439,-0.011919568956994586,0,0,0,0,0.0004557634615560606,,0.0991107631309405,0,0.0,-1.1863568956994681,0.0,0.0,1.0269999504089355,2.72,25.05,,,,
2021-02-19,1.482,3.993,-0.34%,开放申购,开放赎回,,-0.001250625312656406,1.1125661744218445,-0.001306625312656406,0,0,0,0,0.00043734189404879496,,0.09515499803144507,0,0.0,-1.3099357390015014,0.0,0.0,1.037999987602234,2.72,25.05,,,,
2021-02-22,1.408,3.919,-4.99%,开放申购,开放赎回,,-0.018532431755572176,1.0864984751871367,-0.018588431755572177,0,0,0,0,0.0003431508686146918,,0.07238947616718955,0,0.0,-3.1389026198714824,0.0,0.0,0.9729999899864196,2.72,25.05,,,,
2021-02-23,1.4,3.911,-0.57%,开放申购,开放赎回,,-0.0020413370757846883,1.0833795013850436,-0.0020973370757846883,0,0,0,0,0.0003316586558812786,,0.06993144349103124,0,0.0,-3.336628769154727,0.0,0.0,0.9649999737739564,2.72,25.05,,,,
2021-02-24,1.351,3.862,-3.50%,开放申购,开放赎回,,-0.012528765021733501,1.069509831071725,-0.012584765021733502,0,0,0,0,0.0002804355625533468,,0.05828331315498516,0,0.0,-4.547701433514584,0.0,0.0,0.921999990940094,2.72,25.05,,,,
2021-02-25,1.349,3.86,-0.15%,开放申购,开放赎回,,-0.0005178663904713554,1.0601483109035998,-0.0005738663904713554,0,0,0,0,0.0002451323052440233,,0.051230733718638136,0,0.0,-4.597132970835407,0.0,0.0,0.906000018119812,2.72,25.05,,,,
2021-02-26,1.32,3.831,-2.15%,开放申购,开放赎回,,-0.007512953367875608,1.0478665207877458,-0.007568953367875607,0,0,0,0,0.00019860150248386343,,0.04134526701152436,0,0.0,-5.313890261987153,0.0,0.0,0.8859999775886536,2.72,25.05,,,,
2021-03-01,1.336,3.847,1.21%,开放申购,开放赎回,,0.004176455233620535,1.054550438596493,0.0041204552336205355,0,0,0,0,0.00022406005864810473,,0.04660504488456412,0,0.0,-4.918437963420663,0.0,0.0,0.8960000276565552,2.72,25.05,,,,
2021-03-02,1.315,3.826,-1.57%,开放申购,开放赎回,,-0.005458799064205877,1.041088435374151,-0.005514799064205877,0,0,0,0,0.00017261959923338654,,0.035967226080943236,0,0.0,-5.437469105289175,0.0,0.0,0.8730000257492065,2.72,25.05,,,,
2021-03-03,1.33,3.841,1.14%,开放申购,开放赎回,,0.003920543648719299,1.0395128552097441,0.003864543648719299,0,0,0,0,0.00016653306634527087,,0.034740471389992006,0,0.0,-5.066732575383097,0.0,0.0,0.8889999985694885,2.72,25.05,,,,
2021-03-04,1.281,3.792,-3.68%,开放申购,开放赎回,,-0.012757094506638977,1.0248648648648646,-0.012813094506638978,0,0,0,0,0.000110091968426969,,0.022643764547794074,0,0.0,-6.277805239742965,0.0,0.0,0.8489999771118164,2.72,25.05,,,,
2021-03-05,1.284,3.795,0.23%,开放申购,开放赎回,,0.0007911392405064444,1.0242914979757083,0.0007351392405064444,0,0,0,0,0.00010785111998358987,,0.022184889683916256,0,0.0,-6.203657933761743,0.0,0.0,0.8539999723434448,2.72,25.05,,,,
2021-03-08,1.227,3.738,-4.44%,开放申购,开放赎回,,-0.015019762845849827,1.0218698742482233,-0.015075762845849827,0,0,0,0,9.851430881611512e-05,,0.020153505236396637,0,0.0,-7.6124567474048455,0.0,0.0,0.8050000071525574,2.72,25.05,,,,
2021-03-09,1.203,3.714,-1.96%,开放申购,开放赎回,,-0.006420545746388395,1.0158643326039387,-0.006476545746388395,0,0,0,0,7.501911325538346e-05,,0.015293392412838749,0,0.0,-8.205635195254569,0.0,0.0,0.7820000052452087,2.72,25.05,,,,
2021-03-10,1.225,3.736,1.83%,开放申购,开放赎回,,0.005923532579429347,1.0306206896551726,0.005867532579429347,0,0,0,0,0.00013263009258841806,,0.02712785270885452,0,0.0,-7.661888284725634,0.0,0.0,0.8009999990463257,2.72,25.05,,,,
2021-03-11,1.252,3.763,2.20%,开放申购,开放赎回,,0.007226980728051391,1.03039430449069,0.007170980728051391,0,0,0,0,0.0001317449120523473,,0.026953993094542713,0,0.0,-6.994562530894689,0.0,0.0,0.828000009059906,2.72,25.05,,,,
2021-03-12,1.256,3.767,0.32%,开放申购,开放赎回,,0.0010629816635663314,1.0300792999726562,0.0010069816635663313,0,0,0,0,0.0001305203874470293,,0.026704949867737245,0,0.0,-6.895699456253067,0.0,0.0,0.824999988079071,2.72,25.05,,,,
2021-03-15,1.22,3.731,-2.87%,开放申购,开放赎回,,-0.009556676400318542,1.0199562602515038,-0.009612676400318543,0,0,0,0,9.119988911947674e-05,,0.018515549320858107,0,0.0,-7.785467128027658,0.0,0.0,0.7940000295639038,2.72,25.05,,,,
2021-03-16,1.236,3.747,1.31%,开放申购,开放赎回,,0.004288394532296902,1.0218161985274081,0.004232394532296902,0,0,0,0,9.851202383696434e-05,,0.019980331656973174,0,0.0,-7.39001482946118,0.0,0.0,0.8100000023841858,2.72,25.05,,,,
2021-03-17,1.248,3.759,0.97%,开放申购,开放赎回,,0.0032025620496396456,1.029017246099097,0.0031465620496396456,0,0,0,0,0.00012659361100470745,,0.0256883461913551,0,0.0,-7.093425605536323,0.0,0.0,0.8230000138282776,2.72,25.05,,,,
2021-03-18,1.267,3.778,1.52%,开放申购,开放赎回,,0.005054535780792735,1.0433581883457599,0.004998535780792735,0,0,0,0,0.00018185144753056105,,0.037070921678996074,0,0.0,-6.623826000988623,0.0,0.0,0.8420000076293945,2.72,25.05,,,,
2021-03-19,1.243,3.754,-1.89%,开放申购,开放赎回,,-0.0063525674960296374,1.0293391828900476,-0.006408567496029637,0,0,0,0,0.00012771982985243556,,0.02605122951285498,0,0.0,-7.2170044488383445,0.0,0.0,0.8209999799728394,2.72,25.05,,,,
2021-03-22,1.253,3.764,0.80%,开放申购,开放赎回,,0.002663825253063301,1.037772263578716,0.002607825253063301,0,0,0,0,0.0001603109685394899,,0.03276802203765172,0,0.0,-6.969846762234299,0.0,0.0,0.8230000138282776,2.72,25.05,,,,
2021-03-23,1.25,3.761,-0.24%,开放申购,开放赎回,,-0.0007970244420828498,1.0418282548476472,-0.0008530244420828498,0,0,0,0,0.00017587114758395116,,0.03601677262323619,0,0.0,-7.043994068215512,0.0,0.0,0.824999988079071,2.72,25.05,,,,
2021-03-24,1.245,3.756,-0.40%,开放申购,开放赎回,,-0.0013294336612603708,1.0439132851584245,-0.0013854336612603708,0,0,0,0,0.00018384981183087667,,0.03768234863586271,0,0.0,-7.167572911517545,0.0,0.0,0.8199999928474426,2.72,25.05,,,,
2021-03-25,1.252,3.763,0.56%,开放申购,开放赎回,,0.0018636847710329363,1.0594031531531534,0.0018076847710329362,0,0,0,0,0.00024244407287165082,,0.05040087263671488,0,0.0,-6.9945625308947115,0.0,0.0,0.8180000185966492,2.72,25.05,,,,
2021-03-26,1.287,3.798,2.80%,开放申购,开放赎回,,0.009301089556205122,1.0689558119898712,0.009245089556205122,0,0,0,0,0.0002785223049703456,,0.057496300805363894,0,0.0,-6.129510627780531,0.0,0.0,0.8420000076293945,2.72,25.05,,,,
2021-03-29,1.292,3.803,0.39%,开放申购,开放赎回,,0.001316482359136284,1.073081264108355,0.001260482359136284,0,0,0,0,0.0002939205169849934,,0.06071065172762618,0,0.0,-6.00593178447852,0.0,0.0,0.8550000190734863,2.72,25.05,,,,
2021-03-30,1.304,3.815,0.93%,开放申购,开放赎回,,0.0031554036287142484,1.0758601240834749,0.0030994036287142483,0,0,0,0,0.0003042847951567351,,0.06280810924745424,0,0.0,-5.709342560553653,0.0,0.0,0.8619999885559082,2.72,25.05,,,,
