Date,159901.SZ,159949.SZ,510050.SS,510300.SS,510500.SS,510900.SS,512100.SS,588000.SS
2010-05-19,1.6074999570846558,,1.965999960899353,,,,,
2010-05-20,1.5959999561309814,,1.9320000410079956,,,,,
2010-05-21,1.6399999856948853,,1.9520000219345093,,,,,
2010-05-24,1.7070000171661377,,2.0160000324249268,,,,,
2010-05-25,1.6705000400543213,,1.9630000591278076,,,,,
2010-05-26,1.6720000505447388,,1.9639999866485596,,,,,
2010-05-27,1.7085000276565552,,1.99399995803833,,,,,
2010-05-28,1.7005000114440918,,1.9830000400543213,,,,,
2010-05-31,1.652999997138977,,1.940000057220459,,,,,
2010-06-01,1.631500005722046,,1.9210000038146973,,,,,
2010-06-02,1.6454999446868896,,1.9179999828338623,,,,,
2010-06-03,1.6325000524520874,,1.906999945640564,,,,,
2010-06-04,1.6495000123977661,,1.906000018119812,,,,,
2010-06-07,1.6174999475479126,,1.8669999837875366,,,,,
2010-06-08,1.63100004196167,,1.8589999675750732,,,,,
2010-06-09,1.6799999475479126,,1.9210000038146973,,,,,
2010-06-10,1.6655000448226929,,1.8899999856948853,,,,,
2010-06-11,1.6610000133514404,,1.8969999551773071,,,,,
2010-06-17,1.6464999914169312,,1.8960000276565552,,,,,
2010-06-18,1.6015000343322754,,1.8799999952316284,,,,,
2010-06-21,1.659000039100647,,1.9479999542236328,,,,,
2010-06-22,1.6664999723434448,,1.9450000524520874,,,,,
2010-06-23,1.6519999504089355,,1.9259999990463257,,,,,
2010-06-24,1.656000018119812,,1.937000036239624,,,,,
2010-06-25,1.628499984741211,,1.930999994277954,,,,,
2010-06-28,1.6134999990463257,,1.9320000410079956,,,,,
2010-06-29,1.5329999923706055,,1.8530000448226929,,,,,
2010-06-30,1.503499984741211,,1.8350000381469727,,,,,
2010-07-01,1.4819999933242798,,1.8229999542236328,,,,,
2010-07-02,1.4780000448226929,,1.8370000123977661,,,,,
2010-07-05,1.472000002861023,,1.819000005722046,,,,,
2010-07-06,1.50600004196167,,1.8489999771118164,,,,,
2010-07-07,1.5260000228881836,,1.850000023841858,,,,,
2010-07-08,1.5255000591278076,,1.8550000190734863,,,,,
2010-07-09,1.5774999856948853,,1.8969999551773071,,,,,
2010-07-12,1.5950000286102295,,1.9079999923706055,,,,,
2010-07-13,1.5720000267028809,,1.878999948501587,,,,,
2010-07-14,1.5740000009536743,,1.8910000324249268,,,,,
2010-07-15,1.5540000200271606,,1.8609999418258667,,,,,
2010-07-16,1.5670000314712524,,1.8580000400543213,,,,,
2010-07-19,1.6154999732971191,,1.9019999504089355,,,,,
2010-07-20,1.656999945640564,,1.9359999895095825,,,,,
2010-07-21,1.6505000591278076,,1.9359999895095825,,,,,
2010-07-22,1.6790000200271606,,1.9589999914169312,,,,,
2010-07-23,1.6859999895095825,,1.9709999561309814,,,,,
2010-07-26,1.7005000114440918,,1.9739999771118164,,,,,
2010-07-27,1.6985000371932983,,1.9620000123977661,,,,,
2010-07-28,1.7450000047683716,,2.0179998874664307,,,,,
2010-07-29,1.7489999532699585,,2.0209999084472656,,,,,
2010-07-30,1.7445000410079956,,2.0160000324249268,,,,,
2010-08-02,1.7834999561309814,,2.0490000247955322,,,,,
2010-08-03,1.743499994277954,,2.005000114440918,,,,,
2010-08-04,1.7640000581741333,,2.01200008392334,,,,,
2010-08-05,1.7445000410079956,,1.9830000400543213,,,,,
2010-08-06,1.778499960899353,,2.0139999389648438,,,,,
2010-08-09,1.787500023841858,,2.0160000324249268,,,,,
2010-08-10,1.7330000400543213,,1.965999960899353,,,,,
2010-08-11,1.746500015258789,,1.968000054359436,,,,,
2010-08-12,1.725000023841858,,1.9450000524520874,,,,,
2010-08-13,1.7580000162124634,,1.9609999656677246,,,,,
2010-08-16,1.80649995803833,,2.003999948501587,,,,,
2010-08-17,1.8220000267028809,,2.0139999389648438,,,,,
2010-08-18,1.8235000371932983,,2.005000114440918,,,,,
2010-08-19,1.8300000429153442,,2.0260000228881836,,,,,
2010-08-20,1.7899999618530273,,1.9980000257492065,,,,,
2010-08-23,1.7905000448226929,,1.9930000305175781,,,,,
2010-08-24,1.809999942779541,,1.9900000095367432,,,,,
2010-08-25,1.7699999809265137,,1.9490000009536743,,,,,
2010-08-26,1.7799999713897705,,1.944000005722046,,,,,
2010-08-27,1.784999966621399,,1.9479999542236328,,,,,
2010-08-30,1.8335000276565552,,1.9739999771118164,,,,,
2010-08-31,1.837499976158142,,1.9550000429153442,,,,,
2010-09-01,1.8220000267028809,,1.9479999542236328,,,,,
2010-09-02,1.8489999771118164,,1.9670000076293945,,,,,
2010-09-03,1.8524999618530273,,1.9589999914169312,,,,,
2010-09-06,1.878499984741211,,2.009999990463257,,,,,
2010-09-07,1.8895000219345093,,2.003999948501587,,,,,
2010-09-08,1.9045000076293945,,1.9880000352859497,,,,,
2010-09-09,1.8615000247955322,,1.9509999752044678,,,,,
2010-09-10,1.8760000467300415,,1.9470000267028809,,,,,
2010-09-13,1.9045000076293945,,1.9559999704360962,,,,,
2010-09-14,1.9049999713897705,,1.9559999704360962,,,,,
2010-09-15,1.8650000095367432,,1.9229999780654907,,,,,
2010-09-16,1.8274999856948853,,1.8930000066757202,,,,,
2010-09-17,1.8339999914169312,,1.8910000324249268,,,,,
2010-09-20,1.8235000371932983,,1.8969999551773071,,,,,
2010-09-21,1.8270000219345093,,1.8980000019073486,,,,,
2010-09-27,1.86899995803833,,1.9140000343322754,,,,,
2010-09-28,1.847499966621399,,1.8969999551773071,,,,,
2010-09-29,1.8355000019073486,,1.902999997138977,,,,,
2010-09-30,1.875,,1.9479999542236328,,,,,
2010-10-08,1.9490000009536743,,2.0260000228881836,,,,,
2010-10-11,1.9850000143051147,,2.1010000705718994,,,,,
2010-10-12,2.0114998817443848,,2.125999927520752,,,,,
2010-10-13,2.0439999103546143,,2.1600000858306885,,,,,
2010-10-14,2.013000011444092,,2.188999891281128,,,,,
2010-10-15,2.053499937057495,,2.2780001163482666,,,,,
2010-10-18,2.0304999351501465,,2.2639999389648438,,,,,
2010-10-19,2.0859999656677246,,2.306999921798706,,,,,
2010-10-20,2.1010000705718994,,2.305999994277954,,,,,
2010-10-21,2.115000009536743,,2.2679998874664307,,,,,
2010-10-22,2.134000062942505,,2.25600004196167,,,,,
2010-10-25,2.2109999656677246,,2.3239998817443848,,,,,
2010-10-26,2.200000047683716,,2.2939999103546143,,,,,
2010-10-27,2.1610000133514404,,2.246000051498413,,,,,
2010-10-28,2.1575000286102295,,2.246999979019165,,,,,
2010-10-29,2.1600000858306885,,2.2139999866485596,,,,,
2010-11-01,2.2300000190734863,,2.2679998874664307,,,,,
2010-11-02,2.2130000591278076,,2.25600004196167,,,,,
2010-11-03,2.1644999980926514,,2.250999927520752,,,,,
2010-11-04,2.2070000171661377,,2.2790000438690186,,,,,
2010-11-05,2.2325000762939453,,2.302999973297119,,,,,
2010-11-08,2.247499942779541,,2.311000108718872,,,,,
2010-11-09,2.243499994277954,,2.2780001163482666,,,,,
2010-11-10,2.242500066757202,,2.24399995803833,,,,,
2010-11-11,2.23799991607666,,2.2730000019073486,,,,,
2010-11-12,2.0739998817443848,,2.1500000953674316,,,,,
2010-11-15,2.109999895095825,,2.1410000324249268,,,,,
2010-11-16,2.006500005722046,,2.0199999809265137,,,,,
2010-11-17,1.9474999904632568,,2.000999927520752,,,,,
2010-11-18,1.9830000400543213,,2.0239999294281006,,,,,
2010-11-19,4.034999847412109,,2.0269999504089355,,,,,
2010-11-22,2.0225000381469727,,2.005000114440918,,,,,
2010-11-23,1.9874999523162842,,1.9639999866485596,,,,,
2010-11-24,2.059999942779541,,2.005000114440918,,,,,
2010-11-25,2.077500104904175,,2.0350000858306885,,,,,
2010-11-26,2.075000047683716,,2.013000011444092,,,,,
2010-11-29,2.065000057220459,,2.006999969482422,,,,,
2010-11-30,2.0299999713897705,,1.9769999980926514,,,,,
2010-12-01,2.015000104904175,,1.9780000448226929,,,,,
2010-12-02,2.0325000286102295,,1.9930000305175781,,,,,
2010-12-03,2.0350000858306885,,2.000999927520752,,,,,
2010-12-06,2.0274999141693115,,2.0269999504089355,,,,,
2010-12-07,2.077500104904175,,2.0380001068115234,,,,,
2010-12-08,2.047499895095825,,2.013000011444092,,,,,
2010-12-09,2.0199999809265137,,1.9919999837875366,,,,,
2010-12-10,2.0425000190734863,,2.015000104904175,,,,,
2010-12-13,2.117500066757202,,2.069999933242798,,,,,
2010-12-14,2.125,,2.062999963760376,,,,,
2010-12-15,2.1075000762939453,,2.049999952316284,,,,,
2010-12-16,2.1024999618530273,,2.0309998989105225,,,,,
2010-12-17,2.1075000762939453,,2.0269999504089355,,,,,
2010-12-20,2.067500114440918,,1.9930000305175781,,,,,
2010-12-21,2.117500066757202,,2.0439999103546143,,,,,
2010-12-22,2.0924999713897705,,2.015000104904175,,,,,
2010-12-23,2.069999933242798,,2.01200008392334,,,,,
2010-12-24,2.047499895095825,,2.006999969482422,,,,,
2010-12-27,2.005000114440918,,1.972000002861023,,,,,
2010-12-28,1.965000033378601,,1.9479999542236328,,,,,
2010-12-29,1.975000023841858,,1.9479999542236328,,,,,
2010-12-30,1.9874999523162842,,1.937000036239624,,,,,
2010-12-31,2.0450000762939453,,1.968000054359436,,,,,
2011-01-04,2.077500104904175,,2.009000062942505,,,,,
2011-01-05,2.065000057220459,,1.9930000305175781,,,,,
2011-01-06,2.057499885559082,,1.9800000190734863,,,,,
2011-01-07,2.049999952316284,,2.0,,,,,
2011-01-10,2.002500057220459,,1.9730000495910645,,,,,
2011-01-11,2.009999990463257,,1.99399995803833,,,,,
2011-01-12,2.0174999237060547,,2.009999990463257,,,,,
2011-01-13,2.015000104904175,,2.007999897003174,,,,,
2011-01-14,1.9824999570846558,,1.9759999513626099,,,,,
2011-01-17,1.8949999809265137,,1.9119999408721924,,,,,
2011-01-18,1.8975000381469727,,1.9199999570846558,,,,,
2011-01-19,1.9524999856948853,,1.9479999542236328,,,,,
2011-01-20,1.875,,1.8930000066757202,,,,,
2011-01-21,1.8875000476837158,,1.9179999828338623,,,,,
2011-01-24,1.8574999570846558,,1.9049999713897705,,,,,
2011-01-25,1.8524999618530273,,1.906999945640564,,,,,
2011-01-26,1.877500057220459,,1.9229999780654907,,,,,
2011-01-27,1.9075000286102295,,1.9429999589920044,,,,,
2011-01-28,1.9299999475479126,,1.937999963760376,,,,,
2011-01-31,1.9474999904632568,,1.9559999704360962,,,,,
2011-02-01,1.9474999904632568,,1.9639999866485596,,,,,
2011-02-09,1.9149999618530273,,1.9359999895095825,,,,,
2011-02-10,1.9774999618530273,,1.968999981880188,,,,,
2011-02-11,2.007499933242798,,1.968000054359436,,,,,
2011-02-14,2.067500114440918,,2.0409998893737793,,,,,
2011-02-15,2.0625,,2.0380001068115234,,,,,
2011-02-16,2.0999999046325684,,2.0429999828338623,,,,,
2011-02-17,2.0950000286102295,,2.0399999618530273,,,,,
2011-02-18,2.069999933242798,,2.0230000019073486,,,,,
2011-02-21,2.117500066757202,,2.0409998893737793,,,,,
2011-02-22,2.057499885559082,,1.9859999418258667,,,,,
2011-02-23,2.059999942779541,,1.9859999418258667,,,,,
2011-02-24,2.072499990463257,,1.9930000305175781,,,,,
2011-02-25,2.0799999237060547,,1.996999979019165,,,,,
2011-02-28,2.119999885559082,,2.009999990463257,,,,,
2011-03-01,2.119999885559082,,2.0239999294281006,,,,,
2011-03-02,2.1075000762939453,,2.0309998989105225,,,,,
2011-03-03,2.0824999809265137,,2.0420000553131104,,,,,
2011-03-04,2.115000009536743,,2.0739998817443848,,,,,
2011-03-07,2.1549999713897705,,2.114000082015991,,,,,
2011-03-08,2.1575000286102295,,2.1110000610351562,,,,,
2011-03-09,2.1524999141693115,,2.1089999675750732,,,,,
2011-03-10,2.130000114440918,,2.063999891281128,,,,,
2011-03-11,2.1050000190734863,,2.0380001068115234,,,,,
2011-03-14,2.130000114440918,,2.0420000553131104,,,,,
2011-03-15,2.0875000953674316,,2.007999897003174,,,,,
2011-03-16,2.115000009536743,,2.0390000343322754,,,,,
2011-03-17,2.075000047683716,,2.013000011444092,,,,,
2011-03-18,2.0850000381469727,,2.0250000953674316,,,,,
2011-03-21,2.069999933242798,,2.0260000228881836,,,,,
2011-03-22,2.072499990463257,,2.0460000038146973,,,,,
2011-03-23,2.1024999618530273,,2.072000026702881,,,,,
2011-03-24,2.0975000858306885,,2.055999994277954,,,,,
2011-03-25,2.132499933242798,,2.0889999866485596,,,,,
2011-03-28,2.134999990463257,,2.0920000076293945,,,,,
2011-03-29,2.069999933242798,,2.0859999656677246,,,,,
2011-03-30,2.069999933242798,,2.0910000801086426,,,,,
2011-03-31,2.047499895095825,,2.0739998817443848,,,,,
2011-04-01,2.067500114440918,,2.117000102996826,,,,,
2011-04-06,2.069999933242798,,2.1630001068115234,,,,,
2011-04-07,2.0950000286102295,,2.1619999408721924,,,,,
2011-04-08,2.125,,2.174999952316284,,,,,
2011-04-11,2.1075000762939453,,2.1640000343322754,,,,,
2011-04-12,2.0975000858306885,,2.1510000228881836,,,,,
2011-04-13,2.130000114440918,,2.190000057220459,,,,,
2011-04-14,2.109999895095825,,2.1760001182556152,,,,,
2011-04-15,2.1024999618530273,,2.188999891281128,,,,,
2011-04-18,2.112499952316284,,2.187999963760376,,,,,
2011-04-19,2.0850000381469727,,2.140000104904175,,,,,
2011-04-20,2.0824999809265137,,2.132999897003174,,,,,
2011-04-21,2.0999999046325684,,2.1480000019073486,,,,,
2011-04-22,2.0850000381469727,,2.1419999599456787,,,,,
2011-04-25,2.047499895095825,,2.115999937057495,,,,,
2011-04-26,2.0350000858306885,,2.1089999675750732,,,,,
2011-04-27,2.0174999237060547,,2.1029999256134033,,,,,
2011-04-28,1.9774999618530273,,2.1080000400543213,,,,,
2011-04-29,2.005000114440918,,2.1029999256134033,,,,,
2011-05-03,2.0199999809265137,,2.1019999980926514,,,,,
2011-05-04,1.9674999713897705,,2.0420000553131104,,,,,
2011-05-05,1.9674999713897705,,2.0369999408721924,,,,,
2011-05-06,1.9700000286102295,,2.0250000953674316,,,,,
2011-05-09,1.9874999523162842,,2.0230000019073486,,,,,
2011-05-10,2.0,,2.0439999103546143,,,,,
2011-05-11,1.997499942779541,,2.0369999408721924,,,,,
2011-05-12,1.9774999618530273,,2.007999897003174,,,,,
2011-05-13,1.9900000095367432,,2.0309998989105225,,,,,
2011-05-16,1.9674999713897705,,2.005000114440918,,,,,
2011-05-17,1.9774999618530273,,2.0220000743865967,,,,,
2011-05-18,1.9924999475479126,,2.0409998893737793,,,,,
2011-05-19,1.9800000190734863,,2.0329999923706055,,,,,
2011-05-20,1.9824999570846558,,2.0390000343322754,,,,,
2011-05-23,1.909999966621399,,1.9809999465942383,,,,,
2011-05-24,1.9075000286102295,,1.9819999933242798,,,,,
2011-05-25,1.8925000429153442,,1.9609999656677246,,,,,
2011-05-26,1.877500057220459,,1.965000033378601,,,,,
2011-05-27,1.8624999523162842,,1.968000054359436,,,,,
2011-05-30,1.850000023841858,,1.9700000286102295,,,,,
2011-05-31,1.8849999904632568,,1.9980000257492065,,,,,
2011-06-01,1.8925000429153442,,1.9900000095367432,,,,,
2011-06-02,1.8624999523162842,,1.9509999752044678,,,,,
2011-06-03,1.8875000476837158,,1.965999960899353,,,,,
2011-06-07,1.902500033378601,,1.9730000495910645,,,,,
2011-06-08,1.909999966621399,,1.9709999561309814,,,,,
2011-06-09,1.8674999475479126,,1.9420000314712524,,,,,
2011-06-10,1.877500057220459,,1.9470000267028809,,,,,
2011-06-13,1.8674999475479126,,1.940999984741211,,,,,
2011-06-14,1.902500033378601,,1.965999960899353,,,,,
2011-06-15,1.877500057220459,,1.9529999494552612,,,,,
2011-06-16,1.850000023841858,,1.9299999475479126,,,,,
2011-06-17,1.8324999809265137,,1.9170000553131104,,,,,
2011-06-20,1.8174999952316284,,1.909000039100647,,,,,
2011-06-21,1.8424999713897705,,1.9249999523162842,,,,,
2011-06-22,1.8450000286102295,,1.9240000247955322,,,,,
2011-06-23,1.8899999856948853,,1.9559999704360962,,,,,
2011-06-24,1.9299999475479126,,2.000999927520752,,,,,
2011-06-27,1.934999942779541,,1.996999979019165,,,,,
2011-06-28,1.940000057220459,,1.996999979019165,,,,,
2011-06-29,1.9149999618530273,,1.9639999866485596,,,,,
2011-06-30,1.9474999904632568,,1.9980000257492065,,,,,
2011-07-01,1.962499976158142,,1.9950000047683716,,,,,
2011-07-04,2.009999990463257,,2.0480000972747803,,,,,
2011-07-05,2.005000114440918,,2.0390000343322754,,,,,
2011-07-06,2.009999990463257,,2.0260000228881836,,,,,
2011-07-07,2.009999990463257,,2.0179998874664307,,,,,
2011-07-08,2.015000104904175,,2.0269999504089355,,,,,
2011-07-11,2.015000104904175,,2.0209999084472656,,,,,
2011-07-12,1.9874999523162842,,1.9800000190734863,,,,,
2011-07-13,2.0225000381469727,,2.009000062942505,,,,,
2011-07-14,2.0225000381469727,,2.0160000324249268,,,,,
2011-07-15,2.0350000858306885,,2.0209999084472656,,,,,
2011-07-18,2.0274999141693115,,2.0139999389648438,,,,,
2011-07-19,2.009999990463257,,2.0,,,,,
2011-07-20,2.007499933242798,,1.9950000047683716,,,,,
2011-07-21,1.9874999523162842,,1.9730000495910645,,,,,
2011-07-22,1.9950000047683716,,1.9759999513626099,,,,,
2011-07-25,1.9249999523162842,,1.9229999780654907,,,,,
2011-07-26,1.9325000047683716,,1.9270000457763672,,,,,
2011-07-27,1.9574999809265137,,1.930999994277954,,,,,
2011-07-28,1.9474999904632568,,1.9129999876022339,,,,,
2011-07-29,1.9299999475479126,,1.9249999523162842,,,,,
2011-08-01,1.9424999952316284,,1.9259999990463257,,,,,
2011-08-02,1.9249999523162842,,1.909000039100647,,,,,
2011-08-03,1.9275000095367432,,1.906999945640564,,,,,
2011-08-04,1.9299999475479126,,1.9079999923706055,,,,,
2011-08-05,1.8975000381469727,,1.8680000305175781,,,,,
2011-08-08,1.8174999952316284,,1.809000015258789,,,,,
2011-08-09,1.8174999952316284,,1.8170000314712524,,,,,
2011-08-10,1.840000033378601,,1.8289999961853027,,,,,
2011-08-11,1.8700000047683716,,1.8539999723434448,,,,,
2011-08-12,1.872499942779541,,1.8480000495910645,,,,,
2011-08-15,1.899999976158142,,1.8890000581741333,,,,,
2011-08-16,1.8825000524520874,,1.875,,,,,
2011-08-17,1.875,,1.8680000305175781,,,,,
2011-08-18,1.837499976158142,,1.8350000381469727,,,,,
2011-08-19,1.8250000476837158,,1.8200000524520874,,,,,
2011-08-22,1.7949999570846558,,1.8029999732971191,,,,,
2011-08-23,1.8224999904632568,,1.8350000381469727,,,,,
2011-08-24,1.8174999952316284,,1.8209999799728394,,,,,
2011-08-25,1.8700000047683716,,1.8919999599456787,,,,,
2011-08-26,1.872499942779541,,1.8880000114440918,,,,,
2011-08-29,1.837499976158142,,1.8509999513626099,,,,,
2011-08-30,1.8300000429153442,,1.8459999561309814,,,,,
2011-08-31,1.840000033378601,,1.8550000190734863,,,,,
2011-09-01,1.8300000429153442,,1.8530000448226929,,,,,
2011-09-02,1.8049999475479126,,1.8339999914169312,,,,,
2011-09-05,1.7649999856948853,,1.8040000200271606,,,,,
2011-09-06,1.7400000095367432,,1.7949999570846558,,,,,
2011-09-07,1.774999976158142,,1.8270000219345093,,,,,
2011-09-08,1.7625000476837158,,1.815000057220459,,,,,
2011-09-09,1.7549999952316284,,1.8140000104904175,,,,,
2011-09-13,1.7324999570846558,,1.7970000505447388,,,,,
2011-09-14,1.7424999475479126,,1.7999999523162842,,,,,
2011-09-15,1.7450000047683716,,1.7929999828338623,,,,,
2011-09-16,1.7450000047683716,,1.7970000505447388,,,,,
2011-09-19,1.712499976158142,,1.7660000324249268,,,,,
2011-09-20,1.7174999713897705,,1.7730000019073486,,,,,
2011-09-21,1.7649999856948853,,1.8220000267028809,,,,,
2011-09-22,1.712499976158142,,1.7690000534057617,,,,,
2011-09-23,1.6974999904632568,,1.7549999952316284,,,,,
2011-09-26,1.6675000190734863,,1.7039999961853027,,,,,
2011-09-27,1.6825000047683716,,1.7269999980926514,,,,,
2011-09-28,1.6649999618530273,,1.7100000381469727,,,,,
2011-09-29,1.6449999809265137,,1.7070000171661377,,,,,
2011-09-30,1.6375000476837158,,1.7029999494552612,,,,,
2011-10-10,1.622499942779541,,1.6859999895095825,,,,,
2011-10-11,1.6074999570846558,,1.6890000104904175,,,,,
2011-10-12,1.6649999618530273,,1.7549999952316284,,,,,
2011-10-13,1.6749999523162842,,1.7599999904632568,,,,,
2011-10-14,1.6675000190734863,,1.7610000371932983,,,,,
2011-10-17,1.6799999475479126,,1.774999976158142,,,,,
2011-10-18,1.622499942779541,,1.7230000495910645,,,,,
2011-10-19,1.6124999523162842,,1.7239999771118164,,,,,
2011-10-20,1.5625,,1.687000036239624,,,,,
2011-10-21,1.5449999570846558,,1.6920000314712524,,,,,
2011-10-24,1.5850000381469727,,1.7430000305175781,,,,,
2011-10-25,1.625,,1.7680000066757202,,,,,
2011-10-26,1.6475000381469727,,1.7799999713897705,,,,,
2011-10-27,1.6475000381469727,,1.7869999408721924,,,,,
2011-10-28,1.690000057220459,,1.8240000009536743,,,,,
2011-10-31,1.6749999523162842,,1.8049999475479126,,,,,
2011-11-01,1.6725000143051147,,1.8109999895095825,,,,,
2011-11-02,1.7000000476837158,,1.843000054359436,,,,,
2011-11-03,1.7050000429153442,,1.8329999446868896,,,,,
2011-11-04,1.7174999713897705,,1.8480000495910645,,,,,
2011-11-07,1.7024999856948853,,1.8229999542236328,,,,,
2011-11-08,1.6974999904632568,,1.8259999752044678,,,,,
2011-11-09,1.7174999713897705,,1.8380000591278076,,,,,
2011-11-10,1.684999942779541,,1.7979999780654907,,,,,
2011-11-11,1.6775000095367432,,1.7949999570846558,,,,,
2011-11-14,1.7200000286102295,,1.8289999961853027,,,,,
2011-11-15,1.7100000381469727,,1.819000005722046,,,,,
2011-11-16,1.6699999570846558,,1.7690000534057617,,,,,
2011-11-17,1.6675000190734863,,1.7619999647140503,,,,,
2011-11-18,1.6200000047683716,,1.7350000143051147,,,,,
2011-11-21,1.625,,1.7350000143051147,,,,,
2011-11-22,1.6174999475479126,,1.7350000143051147,,,,,
2011-11-23,1.6124999523162842,,1.7170000076293945,,,,,
