净值日期,每万份收益,7日年化收益率（%）,申购状态,赎回状态,分红送配
2019-04-20,0.6826,2.5010%,限制大额申购,开放赎回,
2019-04-19,0.6679,2.5030%,限制大额申购,开放赎回,
2019-04-18,0.6777,2.5130%,限制大额申购,开放赎回,
2019-04-17,0.6652,2.5000%,限制大额申购,开放赎回,
2019-04-16,0.6961,2.5140%,限制大额申购,开放赎回,
2019-04-15,0.6614,2.5160%,限制大额申购,开放赎回,
2019-04-14,0.6860,2.5190%,限制大额申购,开放赎回,
2019-04-13,0.6871,2.5380%,限制大额申购,开放赎回,
2019-04-12,0.6873,2.5570%,限制大额申购,开放赎回,
2019-04-11,0.6530,2.5750%,限制大额申购,开放赎回,
2019-04-10,0.6916,2.6130%,限制大额申购,开放赎回,
2019-04-09,0.6995,2.6410%,限制大额申购,开放赎回,
2019-04-08,0.6673,2.6620%,限制大额申购,开放赎回,
2019-04-07,0.7217,2.6980%,限制大额申购,开放赎回,
2019-04-06,0.7217,2.7020%,限制大额申购,开放赎回,
2019-04-05,0.7217,2.7060%,限制大额申购,开放赎回,
2019-04-04,0.7227,2.6950%,限制大额申购,开放赎回,
2019-04-03,0.7442,2.6760%,限制大额申购,开放赎回,
2019-04-02,0.7398,2.6270%,限制大额申购,开放赎回,
2019-04-01,0.7338,2.5820%,限制大额申购,开放赎回,
2019-03-31,0.7296,2.6050%,限制大额申购,开放赎回,
2019-03-30,0.7297,2.6030%,限制大额申购,开放赎回,
2019-03-29,0.6998,2.6010%,限制大额申购,开放赎回,
2019-03-28,0.6883,2.5900%,限制大额申购,开放赎回,
2019-03-27,0.6513,2.5910%,限制大额申购,开放赎回,
2019-03-26,0.6571,2.6160%,限制大额申购,开放赎回,
2019-03-25,0.7757,2.6350%,限制大额申购,开放赎回,
2019-03-24,0.7266,2.6110%,限制大额申购,开放赎回,
2019-03-23,0.7267,2.6100%,限制大额申购,开放赎回,
2019-03-22,0.6778,2.6100%,限制大额申购,开放赎回,
2019-03-21,0.6911,2.6210%,限制大额申购,开放赎回,
2019-03-20,0.6975,2.6350%,限制大额申购,开放赎回,
2019-03-19,0.6933,2.6310%,限制大额申购,开放赎回,
2019-03-18,0.7295,2.6300%,限制大额申购,开放赎回,
2019-03-17,0.7259,2.6150%,限制大额申购,开放赎回,
2019-03-16,0.7260,2.6140%,限制大额申购,开放赎回,
2019-03-15,0.6981,2.6120%,限制大额申购,开放赎回,
2019-03-14,0.7173,2.6140%,限制大额申购,开放赎回,
2019-03-13,0.6897,2.6090%,限制大额申购,开放赎回,
2019-03-12,0.6926,2.6270%,限制大额申购,开放赎回,
2019-03-11,0.7008,2.6480%,限制大额申购,开放赎回,
2019-03-10,0.7237,2.6650%,限制大额申购,开放赎回,
2019-03-09,0.7237,2.6900%,限制大额申购,开放赎回,
2019-03-08,0.7015,2.7150%,限制大额申购,开放赎回,
2019-03-07,0.7071,2.7380%,限制大额申购,开放赎回,
2019-03-06,0.7230,2.7610%,限制大额申购,开放赎回,
2019-03-05,0.7322,2.7810%,限制大额申购,开放赎回,
2019-03-04,0.7330,2.7900%,限制大额申购,开放赎回,
2019-03-03,0.7704,2.7970%,限制大额申购,开放赎回,
2019-03-02,0.7704,2.7960%,限制大额申购,开放赎回,
2019-03-01,0.7444,2.7960%,限制大额申购,开放赎回,
2019-02-28,0.7500,2.8100%,限制大额申购,开放赎回,
2019-02-27,0.7598,2.8240%,限制大额申购,开放赎回,
2019-02-26,0.7503,2.8390%,限制大额申购,开放赎回,
2019-02-25,0.7447,2.8590%,限制大额申购,开放赎回,
2019-02-24,0.7696,2.8910%,限制大额申购,开放赎回,
2019-02-23,0.7698,2.9170%,限制大额申购,开放赎回,
2019-02-22,0.7711,2.9420%,限制大额申购,开放赎回,
2019-02-21,0.7761,2.9680%,限制大额申购,开放赎回,
2019-02-20,0.7873,2.9940%,限制大额申购,开放赎回,
2019-02-19,0.7871,3.0000%,限制大额申购,开放赎回,
2019-02-18,0.8047,3.0140%,限制大额申购,开放赎回,
2019-02-17,0.8174,3.0290%,限制大额申购,开放赎回,
2019-02-16,0.8175,3.0210%,限制大额申购,开放赎回,
2019-02-15,0.8185,3.0130%,限制大额申购,开放赎回,
2019-02-14,0.8259,3.0040%,限制大额申购,开放赎回,
2019-02-13,0.7979,2.9910%,限制大额申购,开放赎回,
2019-02-12,0.8134,2.9940%,限制大额申购,开放赎回,
2019-02-11,0.8325,2.9880%,限制大额申购,开放赎回,
2019-02-10,0.8021,2.9710%,限制大额申购,开放赎回,
2019-02-09,0.8022,2.9720%,限制大额申购,开放赎回,
2019-02-08,0.8022,2.9720%,限制大额申购,开放赎回,
2019-02-07,0.8023,2.9720%,限制大额申购,开放赎回,
2019-02-06,0.8023,2.9710%,限制大额申购,开放赎回,
2019-02-05,0.8024,2.9750%,限制大额申购,开放赎回,
2019-02-04,0.8024,2.9780%,限制大额申购,开放赎回,
2019-02-03,0.8025,2.9770%,限制大额申购,开放赎回,
2019-02-02,0.8025,2.9780%,限制大额申购,开放赎回,
2019-02-01,0.8032,2.9790%,限制大额申购,开放赎回,
2019-01-31,0.8000,2.9800%,限制大额申购,开放赎回,
2019-01-30,0.8086,2.9840%,限制大额申购,开放赎回,
2019-01-29,0.8088,2.9810%,限制大额申购,开放赎回,
2019-01-28,0.8013,2.9770%,限制大额申购,开放赎回,
2019-01-27,0.8041,2.9760%,限制大额申购,开放赎回,
2019-01-26,0.8041,2.9740%,限制大额申购,开放赎回,
2019-01-25,0.8049,2.9710%,限制大额申购,开放赎回,
2019-01-24,0.8072,2.9690%,限制大额申购,开放赎回,
2019-01-23,0.8035,2.9630%,限制大额申购,开放赎回,
2019-01-22,0.8013,2.9600%,限制大额申购,开放赎回,
2019-01-21,0.7998,2.9560%,限制大额申购,开放赎回,
2019-01-20,0.7996,2.9610%,限制大额申购,开放赎回,
2019-01-19,0.7996,2.9700%,限制大额申购,开放赎回,
2019-01-18,0.7997,2.9790%,限制大额申购,开放赎回,
2019-01-17,0.7960,2.9880%,限制大额申购,开放赎回,
2019-01-16,0.7989,3.0120%,限制大额申购,开放赎回,
2019-01-15,0.7932,3.0530%,限制大额申购,开放赎回,
2019-01-14,0.8087,3.0890%,限制大额申购,开放赎回,
2019-01-13,0.8167,3.1120%,限制大额申购,开放赎回,
2019-01-12,0.8167,3.1370%,限制大额申购,开放赎回,
2019-01-11,0.8166,3.1620%,限制大额申购,开放赎回,
2019-01-10,0.8413,3.1890%,限制大额申购,开放赎回,
2019-01-09,0.8744,3.2040%,限制大额申购,开放赎回,
2019-01-08,0.8612,3.1730%,限制大额申购,开放赎回,
2019-01-07,0.8505,3.1640%,限制大额申购,开放赎回,
2019-01-06,0.8634,3.1610%,限制大额申购,开放赎回,
2019-01-05,0.8634,3.1510%,限制大额申购,开放赎回,
2019-01-04,0.8660,3.1420%,限制大额申购,开放赎回,
2019-01-03,0.8693,3.1310%,限制大额申购,开放赎回,
2019-01-02,0.8169,3.0850%,限制大额申购,开放赎回,
2019-01-01,0.8450,3.0520%,限制大额申购,开放赎回,
2018-12-31,0.8451,3.0340%,限制大额申购,开放赎回,
2018-12-30,0.8451,3.0050%,限制大额申购,开放赎回,
2018-12-29,0.8452,2.9780%,限制大额申购,开放赎回,
2018-12-28,0.8453,2.9510%,限制大额申购,开放赎回,
2018-12-27,0.7847,2.9130%,限制大额申购,开放赎回,
2018-12-26,0.7562,2.9140%,限制大额申购,开放赎回,
2018-12-25,0.8100,2.9270%,限制大额申购,开放赎回,
2018-12-24,0.7920,2.8900%,限制大额申购,开放赎回,
2018-12-23,0.7947,2.8720%,限制大额申购,开放赎回,
2018-12-22,0.7947,2.8580%,限制大额申购,开放赎回,
2018-12-21,0.7752,2.8450%,限制大额申购,开放赎回,
2018-12-20,0.7863,2.8420%,限制大额申购,开放赎回,
2018-12-19,0.7799,2.8280%,限制大额申购,开放赎回,
2018-12-18,0.7407,2.8240%,限制大额申购,开放赎回,
2018-12-17,0.7585,2.8490%,限制大额申购,开放赎回,
2018-12-16,0.7699,2.8650%,限制大额申购,开放赎回,
2018-12-15,0.7699,2.8760%,限制大额申购,开放赎回,
2018-12-14,0.7691,2.8870%,限制大额申购,开放赎回,
2018-12-13,0.7600,2.8930%,限制大额申购,开放赎回,
2018-12-12,0.7728,2.9080%,限制大额申购,开放赎回,
2018-12-11,0.7879,2.9260%,限制大额申购,开放赎回,
2018-12-10,0.7876,2.9350%,限制大额申购,开放赎回,
2018-12-09,0.7905,2.9370%,限制大额申购,开放赎回,
2018-12-08,0.7906,2.9420%,限制大额申购,开放赎回,
2018-12-07,0.7802,2.9470%,限制大额申购,开放赎回,
2018-12-06,0.7878,2.9510%,限制大额申购,开放赎回,
2018-12-05,0.8058,2.9690%,限制大额申购,开放赎回,
2018-12-04,0.8056,2.9660%,限制大额申购,开放赎回,
2018-12-03,0.7911,2.9610%,限制大额申购,开放赎回,
2018-12-02,0.7995,2.9740%,限制大额申购,开放赎回,
2018-12-01,0.7995,2.9850%,限制大额申购,开放赎回,
2018-11-30,0.7884,2.9970%,限制大额申购,开放赎回,
2018-11-29,0.8216,3.0150%,限制大额申购,开放赎回,
2018-11-28,0.8004,3.0140%,限制大额申购,开放赎回,
2018-11-27,0.7966,3.0220%,限制大额申购,开放赎回,
2018-11-26,0.8140,3.0280%,限制大额申购,开放赎回,
2018-11-25,0.8205,3.0180%,限制大额申购,开放赎回,
2018-11-24,0.8216,3.0170%,限制大额申购,开放赎回,
2018-11-23,0.8214,3.0150%,限制大额申购,开放赎回,
2018-11-22,0.8197,3.0070%,限制大额申购,开放赎回,
2018-11-21,0.8154,3.0090%,限制大额申购,开放赎回,
2018-11-20,0.8093,3.0110%,限制大额申购,开放赎回,
2018-11-19,0.7941,3.0080%,限制大额申购,开放赎回,
2018-11-18,0.8186,3.0120%,限制大额申购,开放赎回,
2018-11-17,0.8187,3.0090%,限制大额申购,开放赎回,
2018-11-16,0.8072,3.0060%,限制大额申购,开放赎回,
2018-11-15,0.8229,3.0150%,限制大额申购,开放赎回,
2018-11-14,0.8188,3.0220%,限制大额申购,开放赎回,
2018-11-13,0.8032,3.0250%,限制大额申购,开放赎回,
2018-11-12,0.8014,3.0200%,限制大额申购,开放赎回,
2018-11-11,0.8131,3.0260%,限制大额申购,开放赎回,
2018-11-10,0.8132,3.0240%,限制大额申购,开放赎回,
2018-11-09,0.8241,3.0220%,限制大额申购,开放赎回,
2018-11-08,0.8367,3.0130%,限制大额申购,开放赎回,
2018-11-07,0.8232,2.9950%,限制大额申购,开放赎回,
2018-11-06,0.7955,2.9830%,限制大额申购,开放赎回,
2018-11-05,0.8110,3.0080%,限制大额申购,开放赎回,
2018-11-04,0.8094,2.9970%,限制大额申购,开放赎回,
2018-11-03,0.8094,2.9980%,限制大额申购,开放赎回,
2018-11-02,0.8089,2.9990%,限制大额申购,开放赎回,
2018-11-01,0.8023,2.9990%,限制大额申购,开放赎回,
2018-10-31,0.8015,3.0000%,限制大额申购,开放赎回,
2018-10-30,0.8422,2.9980%,限制大额申购,开放赎回,
2018-10-29,0.7900,2.9750%,限制大额申购,开放赎回,
2018-10-28,0.8110,2.9780%,限制大额申购,开放赎回,
2018-10-27,0.8111,2.9700%,限制大额申购,开放赎回,
2018-10-26,0.8098,2.9630%,限制大额申购,开放赎回,
2018-10-25,0.8031,2.9560%,限制大额申购,开放赎回,
2018-10-24,0.7976,2.9550%,限制大额申购,开放赎回,
2018-10-23,0.7991,2.9590%,限制大额申购,开放赎回,
2018-10-22,0.7968,2.9580%,限制大额申购,开放赎回,
2018-10-21,0.7965,2.9670%,限制大额申购,开放赎回,
2018-10-20,0.7966,2.9690%,限制大额申购,开放赎回,
2018-10-19,0.7976,2.9710%,限制大额申购,开放赎回,
2018-10-18,0.8011,2.9720%,限制大额申购,开放赎回,
2018-10-17,0.8041,2.9800%,限制大额申购,开放赎回,
2018-10-16,0.7985,2.9880%,限制大额申购,开放赎回,
2018-10-15,0.8125,3.0010%,限制大额申购,开放赎回,
2018-10-14,0.8003,3.0030%,限制大额申购,开放赎回,
2018-10-13,0.8008,3.0140%,限制大额申购,开放赎回,
2018-10-12,0.8001,3.0250%,限制大额申购,开放赎回,
2018-10-11,0.8153,3.0360%,限制大额申购,开放赎回,
2018-10-10,0.8196,3.0380%,限制大额申购,开放赎回,
2018-10-09,0.8215,3.0390%,限制大额申购,开放赎回,
2018-10-08,0.8177,3.0380%,限制大额申购,开放赎回,
2018-10-07,0.8204,3.0400%,限制大额申购,开放赎回,
2018-10-06,0.8204,3.0400%,限制大额申购,开放赎回,
2018-10-05,0.8205,3.0400%,限制大额申购,开放赎回,
2018-10-04,0.8205,3.0380%,限制大额申购,开放赎回,
2018-10-03,0.8206,3.0330%,限制大额申购,开放赎回,
2018-10-02,0.8206,3.0310%,限制大额申购,开放赎回,
2018-10-01,0.8206,3.0280%,限制大额申购,开放赎回,
2018-09-30,0.8207,3.0270%,限制大额申购,开放赎回,
2018-09-29,0.8207,3.0260%,限制大额申购,开放赎回,
2018-09-28,0.8159,3.0250%,限制大额申购,开放赎回,
2018-09-27,0.8117,3.0270%,限制大额申购,开放赎回,
2018-09-26,0.8166,3.0320%,限制大额申购,开放赎回,
2018-09-25,0.8144,3.0310%,限制大额申购,开放赎回,
2018-09-24,0.8192,3.0320%,限制大额申购,开放赎回,
2018-09-23,0.8192,3.0320%,限制大额申购,开放赎回,
2018-09-22,0.8193,3.0460%,限制大额申购,开放赎回,
2018-09-21,0.8182,3.0600%,限制大额申购,开放赎回,
2018-09-20,0.8208,3.0670%,限制大额申购,开放赎回,
2018-09-19,0.8152,3.0670%,限制大额申购,开放赎回,
2018-09-18,0.8171,3.0860%,限制大额申购,开放赎回,
2018-09-17,0.8182,3.0950%,限制大额申购,开放赎回,
2018-09-16,0.8459,3.1380%,限制大额申购,开放赎回,
2018-09-15,0.8460,3.1700%,限制大额申购,开放赎回,
2018-09-14,0.8311,3.2010%,限制大额申购,开放赎回,
2018-09-13,0.8201,3.2330%,限制大额申购,开放赎回,
2018-09-12,0.8499,3.2920%,限制大额申购,开放赎回,
2018-09-11,0.8348,3.3490%,限制大额申购,开放赎回,
2018-09-10,0.8983,3.4190%,限制大额申购,开放赎回,
2018-09-09,0.9044,3.4610%,限制大额申购,开放赎回,
2018-09-08,0.9044,3.4970%,限制大额申购,开放赎回,
2018-09-07,0.8900,3.5330%,限制大额申购,开放赎回,
2018-09-06,0.9300,3.5760%,限制大额申购,开放赎回,
2018-09-05,0.9568,3.5990%,限制大额申购,开放赎回,
2018-09-04,0.9634,3.6090%,限制大额申购,开放赎回,
2018-09-03,0.9766,3.6140%,限制大额申购,开放赎回,
2018-09-02,0.9707,3.6110%,限制大额申购,开放赎回,
2018-09-01,0.9708,3.6120%,限制大额申购,开放赎回,
2018-08-31,0.9699,3.6120%,限制大额申购,开放赎回,
2018-08-30,0.9732,3.6080%,限制大额申购,开放赎回,
2018-08-29,0.9750,3.6000%,限制大额申购,开放赎回,
2018-08-28,0.9730,3.5920%,限制大额申购,开放赎回,
2018-08-27,0.9707,3.5830%,限制大额申购,开放赎回,
2018-08-26,0.9719,3.5800%,限制大额申购,开放赎回,
2018-08-25,0.9719,3.5770%,限制大额申购,开放赎回,
2018-08-24,0.9625,3.5730%,限制大额申购,开放赎回,
2018-08-23,0.9582,3.5760%,限制大额申购,开放赎回,
2018-08-22,0.9599,3.5810%,限制大额申购,开放赎回,
2018-08-21,0.9557,3.5900%,限制大额申购,开放赎回,
2018-08-20,0.9666,3.5980%,限制大额申购,开放赎回,
2018-08-19,0.9654,3.6030%,限制大额申购,开放赎回,
2018-08-18,0.9655,3.6110%,限制大额申购,开放赎回,
2018-08-17,0.9666,3.6190%,限制大额申购,开放赎回,
2018-08-16,0.9689,3.6270%,限制大额申购,开放赎回,
2018-08-15,0.9751,3.6430%,限制大额申购,开放赎回,
2018-08-14,0.9704,3.6650%,限制大额申购,开放赎回,
2018-08-13,0.9766,3.6910%,限制大额申购,开放赎回,
2018-08-12,0.9801,3.7100%,限制大额申购,开放赎回,
2018-08-11,0.9801,3.7280%,限制大额申购,开放赎回,
2018-08-10,0.9810,3.7470%,限制大额申购,开放赎回,
2018-08-09,0.9990,3.7650%,限制大额申购,开放赎回,
2018-08-08,1.0167,3.7760%,限制大额申购,开放赎回,
2018-08-07,1.0188,3.7870%,限制大额申购,开放赎回,
2018-08-06,1.0111,3.7930%,限制大额申购,开放赎回,
2018-08-05,1.0140,3.7990%,限制大额申购,开放赎回,
2018-08-04,1.0141,3.7980%,限制大额申购,开放赎回,
2018-08-03,1.0142,3.7970%,限制大额申购,开放赎回,
2018-08-02,1.0204,3.7980%,限制大额申购,开放赎回,
2018-08-01,1.0358,3.7960%,限制大额申购,开放赎回,
2018-07-31,1.0296,3.7830%,限制大额申购,开放赎回,
2018-07-30,1.0235,3.7650%,限制大额申购,开放赎回,
2018-07-29,1.0120,3.7550%,限制大额申购,开放赎回,
2018-07-28,1.0120,3.7510%,限制大额申购,开放赎回,
2018-07-27,1.0168,3.7460%,限制大额申购,开放赎回,
2018-07-26,1.0153,3.7390%,限制大额申购,开放赎回,
2018-07-25,1.0132,3.7310%,限制大额申购,开放赎回,
2018-07-24,0.9964,3.7190%,限制大额申购,开放赎回,
2018-07-23,1.0043,3.7080%,限制大额申购,开放赎回,
2018-07-22,1.0038,3.6870%,限制大额申购,开放赎回,
2018-07-21,1.0039,3.6660%,限制大额申购,开放赎回,
2018-07-20,1.0042,3.6450%,限制大额申购,开放赎回,
2018-07-19,0.9993,3.6240%,限制大额申购,开放赎回,
2018-07-18,0.9905,3.6110%,限制大额申购,开放赎回,
2018-07-17,0.9776,3.6050%,限制大额申购,开放赎回,
2018-07-16,0.9648,3.6070%,限制大额申购,开放赎回,
2018-07-15,0.9647,3.6260%,限制大额申购,开放赎回,
2018-07-14,0.9648,3.6480%,限制大额申购,开放赎回,
2018-07-13,0.9661,3.6700%,限制大额申购,开放赎回,
2018-07-12,0.9752,3.6940%,限制大额申购,开放赎回,
2018-07-11,0.9798,3.7330%,限制大额申购,开放赎回,
2018-07-10,0.9814,3.7850%,限制大额申购,开放赎回,
2018-07-09,0.9983,3.8690%,限制大额申购,开放赎回,
2018-07-08,1.0060,3.9150%,限制大额申购,开放赎回,
2018-07-07,1.0061,3.9860%,限制大额申购,开放赎回,
2018-07-06,1.0101,4.0570%,限制大额申购,开放赎回,
2018-07-05,1.0473,4.1230%,限制大额申购,开放赎回,
2018-07-04,1.0764,4.1690%,限制大额申购,开放赎回,
2018-07-03,1.1371,4.1580%,限制大额申购,开放赎回,
2018-07-02,1.0817,4.1320%,限制大额申购,开放赎回,
2018-07-01,1.1369,4.1370%,限制大额申购,开放赎回,
2018-06-30,1.1370,4.1070%,限制大额申购,开放赎回,
2018-06-29,1.1329,4.0780%,限制大额申购,开放赎回,
2018-06-28,1.1315,4.0510%,限制大额申购,开放赎回,
2018-06-27,1.0565,4.0290%,限制大额申购,开放赎回,
2018-06-26,1.0884,4.0390%,限制大额申购,开放赎回,
2018-06-25,1.0910,4.0410%,限制大额申购,开放赎回,
2018-06-24,1.0826,4.0430%,限制大额申购,开放赎回,
2018-06-23,1.0827,4.0500%,限制大额申购,开放赎回,
2018-06-22,1.0840,4.0560%,限制大额申购,开放赎回,
2018-06-21,1.0896,4.0630%,限制大额申购,开放赎回,
2018-06-20,1.0759,4.0730%,限制大额申购,开放赎回,
2018-06-19,1.0927,4.0860%,限制大额申购,开放赎回,
2018-06-18,1.0942,4.0810%,限制大额申购,开放赎回,
2018-06-17,1.0945,4.0780%,限制大额申购,开放赎回,
2018-06-16,1.0946,4.0810%,限制大额申购,开放赎回,
2018-06-15,1.0968,4.0840%,限制大额申购,开放赎回,
2018-06-14,1.1077,4.0920%,限制大额申购,开放赎回,
2018-06-13,1.0999,4.0990%,限制大额申购,开放赎回,
2018-06-12,1.0841,4.1170%,限制大额申购,开放赎回,
2018-06-11,1.0883,4.1420%,限制大额申购,开放赎回,
2018-06-10,1.1005,4.1590%,限制大额申购,开放赎回,
2018-06-09,1.1006,4.1700%,限制大额申购,开放赎回,
2018-06-08,1.1114,4.1810%,限制大额申购,开放赎回,
2018-06-07,1.1197,4.1890%,限制大额申购,开放赎回,
2018-06-06,1.1337,4.1880%,限制大额申购,开放赎回,
2018-06-05,1.1295,4.1550%,限制大额申购,开放赎回,
2018-06-04,1.1206,4.1210%,限制大额申购,开放赎回,
2018-06-03,1.1208,4.0910%,限制大额申购,开放赎回,
2018-06-02,1.1209,4.0600%,限制大额申购,开放赎回,
2018-06-01,1.1256,4.0300%,限制大额申购,开放赎回,
2018-05-31,1.1175,3.9970%,限制大额申购,开放赎回,
2018-05-30,1.0730,3.9720%,限制大额申购,开放赎回,
2018-05-29,1.0659,3.9740%,限制大额申购,开放赎回,
2018-05-28,1.0663,3.9860%,限制大额申购,开放赎回,
2018-05-27,1.0642,3.9800%,限制大额申购,开放赎回,
2018-05-26,1.0643,3.9880%,限制大额申购,开放赎回,
2018-05-25,1.0648,4.0000%,限制大额申购,开放赎回,
2018-05-24,1.0715,4.0120%,限制大额申购,开放赎回,
2018-05-23,1.0770,4.0220%,限制大额申购,开放赎回,
2018-05-22,1.0874,4.0240%,限制大额申购,开放赎回,
2018-05-21,1.0570,4.0140%,限制大额申购,开放赎回,
2018-05-20,1.0779,4.0240%,限制大额申购,开放赎回,
2018-05-19,1.0858,4.0220%,限制大额申购,开放赎回,
2018-05-18,1.0886,4.0150%,限制大额申购,开放赎回,
2018-05-17,1.0884,4.0090%,限制大额申购,开放赎回,
2018-05-16,1.0820,4.0050%,限制大额申购,开放赎回,
2018-05-15,1.0692,4.0090%,限制大额申购,开放赎回,
2018-05-14,1.0742,4.0170%,限制大额申购,开放赎回,
2018-05-13,1.0738,4.0180%,限制大额申购,开放赎回,
2018-05-12,1.0739,4.0290%,限制大额申购,开放赎回,
2018-05-11,1.0766,4.0410%,限制大额申购,开放赎回,
2018-05-10,1.0821,4.0530%,限制大额申购,开放赎回,
2018-05-09,1.0898,4.0600%,限制大额申购,开放赎回,
2018-05-08,1.0823,4.0850%,限制大额申购,开放赎回,
2018-05-07,1.0760,4.1160%,限制大额申购,开放赎回,
2018-05-06,1.0956,4.1510%,限制大额申购,开放赎回,
2018-05-05,1.0957,4.1750%,限制大额申购,开放赎回,
2018-05-04,1.0987,4.1990%,限制大额申购,开放赎回,
2018-05-03,1.0949,4.2220%,限制大额申购,开放赎回,
2018-05-02,1.1357,4.2520%,限制大额申购,开放赎回,
2018-05-01,1.1399,4.2550%,限制大额申购,开放赎回,
2018-04-30,1.1399,4.2460%,限制大额申购,开放赎回,
2018-04-29,1.1400,4.2260%,限制大额申购,开放赎回,
2018-04-28,1.1401,4.2120%,限制大额申购,开放赎回,
2018-04-27,1.1402,4.1980%,限制大额申购,开放赎回,
2018-04-26,1.1505,4.1880%,限制大额申购,开放赎回,
2018-04-25,1.1411,4.1660%,限制大额申购,开放赎回,
2018-04-24,1.1237,4.1440%,限制大额申购,开放赎回,
2018-04-23,1.1026,4.1310%,限制大额申购,开放赎回,
2018-04-22,1.1146,4.1350%,限制大额申购,开放赎回,
2018-04-21,1.1147,4.1290%,限制大额申购,开放赎回,
2018-04-20,1.1206,4.1240%,限制大额申购,开放赎回,
2018-04-19,1.1111,4.1180%,限制大额申购,开放赎回,
2018-04-18,1.1011,4.1240%,限制大额申购,开放赎回,
2018-04-17,1.0987,4.1400%,限制大额申购,开放赎回,
2018-04-16,1.1096,4.1520%,限制大额申购,开放赎回,
2018-04-15,1.1046,4.1670%,限制大额申购,开放赎回,
2018-04-14,1.1047,4.1840%,限制大额申购,开放赎回,
2018-04-13,1.1100,4.2030%,限制大额申购,开放赎回,
2018-04-12,1.1219,4.2190%,限制大额申购,开放赎回,
2018-04-11,1.1300,4.2280%,限制大额申购,开放赎回,
2018-04-10,1.1207,4.2360%,限制大额申购,开放赎回,
2018-04-09,1.1379,4.2450%,限制大额申购,开放赎回,
2018-04-08,1.1360,4.2560%,限制大额申购,开放赎回,
2018-04-07,1.1392,4.2800%,限制大额申购,开放赎回,
2018-04-06,1.1393,4.3030%,限制大额申购,开放赎回,
2018-04-05,1.1394,4.3250%,限制大额申购,开放赎回,
2018-04-04,1.1436,4.3410%,限制大额申购,开放赎回,
2018-04-03,1.1380,4.3710%,限制大额申购,开放赎回,
2018-04-02,1.1580,4.3780%,限制大额申购,开放赎回,
2018-04-01,1.1806,4.3360%,限制大额申购,开放赎回,
2018-03-31,1.1807,4.3190%,限制大额申购,开放赎回,
2018-03-30,1.1807,4.3030%,限制大额申购,开放赎回,
2018-03-29,1.1685,4.2280%,限制大额申购,开放赎回,
2018-03-28,1.1982,4.1780%,限制大额申购,开放赎回,
2018-03-27,1.1520,4.1580%,限制大额申购,开放赎回,
2018-03-26,1.0799,4.1570%,限制大额申购,开放赎回,
2018-03-25,1.1505,4.1830%,限制大额申购,开放赎回,
2018-03-24,1.1506,4.1670%,限制大额申购,开放赎回,
2018-03-23,1.0426,4.1530%,限制大额申购,开放赎回,
2018-03-22,1.0769,4.2000%,限制大额申购,开放赎回,
2018-03-21,1.1615,4.2280%,限制大额申购,开放赎回,
2018-03-20,1.1499,4.2100%,限制大额申购,开放赎回,
2018-03-19,1.1278,4.1940%,限制大额申购,开放赎回,
2018-03-18,1.1213,4.1880%,限制大额申购,开放赎回,
2018-03-17,1.1244,4.1940%,限制大额申购,开放赎回,
2018-03-16,1.1280,4.2030%,限制大额申购,开放赎回,
2018-03-15,1.1299,4.2110%,限制大额申购,开放赎回,
2018-03-14,1.1285,4.2160%,限制大额申购,开放赎回,
2018-03-13,1.1194,4.2170%,限制大额申购,开放赎回,
2018-03-12,1.1168,4.2070%,限制大额申购,开放赎回,
2018-03-11,1.1325,4.2030%,限制大额申购,开放赎回,
2018-03-10,1.1403,4.1890%,限制大额申购,开放赎回,
2018-03-09,1.1432,4.1710%,限制大额申购,开放赎回,
2018-03-08,1.1399,4.1540%,限制大额申购,开放赎回,
2018-03-07,1.1292,4.1420%,限制大额申购,开放赎回,
2018-03-06,1.1020,4.1350%,限制大额申购,开放赎回,
2018-03-05,1.1085,4.1500%,限制大额申购,开放赎回,
2018-03-04,1.1071,4.1640%,限制大额申购,开放赎回,
2018-03-03,1.1072,4.1690%,限制大额申购,开放赎回,
2018-03-02,1.1112,4.1750%,限制大额申购,开放赎回,
2018-03-01,1.1190,4.1790%,限制大额申购,开放赎回,
2018-02-28,1.1158,4.1810%,限制大额申购,开放赎回,
2018-02-27,1.1292,4.1790%,限制大额申购,开放赎回,
2018-02-26,1.1345,4.1690%,限制大额申购,开放赎回,
2018-02-25,1.1174,4.1560%,限制大额申购,开放赎回,
2018-02-24,1.1175,4.1530%,限制大额申购,开放赎回,
2018-02-23,1.1188,4.1490%,限制大额申购,开放赎回,
2018-02-22,1.1231,4.1450%,限制大额申购,开放赎回,
2018-02-21,1.1109,4.1390%,限制大额申购,开放赎回,
2018-02-20,1.1110,4.1410%,限制大额申购,开放赎回,
2018-02-19,1.1111,4.1460%,限制大额申购,开放赎回,
2018-02-18,1.1112,4.1640%,限制大额申购,开放赎回,
2018-02-17,1.1112,4.1800%,限制大额申购,开放赎回,
2018-02-16,1.1113,4.1970%,限制大额申购,开放赎回,
2018-02-15,1.1112,4.2150%,限制大额申购,开放赎回,
2018-02-14,1.1159,4.2300%,限制大额申购,开放赎回,
2018-02-13,1.1202,4.2410%,限制大额申购,开放赎回,
2018-02-12,1.1427,4.2540%,限制大额申购,开放赎回,
2018-02-11,1.1422,4.2580%,限制大额申购,开放赎回,
2018-02-10,1.1423,4.2600%,限制大额申购,开放赎回,
2018-02-09,1.1432,4.2620%,限制大额申购,开放赎回,
