净值日期,每万份收益,7日年化收益率（%）,申购状态,赎回状态,分红送配
2024-04-28,0.4599,1.7050%,暂停申购,开放赎回,
2024-04-27,0.4599,1.7240%,暂停申购,开放赎回,
2024-04-26,0.4596,1.7440%,暂停申购,开放赎回,
2024-04-25,0.4469,1.7630%,暂停申购,开放赎回,
2024-04-24,0.4633,1.7890%,暂停申购,开放赎回,
2024-04-23,0.4590,1.8090%,暂停申购,开放赎回,
2024-04-22,0.4938,1.8290%,暂停申购,开放赎回,
2024-04-21,0.4965,1.8170%,暂停申购,开放赎回,
2024-04-20,0.4965,1.8190%,暂停申购,开放赎回,
2024-04-19,0.4963,1.8220%,暂停申购,开放赎回,
2024-04-18,0.4948,1.8240%,暂停申购,开放赎回,
2024-04-17,0.5006,1.8340%,暂停申购,开放赎回,
2024-04-16,0.4978,1.8430%,暂停申购,开放赎回,
2024-04-15,0.4706,1.8520%,暂停申购,开放赎回,
2024-04-14,0.5011,1.8680%,暂停申购,开放赎回,
2024-04-13,0.5011,1.8760%,暂停申购,开放赎回,
2024-04-12,0.5006,1.8840%,暂停申购,开放赎回,
2024-04-11,0.5138,1.8930%,暂停申购,开放赎回,
2024-04-10,0.5180,1.8940%,暂停申购,开放赎回,
2024-04-09,0.5139,1.9030%,暂停申购,开放赎回,
2024-04-08,0.5016,1.9060%,暂停申购,开放赎回,
2024-04-07,0.5163,1.9430%,暂停申购,开放赎回,
2024-04-06,0.5163,1.9450%,暂停申购,开放赎回,
2024-04-05,0.5163,1.9470%,暂停申购,开放赎回,
2024-04-04,0.5163,1.9510%,暂停申购,开放赎回,
2024-04-03,0.5344,1.9660%,暂停申购,开放赎回,
2024-04-02,0.5201,1.9480%,暂停申购,开放赎回,
2024-04-01,0.5708,1.9310%,暂停申购,开放赎回,
2024-03-31,0.5206,1.8990%,暂停申购,开放赎回,
2024-03-30,0.5206,1.8930%,暂停申购,开放赎回,
2024-03-29,0.5229,1.8870%,暂停申购,开放赎回,
2024-03-28,0.5449,1.8840%,暂停申购,开放赎回,
2024-03-27,0.4996,1.8650%,暂停申购,开放赎回,
2024-03-26,0.4896,1.8680%,暂停申购,开放赎回,
2024-03-25,0.5096,1.8770%,暂停申购,开放赎回,
2024-03-24,0.5096,1.8750%,暂停申购,开放赎回,
2024-03-23,0.5096,1.8750%,暂停申购,开放赎回,
2024-03-22,0.5176,1.8750%,暂停申购,开放赎回,
2024-03-21,0.5091,1.8700%,暂停申购,开放赎回,
2024-03-20,0.5046,1.8680%,暂停申购,开放赎回,
2024-03-19,0.5062,1.8750%,暂停申购,开放赎回,
2024-03-18,0.5065,1.8790%,暂停申购,开放赎回,
2024-03-17,0.5097,1.8860%,暂停申购,开放赎回,
2024-03-16,0.5097,1.8900%,暂停申购,开放赎回,
2024-03-15,0.5073,1.8940%,暂停申购,开放赎回,
2024-03-14,0.5058,1.9010%,暂停申购,开放赎回,
2024-03-13,0.5166,1.9080%,暂停申购,开放赎回,
2024-03-12,0.5142,1.9100%,暂停申购,开放赎回,
2024-03-11,0.5200,1.9100%,暂停申购,开放赎回,
2024-03-10,0.5177,1.9100%,暂停申购,开放赎回,
2024-03-09,0.5177,1.9140%,暂停申购,开放赎回,
2024-03-08,0.5196,1.9180%,暂停申购,开放赎回,
2024-03-07,0.5186,1.9240%,暂停申购,开放赎回,
2024-03-06,0.5214,1.9340%,暂停申购,开放赎回,
2024-03-05,0.5142,1.9480%,暂停申购,开放赎回,
2024-03-04,0.5203,1.9540%,暂停申购,开放赎回,
2024-03-03,0.5250,1.9570%,暂停申购,开放赎回,
2024-03-02,0.5250,1.9590%,暂停申购,开放赎回,
2024-03-01,0.5295,1.9610%,暂停申购,开放赎回,
2024-02-29,0.5389,1.9640%,暂停申购,开放赎回,
2024-02-28,0.5470,1.9600%,暂停申购,开放赎回,
2024-02-27,0.5249,1.9530%,暂停申购,开放赎回,
2024-02-26,0.5272,1.9580%,暂停申购,开放赎回,
2024-02-25,0.5287,1.9700%,暂停申购,开放赎回,
2024-02-24,0.5287,1.9820%,暂停申购,开放赎回,
2024-02-23,0.5350,1.9930%,暂停申购,开放赎回,
2024-02-22,0.5316,2.0010%,暂停申购,开放赎回,
2024-02-21,0.5328,2.0110%,暂停申购,开放赎回,
2024-02-20,0.5348,2.0200%,暂停申购,开放赎回,
2024-02-19,0.5504,2.0280%,暂停申购,开放赎回,
2024-02-18,0.5500,2.0280%,暂停申购,开放赎回,
2024-02-17,0.5500,2.0280%,暂停申购,开放赎回,
2024-02-16,0.5500,2.0280%,暂停申购,开放赎回,
2024-02-15,0.5500,2.0280%,暂停申购,开放赎回,
2024-02-14,0.5501,2.0390%,暂停申购,开放赎回,
2024-02-13,0.5501,2.0420%,暂停申购,开放赎回,
2024-02-12,0.5501,2.0400%,暂停申购,开放赎回,
2024-02-11,0.5501,2.0470%,暂停申购,开放赎回,
2024-02-10,0.5501,2.0540%,暂停申购,开放赎回,
2024-02-09,0.5501,2.0600%,暂停申购,开放赎回,
2024-02-08,0.5709,2.0670%,暂停申购,开放赎回,
2024-02-07,0.5548,2.0590%,暂停申购,开放赎回,
2024-02-06,0.5479,2.0670%,暂停申购,开放赎回,
2024-02-05,0.5620,2.0810%,暂停申购,开放赎回,
2024-02-04,0.5627,2.0120%,暂停申购,开放赎回,
2024-02-03,0.5627,2.0150%,暂停申购,开放赎回,
2024-02-02,0.5620,2.0180%,暂停申购,开放赎回,
2024-02-01,0.5570,2.0210%,暂停申购,开放赎回,
2024-01-31,0.5697,2.0100%,暂停申购,开放赎回,
2024-01-30,0.5736,2.0050%,暂停申购,开放赎回,
2024-01-29,0.4321,2.0010%,暂停申购,开放赎回,
2024-01-28,0.5684,2.0740%,暂停申购,开放赎回,
2024-01-27,0.5684,2.0750%,暂停申购,开放赎回,
2024-01-26,0.5679,2.0760%,暂停申购,开放赎回,
2024-01-25,0.5357,2.0770%,暂停申购,开放赎回,
2024-01-24,0.5604,2.1000%,暂停申购,开放赎回,
2024-01-23,0.5663,2.0960%,暂停申购,开放赎回,
2024-01-22,0.5704,2.0900%,暂停申购,开放赎回,
2024-01-21,0.5697,2.0860%,暂停申购,开放赎回,
2024-01-20,0.5697,2.0830%,暂停申购,开放赎回,
2024-01-19,0.5695,2.0790%,暂停申购,开放赎回,
2024-01-18,0.5796,2.0760%,暂停申购,开放赎回,
2024-01-17,0.5540,2.0680%,暂停申购,开放赎回,
2024-01-16,0.5546,2.0750%,暂停申购,开放赎回,
2024-01-15,0.5625,2.0810%,暂停申购,开放赎回,
2024-01-14,0.5634,2.0860%,暂停申购,开放赎回,
2024-01-13,0.5634,2.0950%,暂停申购,开放赎回,
2024-01-12,0.5636,2.1040%,暂停申购,开放赎回,
2024-01-11,0.5651,2.0970%,暂停申购,开放赎回,
2024-01-10,0.5667,2.1110%,暂停申购,开放赎回,
2024-01-09,0.5655,2.1080%,暂停申购,开放赎回,
2024-01-08,0.5709,2.1290%,暂停申购,开放赎回,
2024-01-07,0.5805,2.2350%,暂停申购,开放赎回,
2024-01-06,0.5805,2.3350%,暂停申购,开放赎回,
2024-01-05,0.5509,2.4350%,暂停申购,开放赎回,
2024-01-04,0.5909,2.4090%,暂停申购,开放赎回,
2024-01-03,0.5617,2.3990%,暂停申购,开放赎回,
2024-01-02,0.6052,2.3970%,暂停申购,开放赎回,
2024-01-01,0.7687,2.4050%,暂停申购,开放赎回,
2023-12-31,0.7682,2.2810%,暂停申购,开放赎回,
2023-12-30,0.7683,2.1720%,暂停申购,开放赎回,
2023-12-29,0.5029,2.0620%,暂停申购,开放赎回,
2023-12-28,0.5714,2.0600%,暂停申购,开放赎回,
2023-12-27,0.5575,2.0140%,暂停申购,开放赎回,
2023-12-26,0.6203,2.0180%,暂停申购,开放赎回,
2023-12-25,0.5375,1.9530%,暂停申购,开放赎回,
2023-12-24,0.5624,1.9600%,暂停申购,开放赎回,
2023-12-23,0.5625,1.9570%,暂停申购,开放赎回,
2023-12-22,0.4996,1.9530%,暂停申购,开放赎回,
2023-12-21,0.4838,1.9840%,暂停申购,开放赎回,
2023-12-20,0.5650,2.0120%,暂停申购,开放赎回,
2023-12-19,0.4984,1.9520%,暂停申购,开放赎回,
2023-12-18,0.5502,1.9540%,暂停申购,开放赎回,
2023-12-17,0.5567,1.9390%,暂停申购,开放赎回,
2023-12-16,0.5567,1.9160%,暂停申购,开放赎回,
2023-12-15,0.5562,1.8930%,暂停申购,开放赎回,
2023-12-14,0.5365,1.8630%,暂停申购,开放赎回,
2023-12-13,0.4521,1.8570%,暂停申购,开放赎回,
2023-12-12,0.5032,1.8820%,暂停申购,开放赎回,
2023-12-11,0.5212,1.8790%,暂停申购,开放赎回,
2023-12-10,0.5133,1.8690%,暂停申购,开放赎回,
2023-12-09,0.5133,1.9710%,暂停申购,开放赎回,
2023-12-08,0.5005,2.0740%,暂停申购,开放赎回,
2023-12-07,0.5255,2.0760%,暂停申购,开放赎回,
2023-12-06,0.4992,2.0800%,暂停申购,开放赎回,
2023-12-05,0.4967,2.0610%,暂停申购,开放赎回,
2023-12-04,0.5026,2.0740%,暂停申购,开放赎回,
2023-12-03,0.7061,2.0520%,暂停申购,开放赎回,
2023-12-02,0.7062,1.9640%,暂停申购,开放赎回,
2023-12-01,0.5041,1.8750%,暂停申购,开放赎回,
2023-11-30,0.5339,1.8870%,暂停申购,开放赎回,
2023-11-29,0.4626,1.8590%,暂停申购,开放赎回,
2023-11-28,0.5208,1.8770%,暂停申购,开放赎回,
2023-11-27,0.4626,1.8730%,暂停申购,开放赎回,
2023-11-26,0.5393,1.8900%,暂停申购,开放赎回,
2023-11-25,0.5393,1.8690%,暂停申购,开放赎回,
2023-11-24,0.5269,1.8490%,暂停申购,开放赎回,
2023-11-23,0.4815,1.8250%,暂停申购,开放赎回,
2023-11-22,0.4954,1.8340%,暂停申购,开放赎回,
2023-11-21,0.5133,1.8250%,暂停申购,开放赎回,
2023-11-20,0.4946,1.8020%,暂停申购,开放赎回,
2023-11-19,0.5013,1.7910%,暂停申购,开放赎回,
2023-11-18,0.5013,1.7710%,暂停申购,开放赎回,
2023-11-17,0.4817,1.7510%,暂停申购,开放赎回,
2023-11-16,0.4986,1.7340%,暂停申购,开放赎回,
2023-11-15,0.4778,1.7030%,暂停申购,开放赎回,
2023-11-14,0.4699,1.6860%,暂停申购,开放赎回,
2023-11-13,0.4733,1.6730%,暂停申购,开放赎回,
2023-11-12,0.4636,1.6700%,暂停申购,开放赎回,
2023-11-11,0.4636,1.7120%,暂停申购,开放赎回,
2023-11-10,0.4497,1.7550%,暂停申购,开放赎回,
2023-11-09,0.4402,1.8050%,暂停申购,开放赎回,
2023-11-08,0.4464,1.8550%,暂停申购,开放赎回,
2023-11-07,0.4444,1.8920%,暂停申购,开放赎回,
2023-11-06,0.4677,1.9410%,暂停申购,开放赎回,
2023-11-05,0.5443,1.9770%,暂停申购,开放赎回,
2023-11-04,0.5443,1.9770%,暂停申购,开放赎回,
2023-11-03,0.5438,1.9760%,暂停申购,开放赎回,
2023-11-02,0.5345,1.9480%,暂停申购,开放赎回,
2023-11-01,0.5156,1.9510%,暂停申购,开放赎回,
2023-10-31,0.5367,1.9610%,暂停申购,开放赎回,
2023-10-30,0.5357,1.9920%,暂停申购,开放赎回,
2023-10-29,0.5433,1.9990%,暂停申购,开放赎回,
2023-10-28,0.5434,2.0000%,暂停申购,开放赎回,
2023-10-27,0.4912,2.0010%,暂停申购,开放赎回,
2023-10-26,0.5397,2.0070%,暂停申购,开放赎回,
2023-10-25,0.5349,1.9710%,暂停申购,开放赎回,
2023-10-24,0.5942,1.9050%,暂停申购,开放赎回,
2023-10-23,0.5486,1.8280%,暂停申购,开放赎回,
2023-10-22,0.5452,1.7830%,暂停申购,开放赎回,
2023-10-21,0.5452,1.7400%,暂停申购,开放赎回,
2023-10-20,0.5032,1.6970%,暂停申购,开放赎回,
2023-10-19,0.4711,1.6770%,暂停申购,开放赎回,
2023-10-18,0.4115,1.6810%,暂停申购,开放赎回,
2023-10-17,0.4485,1.7260%,暂停申购,开放赎回,
2023-10-16,0.4638,1.7990%,暂停申购,开放赎回,
2023-10-15,0.4645,1.8380%,暂停申购,开放赎回,
2023-10-14,0.4645,1.9010%,暂停申购,开放赎回,
2023-10-13,0.4651,1.9630%,暂停申购,开放赎回,
2023-10-12,0.4794,2.0250%,暂停申购,开放赎回,
2023-10-11,0.4969,2.0800%,暂停申购,开放赎回,
2023-10-10,0.5861,2.1260%,暂停申购,开放赎回,
2023-10-09,0.5364,2.1240%,暂停申购,开放赎回,
2023-10-08,0.5823,2.1480%,暂停申购,开放赎回,
2023-10-07,0.5823,2.1480%,暂停申购,开放赎回,
2023-10-06,0.5823,2.1490%,暂停申购,开放赎回,
2023-10-05,0.5824,2.1490%,暂停申购,开放赎回,
2023-10-04,0.5824,2.1480%,暂停申购,开放赎回,
2023-10-03,0.5824,2.1300%,暂停申购,开放赎回,
2023-10-02,0.5824,2.0830%,暂停申购,开放赎回,
2023-10-01,0.5825,2.0320%,暂停申购,开放赎回,
2023-09-30,0.5825,1.9740%,暂停申购,开放赎回,
2023-09-29,0.5825,1.9160%,暂停申购,开放赎回,
2023-09-28,0.5814,1.8560%,暂停申购,开放赎回,
2023-09-27,0.5486,1.7920%,暂停申购,开放赎回,
2023-09-26,0.4939,1.7470%,暂停申购,开放赎回,
2023-09-25,0.4865,1.7250%,暂停申购,开放赎回,
2023-09-24,0.4732,1.7050%,暂停申购,开放赎回,
2023-09-23,0.4732,1.6850%,暂停申购,开放赎回,
2023-09-22,0.4709,1.6640%,暂停申购,开放赎回,
2023-09-21,0.4594,1.6440%,暂停申购,开放赎回,
2023-09-20,0.4646,1.6340%,暂停申购,开放赎回,
2023-09-19,0.4524,1.6130%,暂停申购,开放赎回,
2023-09-18,0.4491,1.6030%,暂停申购,开放赎回,
2023-09-17,0.4346,1.5980%,暂停申购,开放赎回,
2023-09-16,0.4346,1.6000%,暂停申购,开放赎回,
2023-09-15,0.4331,1.6020%,暂停申购,开放赎回,
2023-09-14,0.4396,1.6050%,限制大额申购,开放赎回,
2023-09-13,0.4251,1.5960%,限制大额申购,开放赎回,
2023-09-12,0.4338,1.6010%,限制大额申购,开放赎回,
2023-09-11,0.4392,1.6210%,限制大额申购,开放赎回,
2023-09-10,0.4383,1.6470%,限制大额申购,开放赎回,
2023-09-09,0.4383,1.6730%,限制大额申购,开放赎回,
2023-09-08,0.4403,1.6990%,限制大额申购,开放赎回,
2023-09-07,0.4224,1.7230%,限制大额申购,开放赎回,
2023-09-06,0.4338,1.7610%,限制大额申购,开放赎回,
2023-09-05,0.4724,1.7780%,限制大额申购,开放赎回,
2023-09-04,0.4867,1.7610%,限制大额申购,开放赎回,
2023-09-03,0.4873,1.7420%,限制大额申购,开放赎回,
2023-09-02,0.4873,1.7180%,限制大额申购,开放赎回,
2023-09-01,0.4861,1.6930%,限制大额申购,开放赎回,
2023-08-31,0.4947,1.6690%,限制大额申购,开放赎回,
2023-08-30,0.4657,1.6420%,限制大额申购,开放赎回,
2023-08-29,0.4408,1.6360%,限制大额申购,开放赎回,
2023-08-28,0.4511,1.6370%,限制大额申购,开放赎回,
2023-08-27,0.4408,1.6370%,限制大额申购,开放赎回,
2023-08-26,0.4408,1.6390%,限制大额申购,开放赎回,
2023-08-25,0.4400,1.6420%,限制大额申购,开放赎回,
2023-08-24,0.4441,1.6440%,限制大额申购,开放赎回,
2023-08-23,0.4542,1.6440%,限制大额申购,开放赎回,
2023-08-22,0.4429,1.6450%,限制大额申购,开放赎回,
2023-08-21,0.4521,1.6380%,限制大额申购,开放赎回,
2023-08-20,0.4447,1.6320%,限制大额申购,开放赎回,
2023-08-19,0.4447,1.6330%,限制大额申购,开放赎回,
2023-08-18,0.4443,1.6340%,限制大额申购,开放赎回,
2023-08-17,0.4438,1.6300%,限制大额申购,开放赎回,
2023-08-16,0.4574,1.6450%,限制大额申购,开放赎回,
2023-08-15,0.4289,1.6360%,限制大额申购,开放赎回,
2023-08-14,0.4418,1.6450%,限制大额申购,开放赎回,
2023-08-13,0.4462,1.6550%,限制大额申购,开放赎回,
2023-08-12,0.4462,1.6630%,限制大额申购,开放赎回,
2023-08-11,0.4363,1.6710%,限制大额申购,开放赎回,
2023-08-10,0.4726,1.6860%,限制大额申购,开放赎回,
2023-08-09,0.4407,1.6700%,限制大额申购,开放赎回,
2023-08-08,0.4452,1.6770%,限制大额申购,开放赎回,
2023-08-07,0.4602,1.6770%,限制大额申购,开放赎回,
2023-08-06,0.4613,1.6830%,限制大额申购,开放赎回,
2023-08-05,0.4613,1.6870%,限制大额申购,开放赎回,
2023-08-04,0.4655,1.6900%,限制大额申购,开放赎回,
2023-08-03,0.4431,1.6890%,限制大额申购,开放赎回,
2023-08-02,0.4525,1.7080%,限制大额申购,开放赎回,
2023-08-01,0.4449,1.7090%,限制大额申购,开放赎回,
2023-07-31,0.4731,1.7160%,限制大额申购,开放赎回,
2023-07-30,0.4677,1.7120%,限制大额申购,开放赎回,
2023-07-29,0.4677,1.7140%,限制大额申购,开放赎回,
2023-07-28,0.4635,1.7170%,限制大额申购,开放赎回,
2023-07-27,0.4794,1.7340%,限制大额申购,开放赎回,
2023-07-26,0.4540,1.7300%,限制大额申购,开放赎回,
2023-07-25,0.4574,1.7490%,限制大额申购,开放赎回,
2023-07-24,0.4650,1.7580%,限制大额申购,开放赎回,
2023-07-23,0.4729,1.7580%,限制大额申购,开放赎回,
2023-07-22,0.4729,1.7510%,限制大额申购,开放赎回,
2023-07-21,0.4960,1.7440%,限制大额申购,开放赎回,
2023-07-20,0.4710,1.7250%,限制大额申购,开放赎回,
2023-07-19,0.4909,1.7230%,限制大额申购,开放赎回,
2023-07-18,0.4745,1.7160%,限制大额申购,开放赎回,
2023-07-17,0.4647,1.7190%,限制大额申购,开放赎回,
2023-07-16,0.4591,1.7300%,限制大额申购,开放赎回,
2023-07-15,0.4591,1.7460%,限制大额申购,开放赎回,
2023-07-14,0.4606,1.7610%,限制大额申购,开放赎回,
2023-07-13,0.4680,1.7780%,限制大额申购,开放赎回,
2023-07-12,0.4771,1.8270%,限制大额申购,开放赎回,
2023-07-11,0.4805,1.8700%,限制大额申购,开放赎回,
2023-07-10,0.4844,1.9430%,限制大额申购,开放赎回,
2023-07-09,0.4891,2.0590%,限制大额申购,开放赎回,
2023-07-08,0.4891,2.1500%,限制大额申购,开放赎回,
2023-07-07,0.4919,2.2400%,限制大额申购,开放赎回,
2023-07-06,0.5598,2.3270%,限制大额申购,开放赎回,
2023-07-05,0.5586,2.3530%,限制大额申购,开放赎回,
2023-07-04,0.6170,2.3540%,限制大额申购,开放赎回,
2023-07-03,0.7041,2.3260%,限制大额申购,开放赎回,
2023-07-02,0.6584,2.1990%,限制大额申购,开放赎回,
2023-07-01,0.6584,2.1070%,限制大额申购,开放赎回,
2023-06-30,0.6546,2.0140%,限制大额申购,开放赎回,
2023-06-29,0.6087,1.9230%,限制大额申购,开放赎回,
2023-06-28,0.5618,1.8570%,限制大额申购,开放赎回,
2023-06-27,0.5642,1.8190%,限制大额申购,开放赎回,
2023-06-26,0.4663,1.7720%,限制大额申购,开放赎回,
2023-06-25,0.4843,1.7720%,限制大额申购,开放赎回,
2023-06-24,0.4843,1.7670%,限制大额申购,开放赎回,
2023-06-23,0.4843,1.7620%,限制大额申购,开放赎回,
2023-06-22,0.4843,1.7520%,限制大额申购,开放赎回,
2023-06-21,0.4900,1.7590%,限制大额申购,开放赎回,
2023-06-20,0.4757,1.7630%,限制大额申购,开放赎回,
2023-06-19,0.4660,1.7700%,限制大额申购,开放赎回,
2023-06-18,0.4743,1.7930%,限制大额申购,开放赎回,
2023-06-17,0.4743,1.8180%,限制大额申购,开放赎回,
2023-06-16,0.4673,1.8430%,限制大额申购,开放赎回,
2023-06-15,0.4967,1.8650%,限制大额申购,开放赎回,
2023-06-14,0.4976,1.8650%,限制大额申购,开放赎回,
2023-06-13,0.4880,1.8760%,限制大额申购,开放赎回,
2023-06-12,0.5108,1.8880%,限制大额申购,开放赎回,
2023-06-11,0.5210,1.8950%,限制大额申购,开放赎回,
2023-06-10,0.5211,1.8960%,限制大额申购,开放赎回,
2023-06-09,0.5081,1.8970%,限制大额申购,开放赎回,
2023-06-08,0.4980,1.9010%,限制大额申购,开放赎回,
2023-06-07,0.5184,1.9070%,限制大额申购,开放赎回,
2023-06-06,0.5091,1.9110%,限制大额申购,开放赎回,
2023-06-05,0.5244,1.9190%,限制大额申购,开放赎回,
2023-06-04,0.5232,1.9170%,限制大额申购,开放赎回,
2023-06-03,0.5232,1.9150%,限制大额申购,开放赎回,
2023-06-02,0.5147,1.9130%,限制大额申购,开放赎回,
2023-06-01,0.5090,1.9050%,限制大额申购,开放赎回,
2023-05-31,0.5273,1.9140%,限制大额申购,开放赎回,
2023-05-30,0.5234,1.9110%,限制大额申购,开放赎回,
2023-05-29,0.5214,1.9220%,限制大额申购,开放赎回,
2023-05-28,0.5191,1.9230%,限制大额申购,开放赎回,
2023-05-27,0.5191,1.9210%,限制大额申购,开放赎回,
2023-05-26,0.5001,1.9190%,限制大额申购,开放赎回,
2023-05-25,0.5257,1.9150%,限制大额申购,开放赎回,
2023-05-24,0.5219,1.9100%,限制大额申购,开放赎回,
2023-05-23,0.5437,1.9060%,限制大额申购,开放赎回,
2023-05-22,0.5240,1.8910%,限制大额申购,开放赎回,
2023-05-21,0.5148,1.8820%,限制大额申购,开放赎回,
2023-05-20,0.5148,1.8980%,限制大额申购,开放赎回,
2023-05-19,0.4939,1.9130%,限制大额申购,开放赎回,
2023-05-18,0.5156,1.9390%,限制大额申购,开放赎回,
2023-05-17,0.5133,1.9750%,限制大额申购,开放赎回,
2023-05-16,0.5171,1.9950%,限制大额申购,开放赎回,
2023-05-15,0.5066,1.9970%,限制大额申购,开放赎回,
2023-05-14,0.5438,2.0100%,限制大额申购,开放赎回,
2023-05-13,0.5439,1.9950%,限制大额申购,开放赎回,
2023-05-12,0.5426,1.9800%,限制大额申购,开放赎回,
2023-05-11,0.5836,1.9650%,限制大额申购,开放赎回,
2023-05-10,0.5517,1.9410%,限制大额申购,开放赎回,
2023-05-09,0.5207,1.9320%,限制大额申购,开放赎回,
2023-05-08,0.5307,1.9390%,限制大额申购,开放赎回,
2023-05-07,0.5154,1.9410%,限制大额申购,开放赎回,
2023-05-06,0.5154,1.9500%,限制大额申购,开放赎回,
2023-05-05,0.5152,1.9600%,限制大额申购,开放赎回,
2023-05-04,0.5384,2.0280%,限制大额申购,开放赎回,
2023-05-03,0.5339,2.0040%,限制大额申购,开放赎回,
2023-05-02,0.5339,2.0030%,限制大额申购,开放赎回,
2023-05-01,0.5339,2.0040%,限制大额申购,开放赎回,
2023-04-30,0.5339,1.9710%,限制大额申购,开放赎回,
2023-04-29,0.5340,1.9580%,限制大额申购,开放赎回,
2023-04-28,0.6431,1.9460%,限制大额申购,开放赎回,
2023-04-27,0.4931,1.9370%,限制大额申购,开放赎回,
2023-04-26,0.5325,1.9470%,限制大额申购,开放赎回,
2023-04-25,0.5345,1.9350%,限制大额申购,开放赎回,
2023-04-24,0.4714,1.9270%,限制大额申购,开放赎回,
2023-04-23,0.5111,1.9530%,限制大额申购,开放赎回,
2023-04-22,0.5112,1.9510%,限制大额申购,开放赎回,
2023-04-21,0.6257,1.9500%,限制大额申购,开放赎回,
2023-04-20,0.5121,1.9430%,限制大额申购,开放赎回,
2023-04-19,0.5104,1.9610%,限制大额申购,开放赎回,
2023-04-18,0.5188,1.9590%,限制大额申购,开放赎回,
2023-04-17,0.5198,1.9660%,限制大额申购,开放赎回,
2023-04-16,0.5082,1.9760%,限制大额申购,开放赎回,
2023-04-15,0.5083,1.9950%,限制大额申购,开放赎回,
2023-04-14,0.6126,2.0140%,限制大额申购,开放赎回,
2023-04-13,0.5458,1.9780%,限制大额申购,开放赎回,
2023-04-12,0.5072,2.0230%,限制大额申购,开放赎回,
2023-04-11,0.5326,2.0920%,限制大额申购,开放赎回,
2023-04-10,0.5375,2.1580%,限制大额申购,开放赎回,
2023-04-09,0.5444,2.1690%,限制大额申购,开放赎回,
2023-04-08,0.5444,2.2310%,限制大额申购,开放赎回,
2023-04-07,0.5446,2.2920%,限制大额申购,开放赎回,
2023-04-06,0.6306,2.3540%,限制大额申购,开放赎回,
2023-04-05,0.6369,2.3740%,限制大额申购,开放赎回,
2023-04-04,0.6572,2.3630%,限制大额申购,开放赎回,
2023-04-03,0.5568,2.3460%,限制大额申购,开放赎回,
2023-04-02,0.6604,2.3490%,限制大额申购,开放赎回,
2023-04-01,0.6604,2.2880%,限制大额申购,开放赎回,
2023-03-31,0.6597,2.2270%,限制大额申购,开放赎回,
2023-03-30,0.6680,2.1980%,限制大额申购,开放赎回,
2023-03-29,0.6161,2.0940%,限制大额申购,开放赎回,
2023-03-28,0.6262,2.0320%,限制大额申购,开放赎回,
2023-03-27,0.5631,1.9720%,限制大额申购,开放赎回,
2023-03-26,0.5456,1.9420%,限制大额申购,开放赎回,
2023-03-25,0.5457,1.9270%,限制大额申购,开放赎回,
2023-03-24,0.6044,1.9120%,限制大额申购,开放赎回,
2023-03-23,0.4735,1.8650%,限制大额申购,开放赎回,
2023-03-22,0.4991,1.8890%,限制大额申购,开放赎回,
2023-03-21,0.5139,1.8900%,限制大额申购,开放赎回,
2023-03-20,0.5074,1.8800%,限制大额申购,开放赎回,
2023-03-19,0.5168,1.8670%,限制大额申购,开放赎回,
2023-03-18,0.5168,1.8430%,限制大额申购,开放赎回,
2023-03-17,0.5161,1.8190%,限制大额申购,开放赎回,
2023-03-16,0.5189,1.7980%,限制大额申购,开放赎回,
2023-03-15,0.5016,1.7770%,限制大额申购,开放赎回,
2023-03-14,0.4938,1.7700%,限制大额申购,开放赎回,
2023-03-13,0.4843,1.7820%,限制大额申购,开放赎回,
2023-03-12,0.4711,1.8260%,限制大额申购,开放赎回,
2023-03-11,0.4711,1.8600%,限制大额申购,开放赎回,
2023-03-10,0.4764,1.8930%,限制大额申购,开放赎回,
2023-03-09,0.4800,1.9090%,限制大额申购,开放赎回,
2023-03-08,0.4885,1.9020%,限制大额申购,开放赎回,
2023-03-07,0.5157,1.9170%,限制大额申购,开放赎回,
2023-03-06,0.5672,1.9470%,限制大额申购,开放赎回,
2023-03-05,0.5348,1.9350%,限制大额申购,开放赎回,
2023-03-04,0.5348,1.9180%,限制大额申购,开放赎回,
2023-03-03,0.5064,1.9000%,限制大额申购,开放赎回,
2023-03-02,0.4665,1.8970%,限制大额申购,开放赎回,
2023-03-01,0.5162,1.9410%,限制大额申购,开放赎回,
2023-02-28,0.5721,1.9410%,限制大额申购,开放赎回,
2023-02-27,0.5448,1.9040%,限制大额申购,开放赎回,
2023-02-26,0.5022,1.8960%,限制大额申购,开放赎回,
2023-02-25,0.5022,1.9140%,限制大额申购,开放赎回,
2023-02-24,0.5001,1.9310%,限制大额申购,开放赎回,
2023-02-23,0.5499,1.9510%,限制大额申购,开放赎回,
2023-02-22,0.5154,1.9280%,限制大额申购,开放赎回,
2023-02-21,0.5031,1.9240%,限制大额申购,开放赎回,
2023-02-20,0.5289,1.9380%,限制大额申购,开放赎回,
2023-02-19,0.5357,1.9230%,限制大额申购,开放赎回,
2023-02-18,0.5358,1.9120%,限制大额申购,开放赎回,
2023-02-17,0.5362,1.9010%,限制大额申购,开放赎回,
2023-02-16,0.5065,1.8980%,限制大额申购,开放赎回,
2023-02-15,0.5081,1.9020%,限制大额申购,开放赎回,
2023-02-14,0.5292,1.8930%,限制大额申购,开放赎回,
2023-02-13,0.5013,1.8680%,限制大额申购,开放赎回,
2023-02-12,0.5153,1.8840%,限制大额申购,开放赎回,
2023-02-11,0.5153,1.8840%,限制大额申购,开放赎回,
