净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配,return,annual_return,CAGR,purchase_comments,purchase_days,purchase_days_2,redeem_comments,redeem_days,redeem_days_2,net_return,industry_peers,positive_comp,negative_comp,benchmark_name,benchmark_name_2,index_peers,comp_1,excess_return,rolling_mean,comp_mean,rolling_SR,excess_SR,drawdown_duration,drawdown_amount,underwater,alpha,beta,Upside_Capture_mean,Downside_Capture_mean,Upside_Capture,Downside_Capture,vol,excess_vol,comp_vol
2023-05-12,1.9586,2.2283,-0.30%,开放申购,开放赎回,,-0.002596123718723531,0.007824513794663757,0.0,0,0,0,0,0,0,-0.002640123718723531,0,0,0,0,0,0,2.851999998092652,0.010894029824983775,3.257799070365985e-05,3.057580005645752,0.01946172682385726,0.009929859353366571,0,0.0,-2.138779095301072,-0.0002974729212878907,5.809242941148207,4.6,17.26,6.7,17.13,0.026520594663986957,0.171883593518877,0.19246226923621212
2023-05-15,1.9628,2.2325,0.21%,开放申购,开放赎回,,0.0018848449490642682,0.013851044504993748,0.0,0,0,0,0,0,0,0.0018408449490642683,0,0,0,0,0,0,2.907999992370605,-0.017750496676252947,5.639959573736597e-05,3.0573720054626463,0.03402305848676842,-0.004088529597014421,0,0.0,-1.954325867369583,-0.0002652263418998998,5.801870908234942,4.6,17.26,6.7,17.4,0.026262917803558213,0.1716125668671194,0.1933662806545947
2023-05-16,1.9608,2.2305,-0.10%,开放申购,开放赎回,,-0.0008958566629337916,0.014786169244768832,0.0,0,0,0,0,0,0,-0.0009398566629337916,0,0,0,0,0,0,2.888999938964844,0.005637861856876758,6.008229079316951e-05,3.0573760051727294,0.036313545218990474,-0.005303971865077897,0,0.0,-2.04216073781314,-0.0002286469251250265,5.823071810009024,4.6,17.26,6.61,17.07,0.026213086930151522,0.17147189303988056,0.19193211783120886
2023-05-17,1.961,2.2307,0.01%,开放申购,开放赎回,,8.966599417159493e-05,0.013033605812895921,0.0,0,0,0,0,0,0,4.5665994171594926e-05,0,0,0,0,0,0,2.881999969482422,0.0025126392133855147,5.316160991089358e-05,3.0574760046005247,0.03220391167481756,-0.0002621689168314379,0,0.0,-2.0333772507688037,-0.00023341260898720627,5.824791071827952,4.6,17.26,6.61,16.99,0.02615350096103414,0.17112972243717728,0.1916419274686248
2023-05-18,1.9623,2.232,0.07%,开放申购,开放赎回,,0.0005827767068633527,0.01178603807796974,0.0,0,0,0,0,0,0,0.0005387767068633527,0,0,0,0,0,0,2.86299991607666,0.007175439304695996,4.8226595030808285e-05,3.0573520040512085,0.029275386305941214,0.009188728557808943,0,0.0,-1.9762845849804818,-0.00025431524875455295,5.817946870511641,4.6,17.26,6.64,16.96,0.026099026048585713,0.17029723637956803,0.19132320879344933
2023-05-19,1.962,2.2317,-0.02%,开放申购,开放赎回,,-0.00013440860215063744,0.01165004533091607,0.0,0,0,0,0,0,0,-0.00017840860215063745,0,0,0,0,0,0,2.868000030517578,-0.001880868465051977,4.768896062220573e-05,3.057016004562378,0.02894836121091027,0.007858340992053592,0,0.0,-1.9894598155470251,-0.00033085391175547666,5.784933170929424,4.6,17.26,6.74,16.83,0.026099621502243087,0.17030113918576514,0.19027376418635386
2023-05-22,1.9643,2.234,0.12%,开放申购,开放赎回,,0.0010306044719272656,0.01085972850678707,0.0,0,0,0,0,0,0,0.0009866044719272656,0,0,0,0,0,0,2.885999917984009,-0.005245506851259352,4.4558432000394884e-05,3.0567720041275024,0.027091082493798126,0.007123578965069006,0,0.0,-1.8884497145369248,-0.0003138739070098623,5.7840699487535385,4.6,17.26,6.71,16.84,0.026058167784972035,0.1703515270212561,0.1903712553309772
2023-05-23,1.9606,2.2303,-0.19%,开放申购,开放赎回,,-0.0016562220232765323,0.009642372114077924,0.0,0,0,0,0,0,0,-0.0017002220232765323,0,0,0,0,0,0,2.8540000915527344,0.00943172923821467,3.974349865841997e-05,3.0563400049209593,0.024116630457652985,0.0076574685725762275,0,0.0,-2.050944224857515,-0.0002915657760682066,5.798281332742795,4.6,17.26,6.66,16.84,0.02610897378963605,0.17042496110411567,0.19062321455794262
2023-05-24,1.9561,2.2258,-0.23%,开放申购,开放赎回,,-0.002017665784872058,0.005784003615001643,0.0,0,0,0,0,0,0,-0.0020616657848720583,0,0,0,0,0,0,2.825000047683716,0.008143526555258851,2.44297390952104e-05,3.055892004966736,0.014812818877864429,0.016261380062694477,0,0.0,-2.2485726833555475,-0.0002741279270262755,5.797255146666391,4.6,17.26,6.66,16.98,0.026128919529550224,0.1699506513190211,0.19070677898207478
2023-05-25,1.9541,2.2238,-0.10%,开放申购,开放赎回,,-0.0008985533291400172,0.004426377597109621,0.0,0,0,0,0,0,0,-0.0009425533291400172,0,0,0,0,0,0,2.819000005722046,0.0012253552940083567,1.9028024648962028e-05,3.0552240047454835,0.011531912101793043,0.015304228717639971,0,0.0,-2.3364075537991047,-0.0002922548580418387,5.774849220239012,4.6,17.26,6.73,17.16,0.02614163322002327,0.16991498622521237,0.18997256508977498
2023-05-26,1.9552,2.2249,0.06%,开放申购,开放赎回,,0.0004946487993522375,0.004923215898825717,0.0,0,0,0,0,0,0,0.0004506487993522375,0,0,0,0,0,0,2.815000057220459,0.001913573415694092,2.1006619846370976e-05,3.0545800046920775,0.01272893488309054,0.016896175099496015,0,0.0,-2.288098375055158,-0.00025599796770306806,5.7739254998731635,4.6,17.26,6.73,17.34,0.026145951213637563,0.1699051065093652,0.1899498241247582
2023-05-29,1.9551,2.2248,-0.01%,开放申购,开放赎回,,-4.4945840262378134e-05,0.000809716599191157,0.0,0,0,0,0,0,0,-8.894584026237815e-05,0,0,0,0,0,0,2.775000095367432,0.014164631793822324,4.5666738836960265e-06,3.05374800491333,0.0028011472814129528,0.028200543386081366,0,0.0,-2.292490118577326,-0.00028255569743038155,5.771211030301114,4.6,17.26,6.75,17.26,0.025828809534027802,0.16969362450817527,0.19045206169584228
2023-05-30,1.9551,2.2248,0.00%,开放申购,开放赎回,,0.0,0.0017109410175586426,0.0,0,0,0,0,0,0,-4.4000000000000006e-05,0,0,0,0,0,0,2.7780001163482666,-0.0010810886045888868,8.16541432454132e-06,3.0526880054473877,0.005011671613591325,0.024723438677756917,0,0.0,-2.292490118577326,-0.00032523230580666597,5.790951837927395,4.6,17.26,6.73,17.16,0.025812849843396546,0.16950882485063629,0.18936001604465533
2023-05-31,1.9517,2.2214,-0.17%,开放申购,开放赎回,,-0.001528227256382575,0.00424954792043386,0.0,0,0,0,0,0,0,-0.001572227256382575,0,0,0,0,0,0,2.75600004196167,0.006391165639653806,1.8261420202207557e-05,3.0516520051956175,0.011329730576745503,0.01909916329011239,0,0.0,-2.4418093983313924,-0.00030481971518515124,5.785919037874451,4.6,17.26,6.72,17.12,0.025536143054694198,0.16823654549559766,0.18930379429207422
2023-06-01,1.9532,2.2229,0.08%,开放申购,开放赎回,,0.0006752498424418274,0.002661253946773856,0.0,0,0,0,0,0,0,0.0006312498424418274,0,0,0,0,0,0,2.7730000019073486,-0.005493095472088205,1.1920828251902993e-05,3.0509960050582885,0.007422270343746621,0.017194832874274247,0,0.0,-2.375933245498715,-0.0002910783028687177,5.769709110016828,4.6,17.26,6.72,16.93,0.025445441892092743,0.1683317012215704,0.18766074888526843
2023-06-02,1.9574,2.2271,0.22%,开放申购,开放赎回,,0.001889423725763617,0.0027465105808186507,0.0,0,0,0,0,0,0,0.001845423725763617,0,0,0,0,0,0,2.822000026702881,-0.015780978279944513,1.2261563299297063e-05,3.050504005432129,0.007632572781780776,0.01192803598738942,0,0.0,-2.1914800175672258,-0.00024096460565395898,5.80730539116472,4.6,17.26,6.59,16.93,0.02545160797763333,0.16907444535084584,0.188484763184096
2023-06-05,1.9574,2.2271,0.00%,开放申购,开放赎回,,0.0,0.0022952295229501374,0.0,0,0,0,0,0,0,-4.4000000000000006e-05,0,0,0,0,0,0,2.799000024795532,0.008150248649792302,1.0460572754497743e-05,3.0498760051727296,0.006512464506606357,0.014417955574149578,0,0.0,-2.1914800175672258,-0.00018745745743219068,5.845550587572604,4.6,17.26,6.47,16.93,0.025447810971469486,0.16925961681031612,0.18861663608871276
2023-06-06,1.9546,2.2243,-0.14%,开放申购,开放赎回,,-0.001257240357415479,0.000584795321638687,0.0,0,0,0,0,0,0,-0.0013012403574154789,0,0,0,0,0,0,2.760999917984009,0.01231907492478923,3.6314313068341876e-06,3.0491080045700074,0.0022583757026187604,0.02329447470175621,0,0.0,-2.314448836188225,-0.00020556957873954992,5.848038763648434,4.6,17.26,6.47,16.94,0.025475456548107525,0.16929576603485108,0.18909230624281698
2023-06-07,1.9538,2.2235,-0.04%,开放申购,开放赎回,,-0.0003596637144269721,-0.0015716210148183363,0.0,0,0,0,0,0,0,-0.0004036637144269721,0,0,0,0,0,0,2.740000009536743,0.007246243229097726,-5.0047044325651765e-06,3.048116004943848,-0.0031199275910476034,0.03395968566635454,0,0.0,-2.349582784365648,-0.0002676141330538002,5.853268798549626,4.6,17.26,6.56,16.99,0.02541407190606444,0.16813589740342497,0.18884832269284338
2023-06-08,1.9557,2.2254,0.10%,开放申购,开放赎回,,0.0008545086575220129,0.00017977528089918593,0.0,0,0,0,0,0,0,0.0008105086575220129,0,0,0,0,0,0,2.755000114440918,-0.004619982164363323,2.005606802820914e-06,3.0469160051345825,0.0012503623037782542,0.032419716253240076,0,0.0,-2.266139657444259,-0.0003376166946701732,5.822049874900946,4.6,17.26,6.67,16.98,0.025412667674878493,0.16820715669534186,0.18755913407015287
2023-06-09,1.9582,2.2279,0.13%,开放申购,开放赎回,,0.001123393547227458,0.0013033707865170996,0.0,0,0,0,0,0,0,0.0010793935472274581,0,0,0,0,0,0,2.7669999599456787,-0.003232267072117434,6.499180991730746e-06,3.0457680053710936,0.00404786759410564,0.034704107831323765,0,0.0,-2.156346069389803,-0.000355311273208423,5.830490248197819,4.6,17.26,6.67,16.87,0.025437397019884154,0.16797469048961888,0.18761799296881823
2023-06-12,1.9592,2.2289,0.05%,开放申购,开放赎回,,0.00044885318012477526,-4.486316733942619e-05,0.0,0,0,0,0,0,0,0.0004048531801247753,0,0,0,0,0,0,2.7880001068115234,-0.007140647061955718,1.1035824762748447e-06,3.044592005729675,0.000688957560739024,0.041666321455814136,0,0.0,-2.1124286341680247,-0.0004009241059489343,5.827399761061512,4.6,17.26,6.78,16.87,0.025377723444933234,0.16628529352080862,0.18754441442079686
