净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配,purchase_comments,purchase_days,purchase_days_2,redeem_comments,redeem_days,redeem_days_2,benchmark_name,return,annual_return,CAGR,net_return,comp_1,excess_return,rolling_mean,comp_mean,rolling_SR,excess_SR,drawdown_duration,drawdown_amount,underwater,alpha,beta,Upside_Capture_mean,Downside_Capture_mean,Upside_Capture,Downside_Capture,vol,excess_vol,comp_vol
2019-08-19,1.0004,1.0004,,封闭期,封闭期,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,-1.6e-05,108.28900146484375,0.0013003674253914133,,105.218583984375,,,0,0.0,-0.0,0.0,0.0,73.24,23.28,,,,,0.027498933705374946
2019-08-20,1.0004,1.0004,,封闭期,封闭期,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,-1.6e-05,108.1989974975586,0.0008311459711296543,,105.23662396240235,,,0,0.0,-0.0,0.0,0.0,73.24,23.28,,,,,0.02751680365268598
2019-08-21,1.0004,1.0004,,封闭期,封闭期,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,-1.6e-05,108.14099884033203,0.0005360369187142888,,105.25783197021484,,,0,0.0,-0.0,0.0,0.0,73.24,23.28,,,,,0.026212827897495943
2019-08-22,1.0006,1.0006,,封闭期,封闭期,,0,0.0,0.0,0.0,0.0,0.0,0,0.00019992003198709973,,0.0,0.00018392003198709972,108.10099792480469,0.0005698159637456124,,105.27883197021484,,,0,0.0,-0.0,0.0,0.0,73.24,23.28,,,,,0.026218942239761074
2019-08-23,1.0007,1.0007,0.01%,开放申购,开放赎回,,0,0.0,0.0,0.0,0.0,0.0,0,9.994003597846302e-05,,0.0,8.394003597846302e-05,107.98999786376953,0.0011267581335538956,,105.29917196655273,,,0,0.0,-0.0,0.0,0.0,73.24,23.28,,,,,0.026245570280457663
2019-08-26,1.0009,1.0009,0.02%,开放申购,开放赎回,,0,0.0,0.0,0.0,0.0,0.0,0,0.00019986009793138138,,0.0,0.00018386009793138137,108.22000122070312,-0.0019299978656157624,,105.32268795776368,,,0,0.0,-0.0,0.0,0.0,73.24,23.28,,,,,0.025690913807201985
2019-08-27,1.001,1.001,0.01%,开放申购,开放赎回,,0,0.0,0.0,0.0,0.0,0.0,0,9.991008092713471e-05,,0.0,8.391008092713472e-05,108.08399963378906,0.0013566240467374202,,105.34485995483398,,,0,0.0,-0.0,0.0,0.0,73.24,23.28,,,,,0.025674543811162
2019-08-28,1.001,1.001,0.00%,开放申购,开放赎回,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,-1.6e-05,108.13200378417969,-0.0004441374352659455,,105.36584796142579,,,0,0.0,-0.0,0.0,0.0,73.24,23.28,,,,,0.02548107382307628
2019-08-29,1.0011,1.0011,0.01%,开放申购,开放赎回,,0,0.0,0.0,0.0,0.0,0.0,0,9.990009990024085e-05,,0.0,8.390009990024085e-05,108.23200225830078,-0.0008248813766427165,,105.38835595703125,,,0,0.0,-0.0,0.0,0.0,73.24,23.28,,,,,0.02532168703933469
2019-08-30,1.0011,1.0011,0.00%,开放申购,开放赎回,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,-1.6e-05,108.16000366210938,0.0006652246534216699,,105.41057595825195,,,0,0.0,-0.0,0.0,0.0,73.24,23.28,,,,,0.02533608828593253
2019-09-02,1.0011,1.0011,0.00%,开放申购,开放赎回,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,-1.6e-05,108.05000305175781,0.0010170174429283696,,105.43577197265626,,,0,0.0,-0.0,0.0,0.0,73.24,23.28,,,,,0.023876223625882608
2019-09-03,1.0012,1.0012,0.01%,开放申购,开放赎回,,0,0.0,0.0,0.0,0.0,0.0,0,9.989012086708549e-05,,0.0,8.389012086708549e-05,108.0510025024414,9.06402304887699e-05,,105.46017199707032,,,0,0.0,-0.0,0.0,0.0,73.24,23.28,,,,,0.02381445477560796
2019-09-04,1.0013,1.0013,0.01%,开放申购,开放赎回,,0,0.0,0.0,0.0,0.0,0.0,0,9.988014382744659e-05,,0.0,8.388014382744659e-05,108.06099700927734,7.382095642105568e-06,,105.48545599365234,,,0,0.0,-0.0,0.0,0.0,73.24,23.28,,,,,0.023702392279482353
2019-09-05,1.0016,1.0016,0.03%,开放申购,开放赎回,,0,0.0,0.0,0.0,0.0,0.0,0,0.000299610506341752,,0.0,0.000283610506341752,108.14099884033203,-0.0004407290543586573,,105.5092200012207,,,0,0.0,-0.0,0.0,0.0,73.24,23.28,,,,,0.02331546901338389
2019-09-06,1.0017,1.0017,0.01%,开放申购,开放赎回,,0,0.0,0.0,0.0,0.0,0.0,0,9.9840255590955e-05,,0.0,8.3840255590955e-05,108.38999938964844,-0.0022027142980622916,,105.53476000976562,,,0,0.0,-0.0,0.0,0.0,73.24,23.28,,,,,0.0233085272617853
