净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配,purchase_comments,purchase_days,purchase_days_2,redeem_comments,redeem_days,redeem_days_2,benchmark_name,return,annual_return,CAGR,net_return,comp_1,excess_return,rolling_mean,comp_mean,rolling_SR,excess_SR,drawdown_duration,drawdown_amount,underwater,alpha,beta,Upside_Capture_mean,Downside_Capture_mean,Upside_Capture,Downside_Capture,vol,excess_vol,comp_vol
2021-04-28,1.0465,1.0503,0.03%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0002857142857142225,0.01019524862941279,0.0,0.0002697142857142225,111.30400085449219,0.0029112263268769034,4.0684033513990417e-05,110.83671618652343,0.08727944154473984,0.0442727023756304,0,0.0,-0.0,-0.00016925264999431689,2.2699177896508447,73.24,23.28,15.69,10.74,0.007385031970487028,0.02914192674847393,0.03266967663414772
2021-04-29,1.0468,1.0506,0.03%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0002856326763780448,0.01028945090874056,0.0,0.0002696326763780448,111.4489974975586,-0.001017075599634154,4.1057111492754926e-05,110.82878817749024,0.08804985711070819,0.04063997087293322,0,0.0,-0.0,-0.00016700996813441319,2.2788571702022153,73.24,23.28,15.69,10.67,0.00738754384823463,0.029157073693143788,0.03256296749179864
2021-04-30,1.0471,1.0509,0.03%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0002855511136492517,0.009995194617972158,0.0,0.00026955111364925167,111.66000366210938,-0.0016077468907174097,3.9891401724831075e-05,110.82170819091797,0.08572971584077217,0.039791341071447085,0,0.0,-0.0,-0.0001575503985528736,2.3078169454648028,73.24,23.28,15.72,10.81,0.007372049589955727,0.029176508704398633,0.032621962697046286
2021-05-03,1.0471,1.0509,0.03%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.010383616959908526,0.0,-1.6e-05,,-0.0016077468907174097,4.142912397374987e-05,,0.08918201939995132,0.027839060144719752,0,0.0,-0.0,,,73.24,23.28,15.54,10.81,0.007359846950316037,0.028958067763892845,
2021-05-04,1.0471,1.0509,0.03%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.010966810966811513,0.0,-1.6e-05,,-0.0016077468907174097,4.373659440928446e-05,,0.09448418505689753,0.028455817301456215,0,0.0,-0.0,,,73.24,23.28,15.54,10.82,0.007333751276953372,0.02894098847346286,
2021-05-05,1.0471,1.0509,0.03%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.011064075428131703,0.0,-1.6e-05,,-0.0016077468907174097,4.412139479408461e-05,,0.09533122600677775,0.029145494557245594,0,0.0,-0.0,,,73.24,23.28,16.0,10.82,0.007332539142522914,0.028921725144502815,
2021-05-06,1.0477,1.0515,0.06%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0005709391949759723,0.011641331537425748,0.0,0.0005549391949759724,111.63800048828125,0.0007679943007120604,4.64051515739885e-05,110.81340420532227,0.10000984631449826,0.03179305176412458,0,0.0,-0.0,-0.00015618678177115362,2.3016781624665152,73.24,23.28,16.25,10.82,0.007351293643933288,0.028926225417528807,0.032520435307228264
2021-05-07,1.0478,1.0516,0.01%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,9.510223490249992e-05,0.010862251273670687,0.0,7.910223490249992e-05,111.61599731445312,0.00029219617900655415,4.332202385783601e-05,110.80282818603516,0.09395320014725618,0.0410759992061623,0,0.0,-0.0,-0.00017351278410955025,2.252113530412483,73.24,23.28,16.3,10.46,0.007305290574850215,0.02866943431348303,0.0321504458050607
2021-05-10,1.0482,1.052,0.04%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.00038037276530999975,0.011830335673752801,0.0,0.00036437276530999974,111.61799621582031,0.0003624640298662829,4.71505417382625e-05,110.79117218017578,0.10252129391038023,0.036265863462898076,0,0.0,-0.0,-0.00018376095902026377,2.2494947274284374,73.24,23.28,16.3,10.39,0.007286398899487094,0.028558441077262364,0.032054719779090114
2021-05-11,1.0485,1.0523,0.03%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0002851711026614634,0.013483578927091289,0.0,0.0002691711026614634,111.84200286865234,-0.001721733343095666,5.367739523614512e-05,110.78052420043946,0.11886371827568164,0.027293300095720403,0,0.0,-0.0,-0.00018778575847028679,2.2471370676010407,73.24,23.28,16.52,10.21,0.007154552196330647,0.028522683528041333,0.032123594097987165
2021-05-12,1.0486,1.0524,0.01%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,9.502993442933594e-05,0.01445922498554153,0.0,7.902993442933594e-05,111.8219985961914,0.0002738918284213021,5.7524720983685995e-05,110.76927618408203,0.1284576881765977,0.029802195597892937,0,0.0,-0.0,-0.00018620929321264555,2.2525952156914575,73.24,23.28,16.46,9.57,0.007094711731441815,0.02850928306190426,0.03210005238328961
2021-05-13,1.0485,1.0523,-0.01%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,-9.502090459900803e-05,0.014656253013210385,0.0,-0.00011102090459900802,111.74600219726562,0.0005845984894364831,5.8301375364134154e-05,110.75726419067382,0.13031827201535218,0.038392004775638505,0,0.0,-0.009502090459900128,-0.00018826172832044633,2.250473047995208,73.24,23.28,16.46,8.95,0.007087838649907358,0.028329608068890864,0.032086236757257754
2021-05-14,1.0487,1.0525,0.02%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.00019005986885867188,0.014946962391514385,0.0,0.00017405986885867187,111.8010025024414,-0.0003021304922665724,5.9447305708337336e-05,110.74646420288086,0.13288888819307387,0.03068613684123072,0,0.0,-0.0,-0.00018142769102833336,2.2498187205670686,73.24,23.28,16.96,8.98,0.007087349395417523,0.02815376308437296,0.032025084007177296
2021-05-17,1.0487,1.0525,0.00%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.014849098447594633,0.0,-1.6e-05,111.77200317382812,0.0002593834398993966,5.906157764662101e-05,110.7363962097168,0.13202382022708983,0.02456288639751076,0,0.0,-0.0,-0.00017529663458223867,2.245539476920574,73.24,23.28,17.02,9.08,0.007087500188321728,0.027994426327119716,0.031976869562809686
2021-05-18,1.0488,1.0526,0.01%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,9.501187648464082e-05,0.01769312578555482,0.0,7.901187648464083e-05,111.72200012207031,0.000542378393483034,7.024096947808233e-05,110.72826422119141,0.17057974576291782,0.02509232053297815,0,0.0,-0.0,-0.00016618385512821,2.2054494019457165,73.24,23.28,17.02,9.28,0.006523841025135228,0.027997638738625694,0.03164599215937503
2021-05-19,1.0491,1.0529,0.03%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0002850085502563715,0.020054253051734028,0.0,0.0002690085502563715,111.96800231933594,-0.001916905101458033,7.95024384659202e-05,110.72224822998047,0.20391295327740083,0.02144045748013051,0,0.0,-0.0,-0.00016015339312801995,2.1970940297728436,73.24,23.28,17.02,7.57,0.006176976795969368,0.028063889391614538,0.0316337629309785
2021-05-20,1.0494,1.0532,0.03%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0002849273435274746,0.02123533404440936,0.0,0.0002689273435274746,112.18099975585938,-0.0016173789592675014,8.412984402293988e-05,110.71928424072266,0.21829002678232318,0.012253087841131575,0,0.0,-0.0,-0.00014432498265061258,2.160452418877362,73.24,23.28,16.93,6.29,0.006105996130018356,0.02800652694134812,0.031324965742240585
2021-05-21,1.0498,1.0536,0.04%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0003797949107484655,0.023011942907077865,0.0,0.0003637949107484655,112.5,-0.0024638260663765177,9.107906342158234e-05,110.71634423828125,0.24296450791584245,0.007772234367905776,0,0.0,-0.0,-0.00014965995584724615,2.16435009499371,73.24,23.28,16.89,5.82,0.005939037320762316,0.028111970433963504,0.031331479105683686
2021-05-24,1.0499,1.0537,0.01%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,9.49126803340139e-05,0.023009708737863788,0.0,7.89126803340139e-05,112.5999984741211,-0.0007939626451867188,9.10703269208577e-05,110.71482824707032,0.24294127669749097,0.013501347608940988,0,0.0,-0.0,-0.00013181675692552978,2.1835782805639545,73.24,23.28,16.79,4.91,0.005939035500418907,0.027926945471549024,0.03126396543576568
2021-05-25,1.0499,1.0537,0.00%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.022414127692605756,0.0,-1.6e-05,112.54100036621094,0.0005239618890733322,8.874022983347896e-05,110.71328024291992,0.23751981407837816,0.012964967596015776,0,0.0,-0.0,-0.00012571167549017446,2.186066090800229,73.24,23.28,17.07,4.91,0.005919173086759189,0.027921657568276272,0.03126507520314141
2021-05-26,1.0501,1.0539,0.02%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.00018980734554419065,0.0225089744833602,0.0,0.00017380734554419064,112.71499633789062,-0.0013562600531238367,8.911133579240715e-05,110.71161221313477,0.23847855915021202,0.009046965496281324,0,0.0,-0.0,-0.00012969734567975366,2.179995361419574,73.24,23.28,17.07,5.3,0.0059200305773304185,0.027953511244155335,0.031250950948376814
2021-05-27,1.05,1.0538,-0.01%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,-9.488566277637833e-05,0.02191621411947353,0.0,-0.00011088566277637833,112.47100067138672,0.002069827768721888,8.679136430652923e-05,110.71094821166992,0.2326845506046372,0.02279001186529156,0,0.0,-0.009488566277634398,-0.00010966424967066178,2.1558769565578664,73.24,23.28,17.0,5.38,0.005909480469827973,0.027747964412989136,0.03101842430664135
2021-05-28,1.0499,1.0537,-0.01%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,-9.489466691969817e-05,0.02132402830280089,0.0,-0.00011089466691969816,112.47899627685547,-0.0001659850406250385,8.447229766367537e-05,110.70972821044921,0.2268811543613909,0.02323872684215977,0,0.0,-0.018977132555268797,-0.0001297543877653112,2.191931425833527,73.24,23.28,17.22,5.37,0.005898698778846541,0.02774581092866827,0.030990672406024895
2021-05-31,1.0501,1.0539,0.02%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.00018980734554419065,0.020924149956409455,0.0,0.00017380734554419064,112.39199829101562,0.0009632671799981729,8.290526941281983e-05,110.70734020996093,0.2234364195059806,0.030306003479158662,0,0.0,-0.0,-0.0001370486544045056,2.196814050362283,73.24,23.28,16.97,5.37,0.005878526857811871,0.02767766313498904,0.030945628730279194
2021-06-01,1.0503,1.0541,0.02%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.00018977132555275666,0.022108019005138146,0.0,0.00017377132555275666,112.5,-0.0007711663802145718,8.753919729955051e-05,110.70518420410156,0.23978750446982822,0.014221205498455824,0,0.0,-0.0,-0.00014349498239706184,2.1948082446794315,73.24,23.28,16.93,5.22,0.005783841022369903,0.02694136972350357,0.030957735772657684
2021-06-02,1.0503,1.0541,0.00%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.022703017366837663,0.0,-1.6e-05,112.65799713134766,-0.0014044189453124023,8.986635719482905e-05,110.70156018066406,0.24781008771341215,0.010315115677972851,0,0.0,-0.0,-0.00015010154076146155,2.1528163113349477,73.24,23.28,16.93,4.77,0.00574537646814041,0.026978217762366207,0.030635767617607085
2021-06-03,1.0506,1.0544,0.03%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.00028460297884458363,0.022994081692053525,0.0,0.0002686029788445836,112.74500274658203,-0.00048769563687578454,9.100476911020739e-05,110.69972817993164,0.2508367093277359,0.005371572237058003,0,0.0,-0.0,-0.00013541808868527594,2.129990595253791,73.24,23.28,16.77,4.39,0.005747955438129951,0.026934791421572075,0.030482458051468472
2021-06-04,1.0504,1.0542,-0.02%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,-0.00018968133535657294,0.02250242483026077,0.0,-0.00020568133535657295,112.552001953125,0.0015221532360686352,8.908178646791764e-05,110.69879217529297,0.2453953489913393,0.008823866740712718,0,0.0,-0.018968133535657992,-0.00013040176319413412,2.112639051790865,73.24,23.28,16.85,4.43,0.005751258998673504,0.026977233146943492,0.030307423335246133
2021-06-07,1.0501,1.0539,-0.03%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,-0.0002845759817871052,0.023005241700640555,0.0,-0.0003005759817871052,112.3740005493164,0.001296927685137672,9.104726527597729e-05,110.6971521911621,0.25316293091285597,0.014107780858078844,0,0.0,-0.04742033383914498,-0.00014564934724973667,2.154408919043748,73.24,23.28,16.71,4.52,0.0056977990163559035,0.026989913839705334,0.030348321754174384
2021-06-08,1.0501,1.0539,0.00%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.023800272003109413,0.0,-1.6e-05,112.36599731445312,7.121963109046892e-05,9.415345824821531e-05,110.69418017578126,0.2648767113623304,0.004576897021754729,0,0.0,-0.04742033383914498,-0.0001656332584786754,2.1856550316884356,73.24,23.28,17.19,4.67,0.0056316134264648215,0.026669642599378263,0.03020890483773895
2021-06-09,1.0502,1.054,0.01%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,9.488566277626731e-05,0.023201630909621462,0.0,7.888566277626731e-05,112.37799835205078,-1.1917443897280222e-05,9.181296981325148e-05,110.69276016235352,0.2597128266183599,0.014002768903072046,0,0.0,-0.037936267071315984,-0.00015279474877442906,2.176110900496105,73.24,23.28,17.19,4.26,0.0056008116966079794,0.026377387384058266,0.030026927363280262
2021-06-10,1.0503,1.0541,0.01%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,9.487666034146969e-05,0.023298708863218165,0.0,7.887666034146969e-05,112.38200378417969,5.923416636899326e-05,9.219247645461736e-05,110.69268417358398,0.26082164190072477,0.023817882341630958,0,0.0,-0.028452200303486982,-0.00014064836095628732,2.178009350576381,73.24,23.28,17.36,4.26,0.005600053701394508,0.02607947058460531,0.02988208079990585
2021-06-11,1.0503,1.0541,0.00%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.023298708863218165,0.0,-1.6e-05,112.2750015258789,0.000952129831269688,9.219247645461736e-05,110.69353216552734,0.2608216419007247,0.036041053461990095,0,0.0,-0.028452200303486982,-0.00016776554202228326,2.3733243975039957,73.24,23.28,17.42,4.26,0.005600053701394508,0.025791255758115725,0.02974472490294677
2021-06-14,1.0503,1.0541,0.00%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.02250460762440598,0.0,-1.6e-05,,0.000952129831269688,8.9085981939522e-05,,0.2539193917280292,0.037466042691600046,0,0.0,-0.028452200303486982,,,73.24,23.28,17.42,4.23,0.005558451714996439,0.025804947206873093,
2021-06-15,1.0506,1.0544,0.03%,限制大额申购,开放赎回,每份派现金0.0038元,0,0.0,0.0,0.0,0.0,0.0,0,0.00028460297884458363,0.022498060512026186,0.0,0.0002686029788445836,112.08699798583984,0.0019590945173347807,8.90603624260522e-05,110.69439215087891,0.2538568696172922,0.03922811711356291,0,0.0,-0.0,-0.00019950254722833776,2.5558657969612124,73.24,23.28,16.99,4.23,0.005558221795905622,0.025849079276174063,0.029743008930496247
2021-06-16,1.0047,1.0543,-0.01%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,-9.484066767828647e-05,0.02240108611326752,0.0,-0.00011084066767828647,112.21700286865234,-0.0012546976104873542,8.868099975533905e-05,110.69726416015625,0.2526694188380924,0.038395666630375386,0,0.0,-0.009484066767828996,-0.00020161847963598873,2.5211647007425055,73.24,23.28,16.99,4.22,0.005560556196724129,0.025863876749682053,0.02957481259929436
2021-06-17,1.0047,1.0543,0.00%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.022004652966266525,0.0,-1.6e-05,112.05799865722656,0.0014169351110890904,8.712940937519864e-05,110.69988415527344,0.24858088509631432,0.04418579165160553,0,0.0,-0.009484066767828996,-0.00021613552887935327,2.6258070633816946,73.24,23.28,16.91,4.22,0.005553124049898715,0.025878866570430942,0.029596796746722373
2021-06-18,1.0048,1.0544,0.01%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,9.48496632837692e-05,0.02210158976347487,0.0,7.884966328376921e-05,112.23200225830078,-0.0014579498080549147,8.750880802833371e-05,110.70168817138672,0.24969407673389915,0.038033324872730645,0,0.0,-0.0,-0.00023469652817494947,2.628662591226079,73.24,23.28,16.83,4.18,0.005552439860352241,0.02590567640008375,0.02944336225526507
2021-06-21,1.0052,1.0548,0.04%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.0003793626707131459,0.023878858474082332,0.0,0.0003633626707131459,112.35800170898438,-0.0007433068722715319,9.445471935484707e-05,110.704076171875,0.2788109703671971,0.018096873790011004,0,0.0,-0.0,-0.0002244931619987927,2.64936269269474,73.24,23.28,16.7,4.21,0.005367278603924398,0.02474498082382168,0.029463392266042387
2021-06-22,1.0053,1.0549,0.01%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,9.480470231326699e-05,0.02546903859240013,0.0,7.880470231326699e-05,112.29900360107422,0.000619895100974599,0.00010065804998704753,110.70634817504883,0.31046702952522076,0.012627290563185558,0,0.0,-0.0,-0.00022217170704700098,2.652174715487044,73.24,23.28,16.8,3.43,0.00513657177904257,0.02459707680630012,0.029467059297302794
2021-06-23,1.0056,1.0552,0.03%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.0002843871457010039,0.02635930356969185,0.0,0.00026838714570100386,112.27300262451172,0.0005159206030669328,0.00010412864027297176,110.70654818725586,0.323875834850553,0.0070767163494162445,0,0.0,-0.0,-0.00023438508607036794,2.6147006681158382,73.24,23.28,16.8,2.31,0.005093683860789683,0.024456210701059043,0.029137813540915648
2021-06-24,1.006,1.0556,0.04%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.000379075056861522,0.028549157166521066,0.0,0.000363075056861522,112.3280029296875,-0.00011080500236992918,0.00011264815030491172,110.70658819580078,0.37584049010238435,0.006864255646412896,0,0.0,-0.0,-0.00023642873109181936,2.6127044038639027,73.24,23.28,16.8,1.67,0.004748548021362845,0.024456481851550138,0.029129634294137147
2021-06-25,1.0061,1.0557,0.01%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,9.473285335359627e-05,0.029047665464468686,0.0,7.873285335359627e-05,112.44300079345703,-0.000929035581677784,0.00011458608006189008,110.70588418579102,0.3844781523038089,0.011974504457618563,0,0.0,-0.0,-0.00024113462605347932,2.590804011578462,73.24,23.28,16.98,0.28,0.004721723280805491,0.024303227303210828,0.029023661400372547
2021-06-28,1.0063,1.0559,0.02%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.00018944775978013695,0.03044793598126594,0.0,0.00017344775978013694,112.4020004272461,0.0005540802039661896,0.00012002268969931507,110.70834417724609,0.4185833666475297,0.012006252427297377,0,0.0,-0.0,-0.00020469335144222253,2.444767234922719,73.24,23.28,17.44,0.28,0.004542780192438824,0.02430349477891477,0.02806376433325852
2021-06-29,1.0064,1.056,0.01%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,9.470593806226724e-05,0.03044496487119286,0.0,7.870593806226724e-05,112.5469970703125,-0.0011952768248357781,0.00012001115529795836,110.71175616455078,0.41854173846790443,0.01925439744028711,0,0.0,-0.0,-0.00021179513976509414,2.4592534144757785,73.24,23.28,17.44,-0.83,0.004542795404597823,0.024016458761343795,0.02807903824858871
2021-06-30,1.0068,1.0564,0.04%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.0003787878787877563,0.030131643100924865,0.0,0.0003627878787877563,112.72000122070312,-0.0011583846348648397,0.00011879406637595036,110.71658416748046,0.4168442458830043,0.024014453263035362,0,0.0,-0.0,-0.00020062949483309433,2.4550226252942586,73.24,23.28,17.77,-0.83,0.004515036576874306,0.023865244509084095,0.028070006328285674
2021-07-01,1.0068,1.0564,0.00%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.029629629629632337,0.0,-1.6e-05,112.81099700927734,-0.0008072727784667055,0.0001168437982140782,110.72166815185547,0.41124666094402057,0.026919164976049872,0,0.0,-0.0,-0.00019711399803208897,2.4634117786242333,73.24,23.28,17.84,-0.83,0.004501358642139177,0.023803215830820366,0.028079685999118146
2021-07-02,1.007,1.0566,0.02%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.0001893222264293115,0.0293229420360428,0.0,0.0001733222264293115,112.86599731445312,-0.0002982216002709315,0.00011565176938100397,110.72689215087891,0.40839262284334865,0.017795315440556236,0,0.0,-0.0,-0.0002081725492160482,2.5219081209394276,73.24,23.28,17.73,-0.83,0.004486572894150897,0.023594853023062197,0.028082837108659144
2021-07-05,1.0074,1.057,0.04%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.0003785727806169259,0.028910736883092758,0.0,0.0003625727806169259,112.86100006103516,0.00042284876751175204,0.00011404867131691532,110.73429614257813,0.4065208864485294,0.014176092249451738,0,0.0,-0.0,-0.00018823017565215174,2.445888866782646,73.24,23.28,17.79,-0.44,0.004444753711490756,0.023532208699211733,0.027634701947700065
2021-07-06,1.0075,1.0571,0.01%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,9.460737937549979e-05,0.027607660153593727,0.0,7.86073793754998e-05,112.9000015258789,-0.0002509634096716784,0.00010897591812245455,110.73981616210938,0.40487846248261045,0.011276189324185169,0,0.0,-0.0,-0.00019728569868120591,2.382068512546252,73.24,23.28,17.79,-0.11,0.004264284744482757,0.023519791039805053,0.027260056317358707
2021-07-07,1.0077,1.0573,0.02%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.00018919685933216357,0.02750242954324844,0.0,0.00017319685933216356,113.02999877929688,-0.0009622402678690634,0.00010856618470822355,110.7456721496582,0.4036568280730085,0.025393414296441406,0,0.0,-0.0,-0.0001937427282212343,2.408964018950949,73.24,23.28,17.01,-0.11,0.004261108647967484,0.022778130513396527,0.027279911194206724
2021-07-08,1.0084,1.058,0.07%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.0006620637472809499,0.028082790788068523,0.0,0.0006460637472809499,113.4000015258789,-0.0026114278087483456,0.00011082571277800834,110.75342016601563,0.4086270240667993,0.02102207134965361,0,0.0,-0.0,-0.0001855626131381748,2.420282849706134,73.24,23.28,17.57,-0.11,0.0042968855235087835,0.02290452226694163,0.02745129872159347
2021-07-09,1.0083,1.0579,-0.01%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,-9.45179584120881e-05,0.027486402486400774,0.0,-0.0001105179584120881,113.60600280761719,-0.0019111077200203441,0.00010850419521508092,110.76158016967773,0.40115771871820427,0.01895097331249023,0,0.0,-0.009451795841208784,-0.00018635089315088962,2.45702321626991,73.24,23.28,17.67,-0.11,0.004285206078743105,0.022955048982943687,0.02749363997730432
2021-07-12,1.009,1.0586,0.07%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.000661688250307213,0.02796659545542779,0.0,0.0006456882503072131,113.63999938964844,0.0003624383762594885,0.00011037394743930883,110.76927615356445,0.40478846514403866,0.020703682777235444,0,0.0,-0.0,-0.00017774653506139556,2.4377669733814513,73.24,23.28,17.28,-0.11,0.0043199506125695996,0.02295549891889332,0.02746499759561186
2021-07-13,1.0094,1.059,0.04%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.00037785754770447433,0.0287546143384505,0.0,0.0003618575477044743,114.13200378417969,-0.003951642603419847,0.00011343907737765057,110.77940417480468,0.4180542523967566,0.003547808573909142,0,0.0,-0.0,-0.0001764781213881809,2.4148982390722367,73.24,23.28,17.6,-0.11,0.004299029006354476,0.023189890931491295,0.027770401225619686
2021-07-14,1.0096,1.0592,0.02%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.00018885741265339817,0.029448926037515477,0.0,0.00017285741265339816,114.33000183105469,-0.0015459587678230413,0.00011613738637545756,110.79438418579102,0.4321874699951976,-0.0034756654311399585,0,0.0,-0.0,-0.00011193961291908547,2.167135002068217,73.24,23.28,17.3,-0.44,0.0042573583946959506,0.023218840090676502,0.02624328514679692
2021-07-15,1.0094,1.059,-0.02%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,-0.0001888217522658664,0.029454651501897855,0.0,-0.0002048217522658664,113.88600158691406,0.003694675466571984,0.00011615962876672458,110.80946420288086,0.43231122406934985,0.001711967883244371,0,0.0,-0.018882175226584016,-9.606097883832647e-05,2.1143679542727942,73.24,23.28,17.2,-0.87,0.0042569548037911424,0.023443877889479246,0.02618579431830043
2021-07-16,1.0097,1.0593,0.03%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.00028328611898009726,0.03004667444573994,0.0,0.00026728611898009725,113.94000244140625,-0.0001908797463565648,0.00011845929409420508,110.82620022583008,0.44258580941393094,-0.00790729036520429,0,0.0,-0.0,-0.00010045301167952416,2.1023999712734462,73.24,23.28,17.2,-0.86,0.0042404504262640325,0.023204194833341695,0.025963659297682073
2021-07-19,1.01,1.0596,0.03%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.00028320589068275837,0.03043858796071297,0.0,0.00026720589068275836,113.8949966430664,0.0006782014793741409,0.00011998107137144398,110.84351220703125,0.44852149493647264,-0.003785710253465554,0,0.0,-0.0,-0.00012998160742470652,2.268918415393234,73.24,23.28,17.32,-1.14,0.00423808643456215,0.023199757283075537,0.025901385453475735
2021-07-20,1.0103,1.0599,0.03%,限制大额申购,开放赎回,每份派现金0.0458元,0,0.0,0.0,0.0,0.0,0.0,0,0.00028312570781419133,0.030429710285824862,0.0,0.0002671257078141913,114.10099792480469,-0.0015255690356772433,0.00011994659958439868,110.86056021118164,0.4484288090081666,-0.008213064463702468,0,0.0,-0.0,-0.00015715851618867724,2.341988806348379,73.24,23.28,17.47,-1.38,0.004237744509140031,0.023249222084724634,0.025849344070628655
