净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配,return,annual_return,CAGR,net_return,index_peers,positive_comp,negative_comp,industry_peers,comp_1,excess_return,rolling_mean,comp_mean,rolling_SR,excess_SR,drawdown_duration,drawdown_amount,underwater,alpha,beta,Upside_Capture_mean,Downside_Capture_mean,Upside_Capture,Downside_Capture,vol,excess_vol,comp_vol
2015-11-13,1.022,1.022,,暂停申购,暂停赎回,,-0.001953125,,0.0,-0.001993125,0,0,0,0,2.23799991607666,0.0027167403033174775,,2.1848219990730287,,,0,0.0,-0.19531250000000022,0.0,0.0,11.03,19.69,,,,,0.49257110900664325
2015-11-20,1.024,1.024,,暂停申购,暂停赎回,,0.001956947162426559,,0.0,0.0019169471624265588,0,0,0,0,2.265500068664551,-0.010330878404653854,,2.1996519994735717,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.4929319105947689
2015-11-27,1.014,1.014,,暂停申购,暂停赎回,,-0.009765625,,0.0,-0.009805625,0,0,0,0,2.109999895095825,0.058872719231165105,,2.2141539993286132,,,0,0.0,-0.976562500000001,0.0,0.0,11.03,19.69,,,,,0.49776254080551235
2015-12-04,1.029,1.029,,暂停申购,暂停赎回,,0.014792899408283988,,0.0,0.014752899408283988,0,0,0,0,2.239000082015991,-0.046344632977378675,,2.227188000679016,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.4982565811195203
2015-12-11,1.029,1.029,,暂停申购,暂停赎回,,0.0,,0.0,-4e-05,0,0,0,0,2.2174999713897705,0.009602550173585578,,2.238550001144409,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.4970680660899957
2015-12-18,1.041,1.041,,暂停申购,暂停赎回,,0.011661807580174877,,0.0,0.011621807580174877,0,0,0,0,2.3480000495910645,-0.04718828481441739,,2.2487360010147093,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.49091625759051993
2015-12-25,1.054,1.054,,暂停申购,暂停赎回,,0.012487992315081797,,0.0,0.012447992315081797,0,0,0,0,2.390000104904175,-0.005399594748821901,,2.2597140016555786,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.4916534434636305
2015-12-31,1.05,1.05,,暂停申购,暂停赎回,,-0.003795066413662229,,0.0,-0.0038350664136622293,0,0,0,0,2.325999975204468,0.022983229356443036,,2.2677320013046263,,,0,0.0,-0.3795066413662243,0.0,0.0,11.03,19.69,,,,,0.49212344449918577
2016-01-08,1.03,1.03,,暂停申购,暂停赎回,,-0.01904761904761909,,0.0,-0.01908761904761909,0,0,0,0,2.0450000762939453,0.10176059329375098,,2.2730920009613036,,,0,0.0,-2.277039848197346,0.0,0.0,11.03,19.69,,,,,0.5030232430985013
2016-01-15,1.017,1.017,,暂停申购,暂停赎回,,-0.012621359223301098,,0.0,-0.012661359223301099,0,0,0,0,1.905500054359436,0.05559380788188473,,2.273028001308441,,,0,0.0,-3.5104364326375856,0.0,0.0,11.03,19.69,,,,,0.5071513200319636
2016-01-22,1.011,1.011,,暂停申购,暂停赎回,,-0.005899705014749235,,0.0,-0.005939705014749235,0,0,0,0,1.906999945640564,-0.006686842898947387,,2.273134000301361,,,0,0.0,-4.0796963946869225,0.0,0.0,11.03,19.69,,,,,0.5084757797991897
2016-01-29,1.005,1.005,,暂停申购,暂停赎回,,-0.005934718100890191,,0.0,-0.005974718100890191,0,0,0,0,1.815000057220459,0.04230853886952468,,2.2709800004959106,,,0,0.0,-4.648956356736258,0.0,0.0,11.03,19.69,,,,,0.5077868395970629
2016-02-05,1.008,1.008,,暂停申购,暂停赎回,,0.0029850746268658135,,0.0,0.0029450746268658134,0,0,0,0,1.8355000019073489,-0.0083096603817292,,2.2680040006637574,,,0,0.0,-4.364326375711579,0.0,0.0,11.03,19.69,,,,,0.5079161486470002
2016-02-19,1.012,1.012,,暂停申购,暂停赎回,,0.003968253968253954,,0.0,0.003928253968253954,0,0,0,0,1.8845000267028809,-0.022727482749051342,,2.266946000576019,,,0,0.0,-3.984819734345355,0.0,0.0,11.03,19.69,,,,,0.5079282036265846
2016-02-26,1.012,1.012,,暂停申购,暂停赎回,,0.0,,0.0,-4e-05,0,0,0,0,1.7944999933242798,0.047758043037051556,,2.2658780002593994,,,0,0.0,-3.984819734345355,0.0,0.0,11.03,19.69,,,,,0.5110446061201435
2016-03-04,1.022,1.022,,暂停申购,暂停赎回,,0.009881422924901129,,0.0,0.009841422924901129,0,0,0,0,1.8214999437332156,-0.005164523304900026,,2.261346001148224,,,0,0.0,-3.0360531309297945,0.0,0.0,11.03,19.69,,,,,0.5141346330129546
2016-03-11,1.018,1.018,,暂停申购,暂停赎回,,-0.003913894324853229,,0.0,-0.003953894324853229,0,0,0,0,1.7910000085830688,0.012830511984397774,,2.256468001842499,,,0,0.0,-3.4155597722960187,0.0,0.0,11.03,19.69,,,,,0.5134898188714275
2016-03-18,1.034,1.034,,暂停申购,暂停赎回,,0.015717092337917515,,0.0,0.015677092337917517,0,0,0,0,1.902500033378601,-0.04653864426799359,,2.252390001773834,,,0,0.0,-1.8975332068311215,0.0,0.0,11.03,19.69,,,,,0.5152525235017102
2016-03-25,1.035,1.035,,暂停申购,暂停赎回,,0.0009671179883945502,,0.0,0.0009271179883945502,0,0,0,0,1.940000057220459,-0.01874380089935057,,2.248188003063202,,,0,0.0,-1.8026565464895759,0.0,0.0,11.03,19.69,,,,,0.5147947143145951
2016-04-01,1.033,1.033,,暂停申购,暂停赎回,,-0.0019323671497584183,,0.0,-0.0019723671497584184,0,0,0,0,1.9459999799728396,-0.005025110745331851,,2.2416960020065306,,,0,0.0,-1.992409867172688,0.0,0.0,11.03,19.69,,,,,0.5158551143440386
2016-04-08,1.034,1.034,,暂停申购,暂停赎回,,0.0009680542110359625,,0.0,0.0009280542110359625,0,0,0,0,1.9255000352859497,0.011502455494624919,,2.2358460030555727,,,0,0.0,-1.8975332068311215,0.0,0.0,11.03,19.69,,,,,0.5154639800095197
2016-04-15,1.032,1.032,,暂停申购,暂停赎回,,-0.0019342359767892114,,0.0,-0.0019742359767892115,0,0,0,0,1.9754999876022337,-0.02790149196224989,,2.22681800365448,,,0,0.0,-2.087286527514234,0.0,0.0,11.03,19.69,,,,,0.5154547589770933
2016-04-22,1.021,1.021,,暂停申购,暂停赎回,,-0.0106589147286823,,0.0,-0.0106989147286823,0,0,0,0,1.89300000667572,0.03110265522538702,,2.2155800051689147,,,0,0.0,-3.1309297912713614,0.0,0.0,11.03,19.69,,,,,0.5149205671516875
2016-04-29,1.02,1.02,,暂停申购,暂停赎回,,-0.0009794319294808007,,0.0,-0.0010194319294808008,0,0,0,0,1.899500012397766,-0.004413138056857169,,2.202414004325867,,,0,0.0,-3.2258064516129066,0.0,0.0,11.03,19.69,,,,,0.5119512612985248
2016-05-06,1.023,1.023,,暂停申购,暂停赎回,,0.002941176470588225,,0.0,0.0029011764705882247,0,0,0,0,1.888499975204468,0.00873219364431932,,2.1911460041999815,,,0,0.0,-2.941176470588249,0.0,0.0,11.03,19.69,,,,,0.5125439283331995
2016-05-13,1.029,1.029,,暂停申购,暂停赎回,,0.0058651026392961825,,0.0,0.005825102639296182,0,0,0,0,1.847000002861023,0.027840200806269588,,2.176604003429413,,,0,0.0,-2.3719165085389124,0.0,0.0,11.03,19.69,,,,,0.5117449463419955
2016-05-20,1.03,1.03,,暂停申购,暂停赎回,,0.0009718172983479434,,0.0,0.0009318172983479434,0,0,0,0,1.8515000343322756,-0.0014645830613067012,,2.1601340045928956,,,0,0.0,-2.277039848197346,0.0,0.0,11.03,19.69,,,,,0.5096647776758488
2016-05-27,1.03,1.03,,暂停申购,暂停赎回,,0.0,,0.0,-4e-05,0,0,0,0,1.8515000343322756,0.0,,2.142436005115509,,,0,0.0,-2.277039848197346,0.0,0.0,11.03,19.69,,,,,0.5071208851049283
2016-06-02,1.039,1.039,,暂停申购,暂停赎回,,0.008737864077669855,,0.0,0.008697864077669855,0,0,0,0,1.912500023841858,-0.02420838943486725,,2.124870005130768,,,0,0.0,-1.4231499051233518,0.0,0.0,11.03,19.69,,,,,0.506768306818549
2016-06-03,1.047,1.047,0.77%,开放申购,开放赎回,,0.007699711260827691,,0.0,0.007659711260827691,0,0,0,0,1.9570000171661377,-0.015568258814742553,,2.1213380055427553,,,0,0.0,-0.664136622390903,0.0,0.0,11.03,19.69,,,,,0.5034042100654365
2016-06-06,1.046,1.046,-0.10%,开放申购,开放赎回,,-0.0009551098376312517,,0.0,-0.0009951098376312518,0,0,0,0,1.9494999647140503,0.0028773134563389036,,2.117668004989624,,,0,0.0,-0.7590132827324486,0.0,0.0,11.03,19.69,,,,,0.5033019557770285
2016-06-07,1.048,1.048,0.19%,开放申购,开放赎回,,0.0019120458891013214,,0.0,0.0018720458891013213,0,0,0,0,1.9490000009536743,0.002168503324046389,,2.113404004573822,,,0,0.0,-0.5692599620493365,0.0,0.0,11.03,19.69,,,,,0.5005187795166006
2016-06-08,1.047,1.047,-0.10%,开放申购,开放赎回,,-0.000954198473282597,,0.0,-0.000994198473282597,0,0,0,0,1.9424999952316284,0.0023808480730823645,,2.1088800048828125,,,0,0.0,-0.664136622390903,0.0,0.0,11.03,19.69,,,,,0.5000935345784645
2016-06-13,1.038,1.038,-0.86%,开放申购,开放赎回,,-0.00859598853868182,,0.0,-0.00863598853868182,0,0,0,0,1.8634999990463257,0.03207325026658392,,2.104080005168915,,,0,0.0,-1.5180265654648972,0.0,0.0,11.03,19.69,,,,,0.5016352607999177
2016-06-17,1.052,1.052,,暂停申购,暂停赎回,,0.01348747591522148,,0.0,0.01344747591522148,0,0,0,0,1.9075000286102293,-0.010124023728685927,,2.085200004577637,,,0,0.0,-0.18975332068313322,0.0,0.0,11.03,19.69,,,,,0.5023104272666108
2016-06-24,1.048,1.048,,暂停申购,暂停赎回,,-0.0038022813688213253,,0.0,-0.0038422813688213254,0,0,0,0,1.8949999809265137,0.0027508234784813235,,2.06153600358963,,,0,0.0,-0.5692599620493576,0.0,0.0,11.03,19.69,,,,,0.5012784514556887
2016-06-30,1.06,1.06,,暂停申购,暂停赎回,,0.011450381679389388,,0.0,0.011410381679389387,0,0,0,0,1.9464999437332156,-0.015726379969717375,,2.0463420023918153,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.49468420966636684
2016-07-01,1.063,1.063,0.28%,暂停申购,暂停赎回,,0.002830188679245227,,0.0,0.0027901886792452268,0,0,0,0,1.9470000267028809,0.0025732747392910316,,2.042532002925873,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.4943607143402917
2016-07-08,1.08,1.08,,暂停申购,暂停赎回,,0.01599247412982141,,0.0,0.015952474129821412,0,0,0,0,1.9845000505447388,-0.0032679384677900547,,2.030476002693176,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.46846989717182724
2016-07-15,1.086,1.086,,暂停申购,暂停赎回,,0.005555555555555536,,0.0,0.005515555555555536,0,0,0,0,2.032999992370605,-0.018883819899513377,,2.0267420024871825,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.444995106399298
2016-07-22,1.081,1.081,,暂停申购,暂停赎回,,-0.004604051565377687,,0.0,-0.004644051565377687,0,0,0,0,2.003000020980835,0.010152451878967295,,2.0208000020980834,,,0,0.0,-0.46040515653776404,0.0,0.0,11.03,19.69,,,,,0.40287757558463433
2016-07-29,1.092,1.092,,暂停申购,暂停赎回,,0.010175763182238784,,0.0,0.010135763182238784,0,0,0,0,1.968000054359436,0.027649535650928092,,2.0119000029563905,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.39918011337629383
2016-08-05,1.091,1.091,,暂停申购,暂停赎回,,-0.0009157509157510235,,0.0,-0.0009557509157510235,0,0,0,0,1.9765000343322756,-0.005234846311104602,,2.0037660026550292,,,0,0.0,-0.09157509157510185,0.0,0.0,11.03,19.69,,,,,0.384671279133202
2016-08-12,1.096,1.096,,暂停申购,暂停赎回,,0.004582951420714965,,0.0,0.0045429514207149645,0,0,0,0,2.0280001163482666,-0.0214732495008243,,1.9980080032348633,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.38012035117679505
2016-08-19,1.101,1.101,,暂停申购,暂停赎回,,0.0045620437956204185,,0.0,0.004522043795620418,0,0,0,0,2.0905001163482666,-0.026256494870216196,,1.9923820037841797,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.3785602957421386
2016-08-26,1.101,1.101,,暂停申购,暂停赎回,,0.0,,0.0,-4e-05,0,0,0,0,2.046999931335449,0.020808506382101744,,1.9858420028686523,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.3732187201661447
2016-09-02,1.097,1.097,,暂停申购,暂停赎回,,-0.0036330608537693543,,0.0,-0.0036730608537693544,0,0,0,0,2.048500061035156,-0.004365903916801583,,1.9873960041999816,,,0,0.0,-0.36330608537693054,0.0,0.0,11.03,19.69,,,,,0.3399802251252495
2016-09-09,1.101,1.101,,暂停申购,暂停赎回,,0.003646308113035568,,0.0,0.003606308113035568,0,0,0,0,2.063999891281128,-0.003920120876055977,,1.9914380025863647,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.3318326214948399
2016-09-14,1.097,1.097,,暂停申购,暂停赎回,,-0.0036330608537693543,,0.0,-0.0036730608537693544,0,0,0,0,2.009000062942505,0.023014144202275766,,1.9927800030708314,,,0,0.0,-0.36330608537693054,0.0,0.0,11.03,19.69,,,,,0.3299944169300465
2016-09-23,1.1,1.1,,暂停申购,暂停赎回,,0.0027347310847767314,,0.0,0.0026947310847767313,0,0,0,0,2.0425000190734863,-0.013940209224540867,,1.9971180033683777,,,0,0.0,-0.09082652134422255,0.0,0.0,11.03,19.69,,,,,0.30054266151804
2016-09-30,1.102,1.102,,暂停申购,暂停赎回,,0.0018181818181817189,,0.0,0.0017781818181817188,0,0,0,0,2.0385000705718994,0.0037765409193979416,,2.000906003475189,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.2988776054537014
2016-10-14,1.114,1.114,,暂停申购,暂停赎回,,0.010889292196007316,,0.0,0.010849292196007316,0,0,0,0,2.062999963760376,-0.0011292961485116493,,2.0059340038299562,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.2967513283352101
2016-10-21,1.118,1.118,,暂停申购,暂停赎回,,0.0035906642728904536,,0.0,0.0035506642728904535,0,0,0,0,2.064500093460083,0.0028635049291876324,,2.008208004951477,,,0,0.0,-0.0,0.0,0.0,11.03,19.69,,,,,0.29002811008021734
2016-10-28,1.116,1.116,,暂停申购,暂停赎回,,-0.0017889087656529634,,0.0,-0.0018289087656529635,0,0,0,0,2.063999891281128,-0.001546621453320296,,2.0089360041618347,,,0,0.0,-0.1788908765652954,0.0,0.0,11.03,19.69,,,,,0.28345457975450117
2016-11-04,1.114,1.114,,暂停申购,暂停赎回,,-0.0017921146953404632,,0.0,-0.0018321146953404633,0,0,0,0,2.058500051498413,0.0008725365025339382,,2.0086700043678283,,,0,0.0,-0.3577817531305908,0.0,0.0,11.03,19.69,,,,,0.2809163302158455
2016-11-11,1.109,1.109,,暂停申购,暂停赎回,,-0.004488330341113178,,0.0,-0.004528330341113178,0,0,0,0,2.0999999046325684,-0.024648569396704678,,2.0087320046424866,,,0,0.0,-0.8050089445438393,0.0,0.0,11.03,19.69,,,,,0.2706827775869906
2016-11-18,1.106,1.106,,暂停申购,暂停赎回,,-0.0027051397655544207,,0.0,-0.002745139765554421,0,0,0,0,2.0999999046325684,-0.0027051397655544207,,2.005854003429413,,,0,0.0,-1.0733452593917725,0.0,0.0,11.03,19.69,,,,,0.26831068344185577
2016-11-25,1.11,1.11,,暂停申购,暂停赎回,,0.003616636528029016,,0.0,0.0035766365280290157,0,0,0,0,2.1554999351501465,-0.022811950632925626,,2.003404003620148,,,0,0.0,-0.7155635062611816,0.0,0.0,11.03,19.69,,,,,0.2670626946583787
2016-12-02,1.106,1.106,,暂停申购,暂停赎回,,-0.003603603603603567,,0.0,-0.003643603603603567,0,0,0,0,2.1559998989105225,-0.003835551539311144,,2.001550003528595,,,0,0.0,-1.0733452593917725,0.0,0.0,11.03,19.69,,,,,0.265838926382108
2016-12-09,1.104,1.104,,暂停申购,暂停赎回,,-0.001808318264014508,,0.0,-0.001848318264014508,0,0,0,0,2.112499952316284,0.018367910230346673,,2.000212004184723,,,0,0.0,-1.252236135957068,0.0,0.0,11.03,19.69,,,,,0.2554910498847413
2016-12-16,1.082,1.082,,暂停申购,暂停赎回,,-0.019927536231884035,,0.0,-0.019967536231884034,0,0,0,0,2.005500078201294,0.030723292894842547,,1.9958360033035278,,,0,0.0,-3.2200357781753173,0.0,0.0,11.03,19.69,,,,,0.2581881177307955
2016-12-23,1.08,1.08,,暂停申购,暂停赎回,,-0.001848428835489857,,0.0,-0.0018884288354898571,0,0,0,0,1.9670000076293943,0.017348813284006726,,1.9903960041999817,,,0,0.0,-3.398926654740613,0.0,0.0,11.03,19.69,,,,,0.2568196046141766
2016-12-30,1.088,1.088,,暂停申购,暂停赎回,,0.007407407407407307,,0.0,0.007367407407407307,0,0,0,0,1.968999981880188,0.0063906436844605174,,1.98206800365448,,,0,0.0,-2.683363148479451,0.0,0.0,11.03,19.69,,,,,0.25387773871114544
2016-12-31,1.089,1.089,0.09%,暂停申购,暂停赎回,,0.0009191176470586537,,0.0,0.0008791176470586537,0,0,0,0,,0.0009191176470586537,,,,,0,0.0,-2.593917710196813,,,11.03,19.69,,,,,
2017-01-06,1.092,1.092,,暂停申购,暂停赎回,,0.0027548209366392573,,0.0,0.002714820936639257,0,0,0,0,1.995499968528748,-0.010703780837066912,,1.9762680025100707,,,0,0.0,-2.3255813953488604,0.0,0.0,11.03,19.69,,,,,0.2531111398821383
2017-01-13,1.092,1.092,,暂停申购,暂停赎回,,0.0,,0.0,-4e-05,0,0,0,0,1.9605000019073489,0.017539447343215997,,1.9714180035591125,,,0,0.0,-2.3255813953488604,0.0,0.0,11.03,19.69,,,,,0.24004058946331383
2017-01-20,1.095,1.095,,暂停申购,暂停赎回,,0.0027472527472527375,,0.0,0.0027072527472527374,0,0,0,0,1.9589999914169312,0.0035123690384837314,,1.9705800037384034,,,0,0.0,-2.057245080500927,0.0,0.0,11.03,19.69,,,,,0.22187305757215098
2017-01-26,1.101,1.101,,暂停申购,暂停赎回,,0.005479452054794498,,0.0,0.005439452054794498,0,0,0,0,1.9835000038146973,-0.0070269351351541776,,1.9708820033073424,,,0,0.0,-1.5205724508050409,0.0,0.0,11.03,19.69,,,,,0.21415316851258367
2017-02-03,1.101,1.101,0.00%,暂停申购,暂停赎回,,0.0,,0.0,-4e-05,0,0,0,0,1.9700000286102293,0.00680613822964693,,1.9709580035209655,,,0,0.0,-1.5205724508050409,0.0,0.0,11.03,19.69,,,,,0.21366461475182794
2017-02-10,1.098,1.098,,暂停申购,暂停赎回,,-0.0027247956403269047,,0.0,-0.002764795640326905,0,0,0,0,2.000499963760376,-0.018206995999310305,,1.973340003490448,,,0,0.0,-1.788908765652974,0.0,0.0,11.03,19.69,,,,,0.20297074188081402
2017-02-17,1.104,1.104,,暂停申购,暂停赎回,,0.005464480874316946,,0.0,0.005424480874316946,0,0,0,0,2.0215001106262207,-0.005032968386502024,,1.9775420026779176,,,0,0.0,-1.2522361359570877,0.0,0.0,11.03,19.69,,,,,0.19726912742572386
2017-02-24,1.108,1.108,,暂停申购,暂停赎回,,0.0036231884057971175,,0.0,0.0035831884057971174,0,0,0,0,2.055999994277954,-0.013443287856252706,,1.9815500030517579,,,0,0.0,-0.894454382826497,0.0,0.0,11.03,19.69,,,,,0.19478421825461378
