净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配,return,annual_return,CAGR,net_return,comp_1,excess_return,rolling_mean,comp_mean,rolling_SR,excess_SR,drawdown_duration,drawdown_amount,underwater,alpha,beta,Upside_Capture_mean,Downside_Capture_mean,Upside_Capture,Downside_Capture,vol,excess_vol,comp_vol
2013-11-13,1.092,1.092,1.39%,开放申购,开放赎回,,0.013927576601671321,,0.0,0.013841576601671322,1782.0,0.005832232356873579,,1595.7334799804687,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.1141979289708943
2013-11-14,1.096,1.096,0.37%,开放申购,开放赎回,,0.00366300366300365,,0.0,0.00357700366300365,1790.6199951171875,-0.00117425510085023,,1597.4564399414062,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.11419784116828306
2013-11-15,1.102,1.102,0.55%,开放申购,开放赎回,,0.005474452554744547,,0.0,0.0053884525547445465,1798.1800537109375,0.0012524185026479007,,1599.1016000976563,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.11268264386153333
2013-11-18,1.096,1.096,-0.54%,开放申购,开放赎回,,-0.005444646098003658,,0.0,-0.005530646098003658,1791.530029296875,-0.0017464489122775984,,1600.7164799804686,,,0,0.0,-0.5444646098003632,0.0,0.0,97.87,92.22,,,,,0.11278260652828073
2013-11-19,1.092,1.092,-0.37%,开放申购,开放赎回,,-0.0036496350364964014,,0.0,-0.0037356350364964016,1787.8699951171875,-0.0016066694596793551,,1602.30383984375,,,0,0.0,-0.9074410163339385,0.0,0.0,97.87,92.22,,,,,0.11281755513795454
2013-11-20,1.09,1.09,-0.18%,开放申购,开放赎回,,-0.001831501831501825,,0.0,-0.001917501831501825,1781.3699951171875,0.0018041092687191007,,1603.7927197265626,,,0,0.0,-1.0889292196007263,0.0,0.0,97.87,92.22,,,,,0.1122677363965351
2013-11-21,1.102,1.102,1.10%,开放申购,开放赎回,,0.011009174311926717,,0.0,0.010923174311926718,1795.8499755859375,0.0028806100560785364,,1605.3509594726563,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.11245526803353825
2013-11-22,1.108,1.108,0.54%,开放申购,开放赎回,,0.005444646098003547,,0.0,0.005358646098003547,1804.760009765625,0.0004831881250009218,,1606.9742397460936,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.1123500035154425
2013-11-25,1.108,1.108,0.00%,开放申购,开放赎回,,0.0,,0.0,-8.6e-05,1802.47998046875,0.0012633420978621634,,1608.544439453125,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.11216485227132035
2013-11-26,1.113,1.113,0.45%,开放申购,开放赎回,,0.004512635379061214,,0.0,0.004426635379061214,1802.75,0.0043628309239904794,,1610.0916396484374,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.11212022457628082
2013-11-27,1.116,1.116,0.27%,开放申购,开放赎回,,0.0026954177897575704,,0.0,0.0026094177897575703,1807.22998046875,0.00021033640368073314,,1611.6558393554687,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.11212703741185254
2013-11-28,1.116,1.116,0.00%,暂停申购,暂停赎回,,0.0,,0.0,-8.6e-05,,,,,,,0,0.0,-0.0,,,97.87,92.22,,,,,
2013-11-29,1.117,1.117,0.09%,开放申购,开放赎回,,0.0008960573476701761,,0.0,0.0008100573476701761,1805.81005859375,0.0016817469889142123,,1613.2412397460937,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.11199314278033397
2013-12-02,1.113,1.113,-0.36%,开放申购,开放赎回,,-0.0035810205908684,,0.0,-0.0036670205908684,1800.9000244140625,-0.0008620003061374781,,1614.8166396484376,,,0,0.0,-0.3581020590868398,0.0,0.0,97.87,92.22,,,,,0.11202235431670284
2013-12-03,1.111,1.111,-0.18%,开放申购,开放赎回,,-0.0017969451931716396,,0.0,-0.0018829451931716395,1795.1500244140625,0.0013959027839784977,,1616.3601196289062,,,0,0.0,-0.5371530886302597,0.0,0.0,97.87,92.22,,,,,0.11209970926473137
2013-12-04,1.109,1.109,-0.18%,开放申购,开放赎回,,-0.0018001800180017513,,0.0,-0.0018861800180017512,1792.81005859375,-0.000496686834429938,,1617.8756000976562,,,0,0.0,-0.7162041181736796,0.0,0.0,97.87,92.22,,,,,0.1120989983761569
2013-12-05,1.105,1.105,-0.36%,开放申购,开放赎回,,-0.0036068530207393756,,0.0,-0.0036928530207393758,1785.030029296875,0.0007327195176797252,,1619.3434404296875,,,0,0.0,-1.0743061772605194,0.0,0.0,97.87,92.22,,,,,0.11220753834800493
2013-12-06,1.114,1.114,0.81%,开放申购,开放赎回,,0.00814479638009069,,0.0,0.008058796380090692,1805.0899658203125,-0.0030930742406849454,,1620.8896000976563,,,0,0.0,-0.2685765443151199,0.0,0.0,97.87,92.22,,,,,0.11267666385485285
2013-12-09,1.112,1.112,-0.18%,开放申购,开放赎回,,-0.0017953321364452268,,0.0,-0.0018813321364452267,1808.3699951171875,-0.0036124323137123326,,1622.4117202148439,,,0,0.0,-0.4476275738585398,0.0,0.0,97.87,92.22,,,,,0.1125415437288669
2013-12-10,1.108,1.108,-0.36%,开放申购,开放赎回,,-0.003597122302158251,,0.0,-0.003683122302158251,1802.6199951171875,-0.00041746326361769004,,1623.9082802734374,,,0,0.0,-0.8057296329453796,0.0,0.0,97.87,92.22,,,,,0.11261690412405811
2013-12-11,1.095,1.095,-1.17%,开放申购,开放赎回,,-0.011732851985559622,,0.0,-0.011818851985559622,1782.219970703125,-0.0004159773978369419,,1625.3593603515626,,,0,0.0,-1.9695613249776187,0.0,0.0,97.87,92.22,,,,,0.11305097928414551
2013-12-12,1.094,1.094,-0.09%,开放申购,开放赎回,,-0.0009132420091323423,,0.0,-0.0009992420091323422,1775.5,0.0028573198819870083,,1626.8070405273438,,,0,0.0,-2.0590868397493187,0.0,0.0,97.87,92.22,,,,,0.11303513387114901
2013-12-13,1.094,1.094,0.00%,开放申购,开放赎回,,0.0,,0.0,-8.6e-05,1775.3199462890625,0.00010141014414954963,,1628.1868803710938,,,0,0.0,-2.0590868397493187,0.0,0.0,97.87,92.22,,,,,0.11250529747958718
2013-12-16,1.1,1.1,0.55%,开放申购,开放赎回,,0.005484460694698434,,0.0,0.005398460694698434,1786.5400390625,-0.0008355791363701126,,1629.5458803710937,,,0,0.0,-1.5219337511190592,0.0,0.0,97.87,92.22,,,,,0.11213472488684767
