净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配,return,annual_return,CAGR,purchase_comments,purchase_days,purchase_days_2,redeem_comments,redeem_days,redeem_days_2,net_return,industry_peers,positive_comp,negative_comp,benchmark_name,benchmark_name_2,index_peers,comp_1,excess_return,rolling_mean,comp_mean,rolling_SR,excess_SR,drawdown_duration,drawdown_amount,underwater,alpha,beta,Upside_Capture_mean,Downside_Capture_mean,Upside_Capture,Downside_Capture,vol,excess_vol,comp_vol
2016-12-20,2.09,2.09,-0.33%,开放申购,开放赎回,,-0.0033381020505484083,-0.006653992395435848,0.0,0,0,0,0,0,0,-0.0033941020505484083,0,0,0,0,0,0,1.9795000553131104,0.001438121011912541,9.03876073996499e-05,1.9939700036048889,0.005950491394945532,0.055393550279829784,0,0.0,-15.212981744421588,-0.0004008588463047854,0.9577863359393881,77.06,87.43,64.18,83.41,0.24065583392280576,0.11708879367717032,0.2583476321094233
2016-12-21,2.103,2.103,0.62%,开放申购,开放赎回,,0.0062200956937801255,-0.0037896731406888984,0.0,0,0,0,0,0,0,0.006164095693780126,0,0,0,0,0,0,1.9900000095367432,0.0009157491768652104,0.0001019600053838956,1.992792004108429,0.006710763481602131,0.07245366815502674,0,0.0,-14.685598377281615,-0.0005156307843771173,0.9563106430777394,77.06,87.43,64.92,83.45,0.24071228323172417,0.11383691936714528,0.2565867061987984
2016-12-22,2.11,2.11,0.33%,开放申购,开放赎回,,0.003328578221587941,-0.019060901906088,0.0,0,0,0,0,0,0,0.003272578221587941,0,0,0,0,0,0,1.9900000095367432,0.003328578221587941,3.948085545641567e-05,1.9916380038261414,0.002606354629080597,0.06337760810180469,0,0.0,-14.40162271805242,-0.0004350714923703807,0.9629714078318017,77.06,87.43,67.51,83.45,0.2399901308039589,0.11189445585268247,0.2565774594083416
2016-12-23,2.097,2.097,-0.62%,开放申购,开放赎回,,-0.006161137440758302,-0.035418583256669134,0.0,0,0,0,0,0,0,-0.006217137440758302,0,0,0,0,0,0,1.9670000076293943,0.005396652407043345,-2.793449858369801e-05,1.9903960041999817,-0.0018453399871256678,0.0603471813306002,0,0.0,-14.929006085192373,-0.00040482310678179506,0.9647346219820564,77.06,87.43,67.87,84.46,0.23983072634633074,0.11149090215574536,0.2568196046141766
2016-12-26,2.112,2.112,0.72%,开放申购,开放赎回,,0.007153075822603716,-0.046931407942236936,0.0,0,0,0,0,0,0,0.0070970758226037165,0,0,0,0,0,0,1.9774999618530276,0.0018150208236678012,-7.65991042169265e-05,1.9889440035820007,-0.005074441560578707,0.06632309120532644,0,0.0,-14.320486815415492,-0.00046389165417824567,0.9620707043996999,77.06,87.43,67.87,84.97,0.23915296555894375,0.11115111729345703,0.255331879488983
2016-12-27,2.111,2.111,-0.05%,开放申购,开放赎回,,-0.0004734848484847509,-0.04132606721162402,0.0,0,0,0,0,0,0,-0.0005294848484847509,0,0,0,0,0,0,1.9754999876022337,0.0005378801524631438,-5.3222285488121465e-05,1.9874540033340453,-0.003527008729670204,0.07235379086754756,0,0.0,-14.361054766733947,-0.0005073220779692343,0.9630068734622745,77.06,87.43,68.68,84.97,0.2390712326455834,0.11069788061284823,0.2553045775342261
2016-12-28,2.093,2.093,-0.85%,开放申购,开放赎回,,-0.00852676456655621,-0.06059245960502502,0.0,0,0,0,0,0,0,-0.008582764566556211,0,0,0,0,0,0,1.9644999504089355,-0.00295853512472799,-0.00013455913485334748,1.9856760034561156,-0.008922681686468328,0.07943979706187206,0,0.0,-15.091277890466207,-0.0005685423334110055,0.9598372087747549,77.06,87.43,69.7,84.96,0.238923089163544,0.10976915197643904,0.2539577083176198
2016-12-29,2.087,2.087,-0.29%,开放申购,开放赎回,,-0.002866698518872335,-0.06830357142856858,0.0,0,0,0,0,0,0,-0.002922698518872335,0,0,0,0,0,0,1.965000033378601,-0.003121258448772757,-0.00016756991456617952,1.983846004009247,-0.01111391853869811,0.07772204099428699,0,0.0,-15.334685598376948,-0.0005598690086736503,0.9592703165709143,77.06,87.43,70.95,85.22,0.23887416069576115,0.10982793502394371,0.2538810339602028
2016-12-30,2.091,2.091,0.19%,开放申购,开放赎回,,0.001916626736943039,-0.06149012567324741,0.0,0,0,0,0,0,0,0.001860626736943039,0,0,0,0,0,0,1.968999981880188,-0.00011897043030462129,-0.00013847483618983602,1.98206800365448,-0.009186057319817639,0.0786150556091124,0,0.0,-15.172413793103114,-0.0005535193665484749,0.9592816011112548,77.06,87.43,70.55,85.22,0.23882624156825352,0.10980812925846113,0.25387773871114544
2016-12-31,2.091,2.091,0.00%,开放申购,开放赎回,,0.0,-0.05427408412482826,0.0,0,0,0,0,0,0,-5.6e-05,0,0,0,0,0,0,,0.0,-0.0001079541898702665,,-0.007164951390362373,0.07510942596666073,0,0.0,-15.172413793103114,,,77.06,87.43,70.56,85.07,0.23870778857807343,0.10965986709508262,
