净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配,return,positive_comp,negative_comp,rolling_SR,drawdown_duration,drawdown_amount,alpha,beta,comp_1,Upside_Capture_mean,Downside_Capture_mean,Upside_Capture,Downside_Capture,vol,comp_vol
2021-10-12,1.26,3.771,-0.47%,开放申购,开放赎回,,-0.001588562351072298,0,0,-0.0900655299865246,0,0.0,-0.00021175488372110354,0.19057599162339028,0.8479999899864197,2.72,25.05,15.87,29.69,0.08047806607453031,0.3242000163005083
2021-10-13,1.285,3.796,1.98%,开放申购,开放赎回,,0.006629541235746439,0,0,-0.08847024751462838,0,0.0,-0.00024856348534023077,0.19013232326001617,0.875,2.72,25.05,15.68,29.9,0.08114574931724088,0.3288279365432174
2021-10-14,1.269,3.78,-1.25%,开放申购,开放赎回,,-0.004214963119072657,0,0,-0.10735475099868819,0,0.0,-0.0002117427753198526,0.19047236286518734,0.8740000128746033,2.72,25.05,15.49,29.45,0.08110593575860604,0.3288067274962269
2021-10-15,1.266,3.777,-0.24%,开放申购,开放赎回,,-0.0007936507936506798,0,0,-0.11749315472242597,0,0.0,-0.00029362930822605465,0.19025576663031546,0.8659999966621399,2.72,25.05,15.08,30.08,0.0808181281221702,0.3286934260053939
2021-10-18,1.244,3.755,-1.74%,开放申购,开放赎回,,-0.005824728620598463,0,0,-0.14262544560046173,0,0.0,-0.00030647223466152005,0.18944248212458598,0.8209999799728394,2.72,25.05,14.89,29.97,0.08045468999403349,0.3386109345518928
2021-10-19,1.263,3.774,1.53%,开放申购,开放赎回,,0.0050599201065246735,0,0,-0.10497660738954291,0,0.0,-0.0002219357620153289,0.18271979813039071,0.8330000042915344,2.72,25.05,14.89,28.8,0.08098739756631437,0.33953144563373233
2021-10-20,1.254,3.765,-0.71%,开放申购,开放赎回,,-0.0023847376788552754,0,0,-0.1272250272280453,0,0.0,-0.0001687046093937827,0.1840853125318401,0.8360000252723694,2.72,25.05,15.38,28.8,0.08095783656343153,0.33885681016685365
2021-10-21,1.255,3.766,0.08%,开放申购,开放赎回,,0.00026560424966803886,0,0,-0.12719046003130954,0,0.0,-0.00019809991718218266,0.18379840058992386,0.8410000205039978,2.72,25.05,15.13,28.8,0.08095016514817802,0.33901318168994515
2021-10-22,1.263,3.774,0.64%,开放申购,开放赎回,,0.0021242697822623224,0,0,-0.1304274539953426,0,0.0,-0.00020714099138030486,0.18365945949337037,0.8550000190734863,2.72,25.05,15.0,28.8,0.0808522326783664,0.33365029693569315
2021-10-25,1.266,3.777,0.24%,开放申购,开放赎回,,0.0007949125596184992,0,0,-0.10568764101006367,0,0.0,-0.000253439161355052,0.18722361544837932,0.8519999980926514,2.72,25.05,14.75,29.19,0.08087892566949383,0.3335957630873877
2021-10-26,1.26,3.771,-0.47%,开放申购,开放赎回,,-0.001588562351072298,0,0,-0.08289261458764682,0,0.0,-0.00022807726352388295,0.18718848095344393,0.8510000109672546,2.72,25.05,14.88,28.98,0.08071408999587493,0.3328086103819725
2021-10-27,1.243,3.754,-1.35%,开放申购,开放赎回,,-0.004508088040307556,0,0,-0.05303615048697434,0,0.0,-0.00024892142683195377,0.18693738381309727,0.8349999785423279,2.72,25.05,14.91,29.19,0.0809856285180949,0.33301826275273455
2021-10-28,1.234,3.745,-0.72%,开放申购,开放赎回,,-0.002397442727756993,0,0,-0.03251836368894432,0,0.0,-0.0002828294890554987,0.18826315744863714,0.8420000076293945,2.72,25.05,14.91,29.7,0.08099292398048805,0.3332067534840507
2021-10-29,1.251,3.762,1.38%,开放申购,开放赎回,,0.004539385847797117,0,0,-0.040444504611341435,0,0.0,-0.00032017958512011824,0.18728934640589548,0.8539999723434448,2.72,25.05,14.36,29.55,0.08047902443046527,0.33397251927254235
2021-11-01,1.238,3.749,-1.04%,开放申购,开放赎回,,-0.0034556087187666007,0,0,-0.07734563004238451,0,0.0,-0.00022959344525899517,0.1870109170292222,0.843999981880188,2.72,25.05,14.49,28.53,0.08055143340804327,0.33388125450284234
2021-11-02,1.231,3.742,-0.57%,开放申购,开放赎回,,-0.0018671645772205814,0,0,-0.061820076025378354,0,0.0,-0.00024135867172908,0.18727041702279057,0.8429999947547913,2.72,25.05,14.59,28.78,0.08054548438899799,0.3332309963056697
2021-11-03,1.228,3.739,-0.24%,开放申购,开放赎回,,-0.0008017103153393768,0,0,-0.09036988890765275,0,0.0,-0.0002979230110301042,0.188476648274482,0.8370000123977661,2.72,25.05,14.59,29.54,0.08021591545352506,0.33331022998698995
2021-11-04,1.235,3.746,0.57%,开放申购,开放赎回,,0.0018721583311045453,0,0,-0.11042406545483803,0,0.0,-0.0003450828041350563,0.18889343566523226,0.8679999709129333,2.72,25.05,14.59,30.21,0.07994388768772238,0.339161787370937
2021-11-05,1.233,3.744,-0.16%,开放申购,开放赎回,,-0.0005339028296849069,0,0,-0.11460829010320867,0,0.0,-0.0004396378121035538,0.18398345319488726,0.8640000224113464,2.72,25.05,13.44,30.21,0.07994329656950155,0.33748171508961805
2021-11-08,1.221,3.732,-0.97%,开放申购,开放赎回,,-0.0032051282051281937,0,0,-0.1257579533493704,0,0.0,-0.0004699821375212665,0.1857213122931185,0.859000027179718,2.72,25.05,13.44,30.62,0.07990947740525822,0.33749294129395124
2021-11-09,1.229,3.74,0.66%,开放申购,开放赎回,,0.002143622722400762,0,0,-0.09326468897083627,0,0.0,-0.0004448672875586706,0.18640756136808329,0.8529999852180481,2.72,25.05,13.97,30.96,0.0793100388938625,0.3361351557372832
2021-11-10,1.226,3.737,-0.24%,开放申购,开放赎回,,-0.0008021390374332027,0,0,-0.11416257972868152,0,0.0,-0.0004355559239156603,0.18444340225913852,0.8360000252723694,2.72,25.05,13.79,30.44,0.07878400061300997,0.3373157779651617
2021-11-11,1.237,3.748,0.90%,开放申购,开放赎回,,0.002943537597003054,0,0,-0.11724762109577301,0,0.0,-0.00044477448889775235,0.18209047172515325,0.8379999995231628,2.72,25.05,13.42,30.05,0.07883616858903209,0.33648119336813825
2021-11-12,1.234,3.745,-0.24%,开放申购,开放赎回,,-0.0008004268943436754,0,0,-0.10833632263601412,0,0.0,-0.0004066965862362723,0.18217184166186753,0.8309999704360962,2.72,25.05,13.71,29.87,0.07882386214738438,0.3366574069839442
2021-11-15,1.245,3.756,0.89%,开放申购,开放赎回,,0.002937249666221442,0,0,-0.08083149963112758,0,0.0,-0.00039743558848240974,0.18194853662769866,0.8389999866485596,2.72,25.05,13.74,29.78,0.0786624102443359,0.33666302949649274
2021-11-16,1.267,3.778,1.77%,开放申购,开放赎回,,0.005857294994675355,0,0,-0.05002186463063062,0,0.0,-0.00041015877389306046,0.18165489803280213,0.8560000061988831,2.72,25.05,13.61,29.78,0.0761782356966733,0.33430544954453656
2021-11-17,1.268,3.779,0.08%,开放申购,开放赎回,,0.00026469031233444795,0,0,-0.045867616056803326,0,0.0,-0.0003007970590829463,0.17696877659528332,0.8529999852180481,2.72,25.05,13.74,28.42,0.07617901041415984,0.33424173889546427
2021-11-18,1.253,3.764,-1.18%,开放申购,开放赎回,,-0.003969304048690114,0,0,-0.019013666162534647,0,0.0,-0.0002903597856866651,0.17691053459019992,0.8479999899864197,2.72,25.05,13.74,28.27,0.07529012882120474,0.3341477301402486
2021-11-19,1.259,3.77,0.48%,开放申购,开放赎回,,0.0015940488841659217,0,0,-0.01676093431606458,0,0.0,-0.0002476522069948186,0.17609445070633076,0.8560000061988831,2.72,25.05,13.74,27.63,0.07420865942835687,0.3341975076698379
2021-11-22,1.261,3.772,0.16%,开放申购,开放赎回,,0.0005305039787797394,0,0,-0.02007074244733763,0,0.0,-0.00031480898070769927,0.17469291328407102,0.8600000143051147,2.72,25.05,13.04,27.63,0.07359274115209526,0.33235924898387054
2021-11-23,1.263,3.774,0.16%,开放申购,开放赎回,,0.0005302226935313126,0,0,0.030379694753222043,0,0.0,-0.00029252616607315575,0.17359704269872642,0.859000027179718,2.72,25.05,12.98,27.17,0.07354868584514491,0.33067047259112764
2021-11-24,1.281,3.792,1.43%,开放申购,开放赎回,,0.004769475357710551,0,0,0.03024842818931388,0,0.0,-0.00030032209822761387,0.17445862662129452,0.871999979019165,2.72,25.05,12.98,27.23,0.07323576845840366,0.3311949924826899
2021-11-25,1.275,3.786,-0.47%,开放申购,开放赎回,,-0.0015822784810125556,0,0,-0.0017702511173690975,0,0.0,-0.00032545255569046446,0.17416939629527814,0.871999979019165,2.72,25.05,12.7,27.23,0.0731785269671332,0.32854920258472325
2021-11-26,1.276,3.787,0.08%,开放申购,开放赎回,,0.0002641310089803728,0,0,-0.008988532188004805,0,0.0,-0.00031455564664374246,0.1756014112241516,0.8659999966621399,2.72,25.05,12.94,27.23,0.07304952143359833,0.3286794583874476
2021-11-29,1.279,3.79,0.24%,开放申购,开放赎回,,0.0007921837866384784,0,0,0.03460405539963384,0,0.0,-0.00031747829028883913,0.17510468650981229,0.8690000176429749,2.72,25.05,12.76,27.01,0.07293790297773431,0.3269970308326355
2021-11-30,1.27,3.781,-0.70%,开放申购,开放赎回,,-0.0023746701846965035,0,0,0.015619593976142824,0,0.0,-0.00030220385393751707,0.17560921151226255,0.8569999933242798,2.72,25.05,13.01,27.01,0.07219839927703897,0.32697583030728833
2021-12-01,1.262,3.773,-0.63%,开放申购,开放赎回,,-0.0021158423697434925,0,0,0.015649271808075193,0,0.0,-0.00025346483467614006,0.17403250235572643,0.859000027179718,2.72,25.05,13.01,26.25,0.07181964876984698,0.32690789340295073
2021-12-02,1.257,3.768,-0.40%,开放申购,开放赎回,,-0.0013252054068381147,0,0,0.03395366072040661,0,0.0,-0.00032179465389321174,0.17336319568461545,0.8610000014305115,2.72,25.05,12.27,26.25,0.07182639152313083,0.3269419323113645
2021-12-03,1.266,3.777,0.72%,开放申购,开放赎回,,0.0023885350318473275,0,0,0.023770971169750996,0,0.0,-0.0003438972214934402,0.17324976338953516,0.8809999823570251,2.72,25.05,12.01,26.25,0.07174333653997746,0.3293146278548663
2021-12-06,1.257,3.768,-0.71%,开放申购,开放赎回,,-0.002382843526608558,0,0,0.05194530281761902,0,0.0,-0.00040039882913601174,0.17265347996597735,0.8790000081062317,2.72,25.05,11.73,26.82,0.07086628074621397,0.3287393406129075
2021-12-07,1.262,3.773,0.40%,开放申购,开放赎回,,0.001326963906581824,0,0,0.05457147231641712,0,0.0,-0.0003637908126227135,0.17123201060639123,0.8840000033378601,2.72,25.05,11.73,26.22,0.06933748939675784,0.32634705460935154
2021-12-08,1.284,3.795,1.74%,开放申购,开放赎回,,0.005830903790087438,0,0,0.031729178790544085,0,0.0,-0.00030300386004266473,0.16830324507890046,0.9100000262260436,2.72,25.05,11.75,25.23,0.06582251172992319,0.3162316745890527
2021-12-09,1.304,3.815,1.56%,开放申购,开放赎回,,0.005270092226614009,0,0,0.05623173144446914,0,0.0,-0.00022822183061581454,0.1615411218450169,0.9259999990463256,2.72,25.05,11.72,24.07,0.06488705546042668,0.30988190907530083
2021-12-10,1.298,3.809,-0.46%,开放申购,开放赎回,,-0.0015727391874180707,0,0,0.060725537216532656,0,0.0,-0.00017718116567480314,0.16061347495371223,0.9259999990463256,2.72,25.05,11.88,23.57,0.06401046010211771,0.3098483129102417
2021-12-13,1.295,3.806,-0.23%,开放申购,开放赎回,,-0.0007876082961407738,0,0,0.0681124253095935,0,0.0,-0.0002583711034707186,0.16011199886027425,0.9319999814033508,2.72,25.05,11.13,23.57,0.06313863870190069,0.309561325476832
2021-12-14,1.291,3.802,-0.31%,限制大额申购,开放赎回,,-0.0010509721492379942,0,0,0.060976729368652505,0,0.0,-0.00036550920777856765,0.16201639705065304,0.9350000023841858,2.72,25.05,10.9,25.09,0.06229170732922639,0.302839677194461
2021-12-15,1.272,3.783,-1.47%,限制大额申购,开放赎回,,-0.004997369805365581,0,0,0.04337399502204311,0,0.0,-0.00037835751833599707,0.1619415088911179,0.9200000166893004,2.72,25.05,10.73,25.02,0.06192310046569625,0.295534607204503
2021-12-16,1.273,3.784,0.08%,限制大额申购,开放赎回,,0.0002643404705260366,0,0,0.030943103600259758,0,0.0,-0.0003968840452608903,0.16401472001583975,0.912999987602234,2.72,25.05,10.99,25.52,0.06090319680175638,0.2952317640445419
2021-12-17,1.208,3.769,-1.18%,限制大额申购,开放赎回,每份派现金0.0500元,-0.003964059196617242,0,0,0.02961022707628279,0,0.0,-0.00042441830173131005,0.16161176758684978,0.890999972820282,2.72,25.05,10.55,25.21,0.06121224903133047,0.2970846878042057
2021-12-20,1.189,3.75,-1.57%,开放申购,开放赎回,,-0.005041124966834731,0,0,0.002989741967771335,0,0.0,-0.000459101288794038,0.16300852427541662,0.890999972820282,2.72,25.05,10.55,25.81,0.061731130451216,0.2964922110347968
2021-12-21,1.197,3.758,0.67%,开放申购,开放赎回,,0.0021333333333333204,0,0,-0.025606003355773656,0,0.0,-0.0005314173325495326,0.16387118960994623,0.8899999856948853,2.72,25.05,9.96,26.1,0.06097335718660104,0.2961432325541084
2021-12-22,1.204,3.765,0.58%,开放申购,开放赎回,,0.0018626929217668842,0,0,0.00010480352877674645,0,0.0,-0.00044497666785347915,0.16227573009350077,0.890999972820282,2.72,25.05,9.96,24.51,0.06062713925992095,0.2934181871556484
2021-12-23,1.206,3.767,0.17%,开放申购,开放赎回,,0.0005312084993358557,0,0,0.005847723283260167,0,0.0,-0.00042667871204370644,0.16185944596392446,0.902999997138977,2.72,25.05,10.19,24.51,0.06029002439140076,0.2834078248393126
2021-12-24,1.205,3.766,-0.08%,开放申购,开放赎回,,-0.00026546323334220023,0,0,-0.01887145134553832,0,0.0,-0.0004036220115873837,0.16744137385688987,0.9160000085830688,2.72,25.05,10.55,24.51,0.06009955692306088,0.2825779032638462
2021-12-27,1.207,3.768,0.17%,开放申购,开放赎回,,0.0005310674455656361,0,0,-0.04144722884482692,0,0.0,-0.0004305662062480442,0.16654772864949488,0.912999987602234,2.72,25.05,10.19,24.45,0.05979400231066162,0.28106606264323225
2021-12-28,1.217,3.778,0.83%,开放申购,开放赎回,,0.002653927813163648,0,0,-0.017647189305788787,0,0.0,-0.00040539078997950455,0.16586598863727625,0.9169999957084656,2.72,25.05,10.19,23.95,0.05993394052894958,0.2810857127500724
2021-12-29,1.205,3.766,-0.99%,开放申购,开放赎回,,-0.0031762837480148187,0,0,-0.017706766127278117,0,0.0,-0.00036039317646191786,0.1662643142542299,0.8799999952316284,2.72,25.05,10.7,23.95,0.06013854567439296,0.2894662188079952
2021-12-30,1.212,3.773,0.58%,开放申购,开放赎回,,0.0018587360594795044,0,0,-0.032948000232844804,0,0.0,-0.00029915996743198415,0.16105621835375816,0.8840000033378601,2.72,25.05,10.92,23.27,0.05739746236223638,0.28079646830939936
2021-12-31,1.209,3.77,-0.25%,开放申购,开放赎回,,-0.0007951232441029132,0,0,-0.031496293061615915,0,0.0,-0.00023003458600667174,0.1550700031810238,0.8809999823570251,2.72,25.05,11.04,22.21,0.057382564706292404,0.2808994259563645
2022-01-04,1.185,3.746,-1.99%,开放申购,开放赎回,,-0.006366047745358094,0,0,-0.04413081596241965,0,0.0,-0.0002403935458761814,0.15503666269952054,0.8759999871253967,2.72,25.05,10.97,22.28,0.05829218978671201,0.2793545509061279
2022-01-05,1.158,3.719,-2.28%,开放申购,开放赎回,,-0.007207688200747464,0,0,-0.07216601769408655,0,0.0,-0.00035225586547038416,0.1592979996269694,0.875,2.72,25.05,10.97,24.42,0.056583080158567466,0.2664267963375558
2022-01-06,1.148,3.709,-0.86%,开放申购,开放赎回,,-0.0026888948642107557,0,0,-0.1262683944649252,0,0.0,-0.00038319134003901226,0.15413280439381727,0.8610000014305115,2.72,25.05,10.97,25.45,0.0561415250703412,0.26802735871480915
2022-01-07,1.135,3.696,-1.13%,开放申购,开放赎回,,-0.0035049878673496515,0,0,-0.12291036009587837,0,0.0,-0.0004285576761806271,0.15339546662322237,0.8460000157356262,2.72,25.05,10.49,25.41,0.05556916188693143,0.26689529932965544
2022-01-10,1.136,3.697,0.09%,开放申购,开放赎回,,0.00027056277056281,0,0,-0.11699468843075053,0,0.0,-0.00045441504725656835,0.15168233400495645,0.843999981880188,2.72,25.05,10.33,25.52,0.05546242631567543,0.2648986478017136
2022-01-11,1.121,3.682,-1.32%,开放申购,开放赎回,,-0.004057343792264079,0,0,-0.10885109817386124,0,0.0,-0.00043335623304764377,0.15222099926525987,0.8330000042915344,2.72,25.05,10.57,25.36,0.054121817495766875,0.2605989919807123
2022-01-12,1.138,3.699,1.52%,开放申购,开放赎回,,0.004617055947854443,0,0,-0.11182638040031784,0,0.0,-0.000410557212349967,0.1487992172662255,0.8399999737739563,2.72,25.05,10.57,25.05,0.05464142782001078,0.26087072089757185
2022-01-13,1.123,3.684,-1.32%,开放申购,开放赎回,,-0.0040551500405514584,0,0,-0.12015788463694678,0,0.0,-0.00039238151521357246,0.15001813804263006,0.8149999976158142,2.72,25.05,10.78,25.05,0.054926150733445374,0.2659369915976845
2022-01-14,1.123,3.684,0.00%,开放申购,开放赎回,,0.0,0,0,-0.12167368667364635,0,0.0,-0.0003632986057252055,0.14897790698233135,0.8080000281333923,2.72,25.05,11.08,24.82,0.054321917026264786,0.26414810811764955
2022-01-17,1.135,3.696,1.07%,开放申购,开放赎回,,0.0032573289902280145,0,0,-0.11459331495111143,0,0.0,-0.00032345309272793733,0.14687991809681628,0.8109999895095825,2.72,25.05,11.08,24.08,0.054050415293681556,0.2584499937076084
2022-01-18,1.138,3.699,0.26%,开放申购,开放赎回,,0.0008116883116882079,0,0,-0.11449596007235566,0,0.0,-0.0002893533520236399,0.14735126213230668,0.8209999799728394,2.72,25.05,11.67,24.08,0.052562251531275556,0.2576932810516455
2022-01-19,1.117,3.678,-1.85%,开放申购,开放赎回,,-0.005677210056772131,0,0,-0.13396017860166667,0,0.0,-0.00023632360168580804,0.14340794601681586,0.8159999847412109,2.72,25.05,11.45,22.85,0.05335646930513508,0.2576975713756209
2022-01-20,1.101,3.662,-1.43%,开放申购,开放赎回,,-0.004350190320826508,0,0,-0.13325275960532598,0,0.0,-0.0002872046349982659,0.14477956364561448,0.824999988079071,2.72,25.05,11.55,23.97,0.05056593188572255,0.2539622387544608
2022-01-21,1.084,3.645,-1.54%,开放申购,开放赎回,,-0.004642271982523205,0,0,-0.14369356708791273,0,0.0,-0.00041871598088042826,0.13385655505600708,0.8330000042915344,2.72,25.05,9.76,23.97,0.051051418695106335,0.25440654050062766
2022-01-24,1.093,3.654,0.83%,开放申购,开放赎回,,0.0024691358024691024,0,0,-0.15705238338578398,0,0.0,-0.00048707585203639945,0.13169739247272355,0.8259999752044678,2.72,25.05,8.81,23.97,0.051158898055176975,0.2538672795778924
2022-01-25,1.078,3.639,-1.37%,开放申购,开放赎回,,-0.004105090311986914,0,0,-0.1599813401713126,0,0.0,-0.0004380324287150491,0.12993505623644874,0.8059999942779541,2.72,25.05,8.81,22.99,0.051459393480451344,0.2571631699252718
2022-01-26,1.072,3.633,-0.56%,开放申购,开放赎回,,-0.0016488046166528436,0,0,-0.15887444963489783,0,0.0,-0.0004308540485075518,0.13026027854655745,0.8119999766349792,2.72,25.05,8.81,22.71,0.051493411309183286,0.25619842267169024
2022-01-27,1.056,3.617,-1.49%,开放申购,开放赎回,,-0.004404073768235595,0,0,-0.17610421412929567,0,0.0,-0.0004405624812635591,0.13045912226201223,0.7990000247955322,2.72,25.05,8.69,22.71,0.051872339813802106,0.2569071031241423
2022-01-28,1.052,3.613,-0.38%,开放申购,开放赎回,,-0.0011058888581697568,0,0,-0.1930059910028552,0,0.0,-0.00046279663890899306,0.13180855453396956,0.7839999794960022,2.72,25.05,8.69,23.14,0.051625725273948576,0.2586517943105096
2022-02-07,1.053,3.614,0.10%,开放申购,开放赎回,,0.00027677830058125963,0,0,-0.1885189189851308,0,0.0,-0.0004865161164274334,0.13146640696216907,0.7839999794960022,2.72,25.05,8.69,23.55,0.05134277067988919,0.25485355418998845
2022-02-08,1.043,3.604,-0.95%,开放申购,开放赎回,,-0.0027670171555063128,0,0,-0.1865035788461696,0,0.0,-0.0004800506505228454,0.13164394119364817,0.7699999809265137,2.72,25.05,8.73,23.64,0.051488792300946606,0.2564849995631867
2022-02-09,1.054,3.615,1.05%,开放申购,开放赎回,,0.003052164261931223,0,0,-0.18070265993455553,0,0.0,-0.0004749681689547784,0.13170124074737616,0.7960000038146973,2.72,25.05,8.87,23.62,0.050092164309433466,0.2592292613313712
2022-02-10,1.048,3.609,-0.57%,开放申购,开放赎回,,-0.0016597510373445035,0,0,-0.18512069562689343,0,0.0,-0.0005342025794051118,0.12563329966573433,0.7929999828338623,2.72,25.05,8.04,23.62,0.04996479350922467,0.25591795676807816
2022-02-11,1.031,3.592,-1.62%,开放申购,开放赎回,,-0.004710446106954813,0,0,-0.22540561554594007,0,0.0,-0.0005497675151277564,0.1265089721095278,0.7889999747276306,2.72,25.05,8.04,24.1,0.05046265212114198,0.2555401645767362
2022-02-15,1.051,3.612,1.84%,开放申购,开放赎回,,0.005288060116894089,0,0,-0.20306295282058512,0,0.0,-0.0005749247464435104,0.1279173285128574,0.8090000152587891,2.72,25.05,8.33,25.0,0.0507664948061733,0.25224967645366303
2022-02-16,1.047,3.608,-0.38%,开放申购,开放赎回,,-0.001107419712070845,0,0,-0.24846396663820844,0,0.0,-0.0005501358725094399,0.13032828794886572,0.8140000104904175,2.72,25.05,8.73,25.0,0.050070429752863244,0.23471619583001213
2022-02-17,1.051,3.612,0.38%,开放申购,开放赎回,,0.0011086474501109667,0,0,-0.24335585647370458,0,0.0,-0.000539828764431333,0.13611866936471814,0.8119999766349792,2.72,25.05,8.89,25.0,0.050117858562095656,0.23391001024324046
2022-02-18,1.048,3.609,-0.29%,开放申购,开放赎回,,-0.0008305647840531893,0,0,-0.22847380138459364,0,0.0,-0.0005243184905375524,0.1362353732434053,0.8149999976158142,2.72,25.05,8.89,24.75,0.049924392817149464,0.2339602448871454
2022-02-21,1.048,3.609,0.00%,开放申购,开放赎回,,0.0,0,0,-0.23822500732889962,0,0.0,-0.0005076396390039015,0.13579573430733133,0.8149999976158142,2.72,25.05,8.66,24.1,0.04921476091382245,0.23363702234639766
2022-02-22,1.035,3.596,-1.24%,开放申购,开放赎回,,-0.0036021058464948963,0,0,-0.2594256917010103,0,0.0,-0.0005467803739199284,0.13427336645909366,0.7950000166893005,2.72,25.05,8.04,24.1,0.049469270342161795,0.23318602157104984
2022-02-23,1.055,3.616,1.93%,开放申购,开放赎回,,0.005561735261401468,0,0,-0.2243896119944764,0,0.0,-0.0004975360735046827,0.13921118736112542,0.8009999990463257,2.72,25.05,8.81,24.01,0.05018709743192799,0.23356622820970904
2022-02-24,1.056,3.617,0.09%,开放申购,开放赎回,,0.00027654867256643456,0,0,-0.2544794626032317,0,0.0,-0.00040613108842777097,0.14100422919299252,0.7789999842643738,2.72,25.05,9.65,23.19,0.0501678484307123,0.23783869154614717
2022-02-25,1.066,3.627,0.95%,开放申购,开放赎回,,0.0027647221454243365,0,0,-0.2285848320327815,0,0.0,-0.00034923899507741476,0.13496140452610617,0.7850000262260437,2.72,25.05,9.65,21.9,0.04903411902873544,0.23185226533830897
2022-02-28,1.07,3.631,0.38%,开放申购,开放赎回,,0.0011028398125172423,0,0,-0.22363556083870137,0,0.0,-0.00036000765212823474,0.13129979513328555,0.7879999876022339,2.72,25.05,9.55,21.9,0.04870357699070463,0.231997185989071
2022-03-01,1.079,3.64,0.84%,开放申购,开放赎回,,0.002478656017626202,0,0,-0.21317543753172866,0,0.0,-0.00030792904365289415,0.13152455091436768,0.8029999732971191,2.72,25.05,9.67,21.0,0.04894257808418904,0.2339777776737555
2022-03-02,1.072,3.633,-0.65%,开放申购,开放赎回,,-0.0019230769230769162,0,0,-0.21101352878979354,0,0.0,-0.00031232872280704144,0.13212189729741725,0.7960000038146973,2.72,25.05,9.63,21.1,0.04815545169183617,0.21792965436954428
2022-03-03,1.058,3.619,-1.31%,开放申购,开放赎回,,-0.0038535645472060898,0,0,-0.21877863814377807,0,0.0,-0.0003313727156399641,0.13649023408074604,0.7770000100135803,2.72,25.05,9.63,21.66,0.04762314497697666,0.21998512586389624
2022-03-04,1.052,3.613,-0.57%,开放申购,开放赎回,,-0.0016579165515336891,0,0,-0.22044013042517377,0,0.0,-0.00037384632850371387,0.1338310492644734,0.7689999938011169,2.72,25.05,9.05,21.74,0.04755618143955877,0.22044477735277493
2022-03-07,1.034,3.595,-1.71%,开放申购,开放赎回,,-0.004982009410462118,0,0,-0.2576938924553177,0,0.0,-0.0003446163037043639,0.1344184843662028,0.734000027179718,2.72,25.05,9.61,21.78,0.04813312856275963,0.2323593730445274
2022-03-08,1.008,3.569,-2.51%,开放申购,开放赎回,,-0.007232267037552198,0,0,-0.27459331431061457,0,0.0,-0.00033067893786094276,0.1310953490305635,0.7289999723434448,2.72,25.05,9.72,21.46,0.04920631019702314,0.23052251702578164
2022-03-09,0.999,3.56,-0.89%,开放申购,开放赎回,,-0.0025217147660409056,0,0,-0.2947847470924327,0,0.0,-0.0003981878630699265,0.13246642053458343,0.722000002861023,2.72,25.05,9.76,22.78,0.04924913985572148,0.23088288241972046
2022-03-10,1.019,3.58,2.00%,开放申购,开放赎回,,0.00561797752808979,0,0,-0.2965321385003621,0,0.0,-0.000425190233507827,0.13297478991237047,0.7459999918937683,2.72,25.05,9.76,23.29,0.050318624366430316,0.23812766095201793
2022-03-11,1.026,3.587,0.69%,开放申购,开放赎回,,0.001955307262569761,0,0,-0.3212822625381802,0,0.0,-0.0003921998266087987,0.13576454100512755,0.7480000257492065,2.72,25.05,9.95,22.99,0.050052051140642505,0.23639056886755241
2022-03-14,1.016,3.577,-0.97%,开放申购,开放赎回,,-0.0027878449958183005,0,0,-0.3269004965785018,0,0.0,-0.00035391496101222237,0.13475243823191302,0.718999981880188,2.72,25.05,10.24,22.62,0.05009775292140088,0.24401153384900037
2022-03-15,0.986,3.547,-2.95%,开放申购,开放赎回,,-0.00838691641039968,0,0,-0.3516893627377146,0,0.0,-0.00029319302302327087,0.13136355046219153,0.6819999814033508,2.72,25.05,10.95,22.06,0.05106255798782801,0.2562643667816681
2022-03-16,1.01,3.571,2.43%,开放申购,开放赎回,,0.0067662813645335,0,0,-0.2988134604232609,0,0.0,-0.0003392580184561829,0.13206015801915869,0.7009999752044678,2.72,25.05,10.49,22.33,0.05231254188320764,0.2606593811094144
2022-03-17,1.025,3.586,1.49%,开放申购,开放赎回,,0.004200504060487109,0,0,-0.25288552310176926,0,0.0,-0.0002768410492065063,0.13564437985213645,0.7210000157356262,2.72,25.05,10.96,21.96,0.05285416009513279,0.2655555797317453
2022-03-18,1.022,3.583,-0.29%,开放申购,开放赎回,,-0.0008365867261571625,0,0,-0.258365246801094,0,0.0,-0.00025300873129077814,0.13639652452045006,0.722000002861023,2.72,25.05,10.89,21.64,0.05285480579115596,0.26543705835730086
2022-03-21,1.033,3.594,1.08%,开放申购,开放赎回,,0.003070053028188635,0,0,-0.2239753499397033,0,0.0,-0.0002662764187809578,0.1364020764628661,0.7179999947547913,2.72,25.05,10.71,21.66,0.05304135379891355,0.25743794524061525
2022-03-22,1.027,3.588,-0.58%,开放申购,开放赎回,,-0.0016694490818029983,0,0,-0.21047080655725012,0,0.0,-0.0001801497921589818,0.14060083223428116,0.7129999995231628,2.72,25.05,11.46,20.93,0.053079688870470904,0.2575355713818479
2022-03-23,1.043,3.604,1.56%,开放申购,开放赎回,,0.004459308807134965,0,0,-0.19676354735606452,0,0.0,-0.00018880756438371835,0.14074058195897768,0.7210000157356262,2.72,25.05,11.46,21.09,0.053505809090865324,0.25839155712811296
