基金简称,基金代码,管理费率,托管费率,基金类型,发行日期,资产规模,基金管理人,基金经理人,基金托管人
华夏成长混合,000001（前端）、000002（后端）,1.20%（每年）,0.20%（每年）,混合型-灵活,2001年11月28日,22.96亿元（截止至：2024年03月31日）,华夏基金,王泽实,建设银行
